name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
MERSEN,FR0000039620,MRN,Euronext Paris,EUR,25.35,2025-08-22,25.35,52695.0,1319177.125,MRN,SMART,24.15,CLOSE_TICKER,,,,,24.15,2025-08-28T21:20:07.525952,OK,ISIN:FR0000039620->MRN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
METROPOLE TV,FR0000053225,MMT,Euronext Paris,EUR,13.5,2025-08-22,13.5,121739.0,1633162.06,MMT,SMART,12.96,CLOSE_TICKER,,,,,12.96,2025-08-28T21:20:08.937315,OK,ISIN:FR0000053225->MMT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
MICHELIN,FR001400AJ45,ML,Euronext Paris,EUR,32.55,2025-08-22,32.55,1011123.0,32887565.085,ML,SMART,31.15,CLOSE_TICKER,,,,,31.15,2025-08-28T21:20:10.268073,OK,ISIN:FR001400AJ45->ML@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
MONCEY (FIN.) NOM.,FR001400SU99,FMONC,Euronext Paris,EUR,116.5,2025-08-22,116.5,2.0,233.0,FMONC,SMART,114.0,CLOSE_TICKER,,,,,114.0,2025-08-28T21:20:11.585100,OK,ISIN:FR001400SU99->FMONC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
MONTEA,BE0003853703,MONT,"Euronext Brussels, Paris",EUR,70.0,2025-08-22,70,33783.0,2343882.2,MONT,SMART,68.4,CLOSE_TICKER,,,,,68.4,2025-08-28T21:20:12.961729,OK,ISIN:BE0003853703->MONT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
MYHOTELMATCH,FR001400IE67,MHM,Euronext Paris,EUR,0.384,2025-08-22,0.384,21479.0,8152.998,MHM,SMART,0.39,CLOSE_TICKER,,,,,0.39,2025-08-28T21:20:14.276871,OK,ISIN:FR001400IE67->MHM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
NACON,FR0013482791,NACON,Euronext Paris,EUR,0.938,2025-08-22,0.938,383847.0,365598.929,NACON,SMART,0.788,CLOSE_TICKER,,,,,0.788,2025-08-28T21:20:15.702638,OK,ISIN:FR0013482791->NACON@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
NANOBIOTIX,FR0011341205,NANO,Euronext Paris,EUR,8.42,2025-08-22,8.42,518688.0,4423570.085,NANO,SMART,7.74,CLOSE_TICKER,,,,,7.74,2025-08-28T21:20:17.035106,OK,ISIN:FR0011341205->NANO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
NEURONES,FR0004050250,NRO,Euronext Paris,EUR,42.7,2025-08-22,42.7,2446.0,103937.45,NRO,SMART,41.5,CLOSE_TICKER,,,,,41.5,2025-08-28T21:20:18.392138,OK,ISIN:FR0004050250->NRO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
NEXANS,FR0000044448,NEX,Euronext Paris,EUR,137.0,2025-08-22,137,88906.0,12088294.2,NEX,SMART,129.8,CLOSE_TICKER,,,,,129.8,2025-08-28T21:20:19.757334,OK,ISIN:FR0000044448->NEX@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
NEXITY,FR0010112524,NXI,Euronext Paris,EUR,11.1,2025-08-22,11.1,87535.0,966596.925,NXI,SMART,9.535,CLOSE_TICKER,,,,,9.535,2025-08-28T21:20:20.991209,OK,ISIN:FR0010112524->NXI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
NOKIA,FI0009000681,NOKIA,Euronext Paris,EUR,3.686,2025-08-22,3.686,242988.0,895109.358,NOKIA,SMART,3.71,CLOSE_TICKER,,,,,3.71,2025-08-28T21:20:22.462144,OK,ISIN:FI0009000681->NOKIA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
NR21,FR0014001PV6,NR21,Euronext Paris,EUR,40.0,2025-08-22,40,1.0,40.0,NR21,SMART,40.0,CLOSE_TICKER,,,,,40.0,2025-08-28T21:20:23.683923,OK,ISIN:FR0014001PV6->NR21@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
NRJ GROUP,FR0000121691,NRG,Euronext Paris,EUR,7.3,2025-08-22,7.3,880.0,6404.54,NRG,SMART,7.24,CLOSE_TICKER,,,,,7.24,2025-08-28T21:20:24.950310,OK,ISIN:FR0000121691->NRG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
OENEO,FR0000052680,SBT,Euronext Paris,EUR,9.26,2025-08-22,9.26,5159.0,47772.74,SBT,SMART,9.5,CLOSE_TICKER,,,,,9.5,2025-08-28T21:20:26.209239,OK,ISIN:FR0000052680->SBT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ONWARD MEDICAL,NL0015000HT4,ONWD,"Euronext Brussels, Amsterdam, Paris",EUR,5.06,2025-08-22,5.06,114812.0,571624.88,ONWD,SMART,5.07,CLOSE_TICKER,,,,,5.07,2025-08-28T21:20:27.563642,OK,ISIN:NL0015000HT4->ONWD@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
OPMOBILITY,FR0000124570,OPM,Euronext Paris,EUR,14.1,2025-08-22,14.1,165868.0,2324128.68,OPM,SMART,13.38,CLOSE_TICKER,,,,,13.38,2025-08-28T21:20:28.892519,OK,ISIN:FR0000124570->OPM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ORANGE,FR0000133308,ORA,Euronext Paris,EUR,14.48,2025-08-22,14.48,3606771.0,52244762.165,ORA,SMART,13.86,CLOSE_TICKER,,,,,13.86,2025-08-28T21:20:30.216562,OK,ISIN:FR0000133308->ORA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
OREGE,FR0010609206,OREGE,Euronext Paris,EUR,0.329,2025-08-22,0.329,28378.0,8857.714,OREGE,SMART,0.323,CLOSE_TICKER,,,,,0.323,2025-08-28T21:20:31.541391,OK,ISIN:FR0010609206->OREGE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
OSE IMMUNO,FR0012127173,OSE,Euronext Paris,EUR,6.32,2025-08-22,6.32,56736.0,364103.38,OSE,SMART,6.11,CLOSE_TICKER,,,,,6.11,2025-08-28T21:20:32.864662,OK,ISIN:FR0012127173->OSE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
OVH,FR0014005HJ9,OVH,Euronext Paris,EUR,10.02,2025-08-22,10.02,68861.0,690399.92,OVH,SMART,10.39,CLOSE_TICKER,,,,,10.39,2025-08-28T21:20:34.236352,OK,ISIN:FR0014005HJ9->OVH@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PAREF,FR0010263202,PAR,Euronext Paris,EUR,39.0,2025-08-22,39,29.0,1131.0,PAR,SMART,37.7,CLOSE_TICKER,,,,,37.7,2025-08-28T21:20:35.507858,OK,ISIN:FR0010263202->PAR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PARROT,FR0004038263,PARRO,Euronext Paris,EUR,9.08,2025-08-22,9.08,13076.0,117785.34,PARRO,SMART,8.44,CLOSE_TICKER,,,,,8.44,2025-08-28T21:20:36.816306,OK,ISIN:FR0004038263->PARRO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PASSAT,FR0000038465,PSAT,Euronext Paris,EUR,4.73,2025-08-22,4.73,216.0,1018.5,PSAT,SMART,4.72,CLOSE_TICKER,,,,,4.72,2025-08-28T21:20:39.222012,OK,ISIN:FR0000038465->PSAT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PATRIMOINE ET COMM,FR0011027135,PAT,Euronext Paris,EUR,25.0,2025-08-22,25,1421.0,34635.4,PAT1,SMART,24.5,CLOSE_TICKER,,,,,24.5,2025-08-28T21:20:40.561975,OK,ISIN:FR0011027135->PAT1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PERNOD RICARD,FR0000120693,RI,Euronext Paris,EUR,101.85,2025-08-22,101.85,357181.0,36365324.5,RI,SMART,99.04,CLOSE_TICKER,,,,,99.04,2025-08-28T21:20:41.934698,OK,ISIN:FR0000120693->RI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PERRIER (GERARD),FR0000061459,PERR,Euronext Paris,EUR,85.0,2025-08-22,85,78.0,6626.8,PERR,SMART,83.8,CLOSE_TICKER,,,,,83.8,2025-08-28T21:20:43.242164,OK,ISIN:FR0000061459->PERR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PEUGEOT INVEST,FR0000064784,PEUG,Euronext Paris,EUR,79.4,2025-08-22,79.4,4249.0,336267.0,PEUG,SMART,78.2,HISTORICAL,,,,,78.2,2025-08-28T21:20:44.973103,OK,ISIN:FR0000064784->PEUG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PHAXIAM Tx,FR001400K4B1,PHXM,Euronext Paris,EUR,0.1005,2025-08-22,0.1005,68779.0,7086.67,PHXM,SMART,0.1005,CLOSE_TICKER,,,,,0.1005,2025-08-28T21:20:46.391944,OK,ISIN:FR001400K4B1->PHXM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PIERRE VAC BSA ACT,FR001400B4H9,VACBS,Euronext Paris,EUR,0.045,2025-08-22,0.045,8757.0,427.565,VACBS,SMART,0.044,CLOSE_TICKER,,,,,0.044,2025-08-28T21:20:47.606809,OK,ISIN:FR001400B4H9->VACBS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PIERRE VAC BSA CRE,FR001400B4G1,VACBT,Euronext Paris,EUR,0.5,2025-08-22,0.5,1500.0,676.62,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PIERRE VACANCES,FR0000073041,VAC,Euronext Paris,EUR,1.688,2025-08-22,1.688,54395.0,91070.06,VAC,SMART,1.612,CLOSE_TICKER,,,,,1.612,2025-08-28T21:20:49.628988,OK,ISIN:FR0000073041->VAC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PLANISWARE,FR001400PFU4,PLNW,Euronext Paris,EUR,18.2,2025-08-22,18.2,47854.0,868753.71,PLNW,SMART,18.18,CLOSE_TICKER,,,,,18.18,2025-08-28T21:20:50.949709,OK,ISIN:FR001400PFU4->PLNW@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PLAST.VAL LOIRE,FR0013252186,PVL,Euronext Paris,EUR,1.275,2025-08-22,1.275,19908.0,24982.125,PVL,SMART,1.275,CLOSE_TICKER,,,,,1.275,2025-08-28T21:20:52.225351,OK,ISIN:FR0013252186->PVL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PLUXEE,NL0015001W49,PLX,Euronext Paris,EUR,19.03,2025-08-22,19.03,75412.0,1427783.5,PLX,SMART,17.6,CLOSE_TICKER,,,,,17.6,2025-08-28T21:20:53.499969,OK,ISIN:NL0015001W49->PLX@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
POXEL,FR0012432516,POXEL,Euronext Paris,EUR,0.323,2025-08-22,0.323,297107.0,93795.4165,POXEL,SMART,0.3125,CLOSE_TICKER,,,,,0.3125,2025-08-28T21:20:54.823944,OK,ISIN:FR0012432516->POXEL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PROACTIS SA,FR0004052561,PROAC,Euronext Paris,EUR,0.065,2025-08-22,0.065,123725.0,7595.304,PROAC,SMART,0.056,CLOSE_TICKER,,,,,0.056,2025-08-28T21:20:56.195446,OK,ISIN:FR0004052561->PROAC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
PUBLICIS GROUPE SA,FR0000130577,PUB,Euronext Paris,EUR,80.74,2025-08-22,80.74,493136.0,39709583.44,PUB,SMART,79.0,CLOSE_TICKER,,,,,79.0,2025-08-28T21:20:57.520880,OK,ISIN:FR0000130577->PUB@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
QUADIENT,FR0000120560,QDT,Euronext Paris,EUR,16.72,2025-08-22,16.72,44687.0,739389.58,QDT,SMART,16.04,CLOSE_TICKER,,,,,16.04,2025-08-28T21:20:59.040437,OK,ISIN:FR0000120560->QDT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
RAMSAY GEN SANTE,FR0000044471,GDS,Euronext Paris,EUR,9.96,2025-08-22,9.96,22.0,219.12,GDS,SMART,10.0,CLOSE_TICKER,,,,,10.0,2025-08-28T21:21:00.399935,OK,ISIN:FR0000044471->GDS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
REMY COINTREAU,FR0000130395,RCO,Euronext Paris,EUR,56.3,2025-08-22,56.3,49046.0,2755303.85,RCO,SMART,54.1,CLOSE_TICKER,,,,,54.1,2025-08-28T21:21:01.835960,OK,ISIN:FR0000130395->RCO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
RENAULT,FR0000131906,RNO,Euronext Paris,EUR,33.56,2025-08-22,33.56,656892.0,21967675.35,RNO,SMART,32.69,CLOSE_TICKER,,,,,32.69,2025-08-28T21:21:03.239126,OK,ISIN:FR0000131906->RNO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
REXEL,FR0010451203,RXL,Euronext Paris,EUR,28.21,2025-08-22,28.21,739944.0,20807502.095,RXL,SMART,27.08,CLOSE_TICKER,,,,,27.08,2025-08-28T21:21:04.623507,OK,ISIN:FR0010451203->RXL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ROBERTET,FR0000039091,RBT,Euronext Paris,EUR,859.0,2025-08-22,859,310.0,266047.0,RBT,SMART,822.0,CLOSE_TICKER,,,,,822.0,2025-08-28T21:21:06.069177,OK,ISIN:FR0000039091->RBT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ROBERTET CDV 87,FR0000045619,CBR,Euronext Paris,EUR,96.0,2025-08-22,96,1.0,96.0,CBR,SMART,96.0,CLOSE_TICKER,,,,,96.0,2025-08-28T21:21:07.298538,OK,ISIN:FR0000045619->CBR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ROBERTET CI,FR0000045601,CBE,Euronext Paris,EUR,742.9,2025-08-22,742.9,1.0,742.9,CBE,SMART,700.0,CLOSE_TICKER,,,,,700.0,2025-08-28T21:21:08.734549,OK,ISIN:FR0000045601->CBE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ROCHE BOBOIS,FR0013344173,RBO,Euronext Paris,EUR,34.5,2025-08-22,34.5,108.0,3721.0,RBO,SMART,33.2,CLOSE_TICKER,,,,,33.2,2025-08-28T21:21:09.959297,OK,ISIN:FR0013344173->RBO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
RUBIS,FR0013269123,RUI,Euronext Paris,EUR,29.18,2025-08-22,29.18,70760.0,2063375.97,RUI,SMART,28.18,CLOSE_TICKER,,,,,28.18,2025-08-28T21:21:11.167958,OK,ISIN:FR0013269123->RUI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
S.E.B.,FR0000121709,SK,Euronext Paris,EUR,68.05,2025-08-22,68.05,33665.0,2286821.15,SK,SMART,63.65,CLOSE_TICKER,,,,,63.65,2025-08-28T21:21:12.742422,OK,ISIN:FR0000121709->SK@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SAFRAN,FR0000073272,SAF,Euronext Paris,EUR,290.5,2025-08-22,290.5,397641.0,115703529.2,SAF,SMART,287.2,CLOSE_TICKER,,,,,287.2,2025-08-28T21:21:14.298321,OK,ISIN:FR0000073272->SAF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SAINT GOBAIN,FR0000125007,SGO,"Euronext Paris, Amsterdam, Brussels",EUR,98.16,2025-08-22,98.16,581660.0,56744320.67,SGO,SMART,93.44,CLOSE_TICKER,,,,,93.44,2025-08-28T21:21:15.622427,OK,ISIN:FR0000125007->SGO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SAINT JEAN GROUPE,FR0000060121,SABE,Euronext Paris,EUR,19.6,2025-08-22,19.6,10.0,196.0,SABE,SMART,19.4,CLOSE_TICKER,,,,,19.4,2025-08-28T21:21:16.944794,OK,ISIN:FR0000060121->SABE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SAMSE,FR0000060071,SAMS,Euronext Paris,EUR,146.0,2025-08-22,146,32.0,4670.5,SAMS,SMART,144.0,CLOSE_TICKER,,,,,144.0,2025-08-28T21:21:18.285543,OK,ISIN:FR0000060071->SAMS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SANOFI,FR0000120578,SAN,Euronext Paris,EUR,87.34,2025-08-22,87.34,1361481.0,119274829.39,SAN1,SMART,86.54,CLOSE_TICKER,,,,,86.54,2025-08-28T21:21:19.687802,OK,ISIN:FR0000120578->SAN1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SARTORIUS STED BIO,FR0013154002,DIM,Euronext Paris,EUR,177.85,2025-08-22,177.85,51326.0,9121720.875,DIM,SMART,174.5,CLOSE_TICKER,,,,,174.5,2025-08-28T21:21:21.027206,OK,ISIN:FR0013154002->DIM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SAVENCIA,FR0000120107,SAVE,Euronext Paris,EUR,63.0,2025-08-22,63,597.0,37705.6,SAVE,SMART,62.0,CLOSE_TICKER,,,,,62.0,2025-08-28T21:21:22.304740,OK,ISIN:FR0000120107->SAVE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SCBSM,FR0006239109,CBSM,Euronext Paris,EUR,9.1,2025-08-22,9.1,147.0,1310.2,CBSM,SMART,9.0,CLOSE_TICKER,,,,,9.0,2025-08-28T21:21:23.626869,OK,ISIN:FR0006239109->CBSM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SCHNEIDER ELECTRIC,FR0000121972,SU,Euronext Paris,EUR,215.4,2025-08-22,215.4,727484.0,156569845.8,SU,SMART,211.45,CLOSE_TICKER,,,,,211.45,2025-08-28T21:21:24.957119,OK,ISIN:FR0000121972->SU@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SCOR SE,FR0010411983,SCR,Euronext Paris,EUR,28.96,2025-08-22,28.96,242397.0,7024289.16,SCR,SMART,27.94,CLOSE_TICKER,,,,,27.94,2025-08-28T21:21:26.303614,OK,ISIN:FR0010411983->SCR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SECHE ENVIRONNEM.,FR0000039109,SCHP,Euronext Paris,EUR,104.0,2025-08-22,104,1407.0,145681.2,SCHP,SMART,92.1,CLOSE_TICKER,,,,,92.1,2025-08-28T21:21:27.604615,OK,ISIN:FR0000039109->SCHP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SEGRO PLC,GB00B5ZN1N88,SGRO,Euronext Paris,EUR,9.989,2025-08-22,10.3,3.0,30.9,SGRO,SMART,7.15,CLOSE_TICKER,,,,,7.15,2025-08-28T21:21:29.055512,OK,ISIN:GB00B5ZN1N88->SGRO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SELCODIS,FR0000065492,SLCO,Euronext Paris,EUR,0.29,2025-08-22,0.29,2074.0,601.46,SLCO,SMART,0.29,CLOSE_TICKER,,,,,0.29,2025-08-28T21:21:30.282248,OK,ISIN:FR0000065492->SLCO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SELECTIRENTE,FR0004175842,SELER,Euronext Paris,EUR,81.5,2025-08-22,81.5,1.0,81.5,SELER,SMART,82.0,CLOSE_TICKER,,,,,82.0,2025-08-28T21:21:31.603973,OK,ISIN:FR0004175842->SELER@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SERGEFERRARI GROUP,FR0011950682,SEFER,Euronext Paris,EUR,6.88,2025-08-22,6.88,883.0,6075.98,SEFER,SMART,6.22,CLOSE_TICKER,,,,,6.22,2025-08-28T21:21:32.808915,OK,ISIN:FR0011950682->SEFER@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SES,LU0088087324,SESG,Euronext Paris,EUR,5.995,2025-08-22,5.995,253525.0,1515365.875,SESG,SMART,5.95,CLOSE_TICKER,,,,,5.95,2025-08-28T21:21:34.131889,OK,ISIN:LU0088087324->SESG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SHOWROOMPRIVE,FR0013006558,SRP,Euronext Paris,EUR,0.538,2025-08-22,0.538,15234.0,8082.416,SRP,SMART,0.514,CLOSE_TICKER,,,,,0.514,2025-08-28T21:21:35.456956,OK,ISIN:FR0013006558->SRP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SMCP,FR0013214145,SMCP,Euronext Paris,EUR,6.77,2025-08-22,6.77,188643.0,1261427.58,SMCP,SMART,6.46,CLOSE_TICKER,,,,,6.46,2025-08-28T21:21:36.701915,OK,ISIN:FR0013214145->SMCP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SOC FRANC CASINOS,FR0010209809,SFCA,Euronext Paris,EUR,1.84,2025-08-22,1.84,25.0,46.0,SFCA,SMART,1.96,CLOSE_TICKER,,,,,1.96,2025-08-28T21:21:37.930271,OK,ISIN:FR0010209809->SFCA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SOCIETE GENERALE,FR0000130809,GLE,Euronext Paris,EUR,57.84,2025-08-22,57.84,1207000.0,69752761.95,GLE,SMART,52.0,CLOSE_TICKER,,,,,52.0,2025-08-28T21:21:39.188107,OK,ISIN:FR0000130809->GLE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SODEXO,FR0000121220,SW,Euronext Paris,EUR,53.9,2025-08-22,53.9,95288.0,5122441.375,SW,SMART,50.8,CLOSE_TICKER,,,,,50.8,2025-08-28T21:21:40.558180,OK,ISIN:FR0000121220->SW@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SODITECH,FR0000078321,SEC,Euronext Paris,EUR,2.78,2025-08-22,2.78,10614.0,29669.2,SEC,SMART,2.52,CLOSE_TICKER,,,,,2.52,2025-08-28T21:21:41.881481,OK,ISIN:FR0000078321->SEC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SOITEC,FR0013227113,SOI,Euronext Paris,EUR,38.51,2025-08-22,38.51,114735.0,4377899.72,SOI,SMART,36.46,CLOSE_TICKER,,,,,36.46,2025-08-28T21:21:43.237969,OK,ISIN:FR0013227113->SOI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SOLOCAL GROUP,FR001400SA10,LOCAL,Euronext Paris,EUR,4.28,2025-08-22,4.28,9505.0,40145.19,LOCAL,SMART,4.44,CLOSE_TICKER,,,,,4.44,2025-08-28T21:21:44.650137,OK,ISIN:FR001400SA10->LOCAL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SOLUTIONS 30 SE,FR0013379484,S30,Euronext Paris,EUR,2.06,2025-08-22,2.06,1184085.0,2374600.29,S30,SMART,1.794,CLOSE_TICKER,,,,,1.794,2025-08-28T21:21:46.017790,OK,ISIN:FR0013379484->S30@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SOLVAY,BE0003470755,SOLB,"Euronext Brussels, Paris",EUR,28.98,2025-08-22,28.98,257311.0,7447562.84,SOLB,SMART,28.04,CLOSE_TICKER,,,,,28.04,2025-08-28T21:21:47.387568,OK,ISIN:BE0003470755->SOLB@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SOPRA STERIA GROUP,FR0000050809,SOP,Euronext Paris,EUR,175.0,2025-08-22,175,17043.0,2969947.3,SOP,SMART,160.8,CLOSE_TICKER,,,,,160.8,2025-08-28T21:21:48.783243,OK,ISIN:FR0000050809->SOP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SPIE,FR0012757854,SPIE,Euronext Paris,EUR,52.1,2025-08-22,52.1,221839.0,11562854.8,SPIE,SMART,47.62,CLOSE_TICKER,,,,,47.62,2025-08-28T21:21:50.137650,OK,ISIN:FR0012757854->SPIE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ST DUPONT,FR0000054199,DPT,Euronext Paris,EUR,0.0994,2025-08-22,0.0994,62737.0,6233.1872,DPT,SMART,0.0996,CLOSE_TICKER,,,,,0.0996,2025-08-28T21:21:51.456993,OK,ISIN:FR0000054199->DPT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
STEF,FR0000064271,STF,Euronext Paris,EUR,140.0,2025-08-22,140,3865.0,540632.6,STF,SMART,137.6,CLOSE_TICKER,,,,,137.6,2025-08-28T21:21:52.635386,OK,ISIN:FR0000064271->STF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
STELLANTIS NV,NL00150001Q9,STLAP,Euronext Paris,EUR,8.649,2025-08-22,8.649,3534697.0,30304283.864,STLAP,SMART,8.173,CLOSE_TICKER,,,,,8.173,2025-08-28T21:21:54.025118,OK,ISIN:NL00150001Q9->STLAP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
STMICROELECTRONICS,NL0000226223,STMPA,Euronext Paris,EUR,23.435,2025-08-22,23.435,3422839.0,79416321.855,STMPA,SMART,23.25,CLOSE_TICKER,,,,,23.25,2025-08-28T21:21:55.416534,OK,ISIN:NL0000226223->STMPA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SWORD GROUP,FR0004180578,SWP,Euronext Paris,EUR,36.55,2025-08-22,36.55,2151.0,78516.2,SWP,SMART,35.0,CLOSE_TICKER,,,,,35.0,2025-08-28T21:21:56.741011,OK,ISIN:FR0004180578->SWP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
SYNERGIE,FR0000032658,SDG,Euronext Paris,EUR,34.1,2025-08-22,34.1,170.0,5789.2,SDG,SMART,33.2,HISTORICAL,,,,,33.2,2025-08-28T21:21:58.366678,OK,ISIN:FR0000032658->SDG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TARKETT,FR0004188670,TKTT,Euronext Paris,EUR,16.4,2025-08-22,16.4,1027.0,16842.8,TKTT,SMART,16.35,CLOSE_TICKER,,,,,16.35,2025-08-28T21:21:59.646239,OK,ISIN:FR0004188670->TKTT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TAYNINH,FR0000063307,TAYN,Euronext Paris,EUR,2.46,2025-08-22,2.46,116.0,285.36,TAYN,SMART,3.0,CLOSE_TICKER,,,,,3.0,2025-08-28T21:22:00.873142,OK,ISIN:FR0000063307->TAYN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TECHNIP ENERGIES,NL0014559478,TE,Euronext Paris,EUR,41.12,2025-08-22,41.12,158665.0,6525880.36,TE,SMART,39.74,CLOSE_TICKER,,,,,39.74,2025-08-28T21:22:02.198841,OK,ISIN:NL0014559478->TE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TELEPERFORMANCE,FR0000051807,TEP,Euronext Paris,EUR,72.24,2025-08-22,72.24,301831.0,21935932.34,TEP,SMART,68.88,CLOSE_TICKER,,,,,68.88,2025-08-28T21:22:03.503664,OK,ISIN:FR0000051807->TEP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TELEVERBIER,CH0008175645,TVRB,Euronext Paris,EUR,54.0,2025-08-22,54,41.0,2214.0,TVRB,SMART,57.5,CLOSE_TICKER,,,,,57.5,2025-08-28T21:22:04.830418,OK,ISIN:CH0008175645->TVRB@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
