name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
74SOFTWARE,FR0011040500,74SW,Euronext Paris,EUR,39.9,2025-08-22,39.9,1359.0,53987.0,AXW,SMART,38.8,CLOSE_TICKER,,,,,38.8,2025-08-28T21:15:28.736027,OK,ISIN:FR0011040500->AXW@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AB SCIENCE,FR0010557264,AB,Euronext Paris,EUR,1.29,2025-08-22,1.29,159599.0,206305.066,AB,SMART,1.218,CLOSE_TICKER,,,,,1.218,2025-08-28T21:15:29.855341,OK,ISIN:FR0010557264->AB@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AB SCIENCE BSA,FR001400ZRT0,ABBS,Euronext Paris,EUR,0.274,2025-08-22,-,,,,,,,,,,,,,CONTRACT_NOT_FOUND,BLACKLISTED_ISIN:FR001400ZRT0,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ABC ARBITRAGE,FR0004040608,ABCA,Euronext Paris,EUR,6.05,2025-08-22,6.05,36212.0,219266.27,ABCA,SMART,5.93,CLOSE_TICKER,,,,,5.93,2025-08-28T21:15:30.866884,OK,ISIN:FR0004040608->ABCA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ABEO,FR0013185857,ABEO,Euronext Paris,EUR,9.4,2025-08-22,9.4,159.0,1503.6,ABEO,SMART,9.12,CLOSE_TICKER,,,,,9.12,2025-08-28T21:15:31.987856,OK,ISIN:FR0013185857->ABEO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ABIONYX PHARMA,FR0012616852,ABNX,Euronext Paris,EUR,2.1,2025-08-22,2.1,539152.0,1120419.933,ABNX,SMART,2.315,CLOSE_TICKER,,,,,2.315,2025-08-28T21:15:33.098440,OK,ISIN:FR0012616852->ABNX@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ABIVAX,FR0012333284,ABVX,Euronext Paris,EUR,66.5,2025-08-22,66.5,111888.0,7331966.2,ABVX,SMART,68.8,CLOSE_TICKER,,,,,68.8,2025-08-28T21:15:34.218609,OK,ISIN:FR0012333284->ABVX@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ABL Diagnostics,FR001400AHX6,ABLD,Euronext Paris,EUR,4.48,2025-08-22,4.48,11.0,49.3,ABLD,SMART,4.48,CLOSE_TICKER,,,,,4.48,2025-08-28T21:15:35.332255,OK,ISIN:FR001400AHX6->ABLD@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ABO GROUP,BE0974278104,ABO,"Euronext Brussels, Paris",EUR,6.3,2025-08-22,6.3,1164.0,7327.35,ABO1,SMART,6.3,CLOSE_TICKER,,,,,6.3,2025-08-28T21:15:36.405030,OK,ISIN:BE0974278104->ABO1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ACANTHE DEV.,FR0000064602,ACAN,Euronext Paris,EUR,0.315,2025-08-22,0.315,37136.0,11494.201,ACAN,SMART,0.31,CLOSE_TICKER,,,,,0.31,2025-08-28T21:15:37.510638,OK,ISIN:FR0000064602->ACAN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ACCOR,FR0000120404,AC,Euronext Paris,EUR,44.76,2025-08-22,44.76,459014.0,20494623.755,AC,SMART,42.93,CLOSE_TICKER,,,,,42.93,2025-08-28T21:15:38.626016,OK,ISIN:FR0000120404->AC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ACTEOS,FR0000076861,EOS,Euronext Paris,EUR,1.2,2025-08-22,1.2,2975.0,3542.78,EOS,SMART,1.145,CLOSE_TICKER,,,,,1.145,2025-08-28T21:15:39.636777,OK,ISIN:FR0000076861->EOS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ADC SIIC,BE0974269012,ALDV,Euronext Paris,EUR,0.088,2025-08-22,0.088,350.0,30.8,ALDV,SMART,0.088,CLOSE_TICKER,,,,,0.088,2025-08-28T21:15:40.701973,OK,ISIN:BE0974269012->ALDV@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ADOCIA,FR0011184241,ADOC,Euronext Paris,EUR,8.9,2025-08-22,8.9,428448.0,3774224.255,ADOC,SMART,7.62,CLOSE_TICKER,,,,,7.62,2025-08-28T21:15:41.804910,OK,ISIN:FR0011184241->ADOC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ADP,FR0010340141,ADP,Euronext Paris,EUR,123.4,2025-08-22,123.4,68578.0,8456331.3,ADP,SMART,113.3,CLOSE_TICKER,,,,,113.3,2025-08-28T21:15:42.922120,OK,ISIN:FR0010340141->ADP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AELIS FARMA,FR0014007ZB4,AELIS,Euronext Paris,EUR,1.3,2025-08-22,1.3,21276.0,27280.485,AELIS,SMART,1.225,CLOSE_TICKER,,,,,1.225,2025-08-28T21:15:44.032294,OK,ISIN:FR0014007ZB4->AELIS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AERKOMM INC,US00774B2088,AKOM,Euronext Paris,EUR,2.8,2025-08-22,2.8,8.0,22.4,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AFFLUENT MED BSAR,FR001400FL38,AFMBS,Euronext Paris,EUR,0.0005,2025-08-22,0.0005,130.0,0.06,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AFFLUENT MEDICAL,FR0013333077,AFME,Euronext Paris,EUR,1.605,2025-08-22,1.605,9785.0,16124.005,AFME,SMART,1.595,CLOSE_TICKER,,,,,1.595,2025-08-28T21:15:46.864869,OK,ISIN:FR0013333077->AFME@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AIR FRANCE -KLM,FR001400J770,AF,"Euronext Paris, Amsterdam",EUR,14.93,2025-08-22,14.93,1297888.0,19192907.2175,AF,SMART,13.685,CLOSE_TICKER,,,,,13.685,2025-08-28T21:15:47.879075,OK,ISIN:FR001400J770->AF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AIR LIQUIDE,FR0000120073,AI,Euronext Paris,EUR,183.12,2025-08-22,183.12,447873.0,82025830.79,AI,SMART,178.06,CLOSE_TICKER,,,,,178.06,2025-08-28T21:15:49.009484,OK,ISIN:FR0000120073->AI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AIRBUS,NL0000235190,AIR,Euronext Paris,EUR,180.72,2025-08-22,180.72,568267.0,102727231.46,AIR,SMART,178.26,CLOSE_TICKER,,,,,178.26,2025-08-28T21:15:50.027181,OK,ISIN:NL0000235190->AIR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AKWEL,FR0000053027,AKW,Euronext Paris,EUR,8.2,2025-08-22,8.2,917.0,7498.4,AKW,SMART,8.1,CLOSE_TICKER,,,,,8.1,2025-08-28T21:15:51.157309,OK,ISIN:FR0000053027->AKW@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ALAN ALLMAN,FR0000062465,AAA,Euronext Paris,EUR,4.1,2025-08-22,4.1,402.0,1648.2,AAA,SMART,4.05,CLOSE_TICKER,,,,,4.05,2025-08-28T21:15:52.272596,OK,ISIN:FR0000062465->AAA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ALPES (COMPAGNIE),FR0000053324,CDA,Euronext Paris,EUR,23.35,2025-08-22,23.35,35354.0,821574.65,CDA,SMART,22.25,CLOSE_TICKER,,,,,22.25,2025-08-28T21:15:53.293231,OK,ISIN:FR0000053324->CDA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ALSTOM,FR0010220475,ALO,Euronext Paris,EUR,21.89,2025-08-22,21.89,675856.0,14765873.95,ALO,SMART,20.47,CLOSE_TICKER,,,,,20.47,2025-08-28T21:15:54.412050,OK,ISIN:FR0010220475->ALO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ALTAMIR,FR0000053837,LTA,Euronext Paris,EUR,28.8,2025-08-22,28.8,567.0,16329.6,LTA,SMART,28.9,CLOSE_TICKER,,,,,28.9,2025-08-28T21:15:55.525872,OK,ISIN:FR0000053837->LTA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ALTAREA,FR0000033219,ALTA,Euronext Paris,EUR,109.4,2025-08-22,109.4,5871.0,636582.8,ALTA,SMART,102.8,CLOSE_TICKER,,,,,102.8,2025-08-28T21:15:56.641399,OK,ISIN:FR0000033219->ALTA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ALTAREIT,FR0000039216,AREIT,Euronext Paris,EUR,555.0,2025-08-22,555,1.0,555.0,AREIT,SMART,555.0,CLOSE_TICKER,,,,,555.0,2025-08-28T21:15:57.660297,OK,ISIN:FR0000039216->AREIT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,69.4,2025-08-22,69.4,30263.0,2097037.475,ATE,SMART,66.8,CLOSE_TICKER,,,,,66.8,2025-08-28T21:15:58.776695,OK,ISIN:FR0000071946->ATE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,6.2,2025-08-22,6.2,2858.0,17719.6,AMPLI,SMART,6.2,CLOSE_TICKER,,,,,6.2,2025-08-28T21:15:59.893660,OK,ISIN:FR0012789667->AMPLI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AMUNDI,FR0004125920,AMUN,Euronext Paris,EUR,66.4,2025-08-22,66.4,73651.0,4831861.55,AMUN,SMART,63.75,CLOSE_TICKER,,,,,63.75,2025-08-28T21:16:01.020904,OK,ISIN:FR0004125920->AMUN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ANTIN INFRA PARTN,FR0014005AL0,ANTIN,Euronext Paris,EUR,11.72,2025-08-22,11.72,50220.0,575481.3,ANTIN,SMART,11.5,CLOSE_TICKER,,,,,11.5,2025-08-28T21:16:02.138787,OK,ISIN:FR0014005AL0->ANTIN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
APERAM,LU0569974404,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,26.48,2025-08-22,26.48,70076.0,1850172.4,APAM,SMART,26.0,CLOSE_TICKER,,,,,26.0,2025-08-28T21:16:03.255029,OK,ISIN:LU0569974404->APAM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARAMIS GROUP,FR0014003U94,ARAMI,Euronext Paris,EUR,5.56,2025-08-22,5.56,45640.0,251336.97,ARAMI,SMART,5.63,CLOSE_TICKER,,,,,5.63,2025-08-28T21:16:04.365373,OK,ISIN:FR0014003U94->ARAMI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARCELORMITTAL SA,LU1598757687,MT,"Euronext Amsterdam, Paris",EUR,29.16,2025-08-22,29.16,1051514.0,30512804.84,MT,SMART,28.37,CLOSE_TICKER,,,,,28.37,2025-08-28T21:16:05.482686,OK,ISIN:LU1598757687->MT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARGAN,FR0010481960,ARG,Euronext Paris,EUR,68.8,2025-08-22,68.8,17407.0,1190615.3,ARG,SMART,65.0,CLOSE_TICKER,,,,,65.0,2025-08-28T21:16:06.599252,OK,ISIN:FR0010481960->ARG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARKEMA,FR0010313833,AKE,Euronext Paris,EUR,64.2,2025-08-22,64.2,136251.0,8716341.05,AKE,SMART,61.4,CLOSE_TICKER,,,,,61.4,2025-08-28T21:16:07.619033,OK,ISIN:FR0010313833->AKE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARTEA,FR0012185536,ARTE,Euronext Paris,EUR,11.4,2025-08-22,11.4,144.0,1641.6,ARTE,SMART,11.2,CLOSE_TICKER,,,,,11.2,2025-08-28T21:16:08.735288,OK,ISIN:FR0012185536->ARTE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARTMARKET COM,FR0000074783,PRC,Euronext Paris,EUR,4.33,2025-08-22,4.33,4224.0,18279.52,PRC,SMART,4.14,CLOSE_TICKER,,,,,4.14,2025-08-28T21:16:09.853773,OK,ISIN:FR0000074783->PRC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARTOIS NOM.,FR0000076952,ARTO,Euronext Paris,EUR,9150.0,2025-08-22,9150,1.0,9150.0,ARTO,SMART,9150.0,CLOSE_TICKER,,,,,9150.0,2025-08-28T21:16:10.970742,OK,ISIN:FR0000076952->ARTO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARVERNE GROUP,FR001400JWR8,ARVEN,Euronext Paris,EUR,5.35,2025-08-22,5.35,1288.0,6883.25,ARVEN,SMART,5.1,CLOSE_TICKER,,,,,5.1,2025-08-28T21:16:12.079650,OK,ISIN:FR001400JWR8->ARVEN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ARVERNE WARRANT,FR0014003AC4,ARVBS,Euronext Paris,EUR,0.05,2025-08-22,0.05,133110.0,6655.5,ARVBS,SMART,0.05,CLOSE_TICKER,,,,,0.05,2025-08-28T21:16:13.207282,OK,ISIN:FR0014003AC4->ARVBS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,48.4,2025-08-22,48.4,4668.0,224962.9,ASY,SMART,46.1,CLOSE_TICKER,,,,,46.1,2025-08-28T21:16:14.320574,OK,ISIN:FR0000074148->ASY@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ATEME,FR0011992700,ATEME,Euronext Paris,EUR,6.32,2025-08-22,6.32,1409.0,8871.66,ATEME,SMART,5.98,CLOSE_TICKER,,,,,5.98,2025-08-28T21:16:15.450804,OK,ISIN:FR0011992700->ATEME@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ATLAND,FR0013455482,ATLD,Euronext Paris,EUR,44.9,2025-08-22,44.9,12.0,539.5,ATLD,SMART,44.3,CLOSE_TICKER,,,,,44.3,2025-08-28T21:16:16.470142,OK,ISIN:FR0013455482->ATLD@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ATOS,FR001400X2S4,ATO,Euronext Paris,EUR,43.96,2025-08-22,43.96,228338.0,9927874.7425,ATO,SMART,45.165,CLOSE_TICKER,,,,,45.165,2025-08-28T21:16:17.587977,OK,ISIN:FR001400X2S4->ATO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,48.1,2025-08-22,48.1,2541.0,122168.7,AUB,SMART,46.0,CLOSE_TICKER,,,,,46.0,2025-08-28T21:16:18.702392,OK,ISIN:FR0000063737->AUB@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AUGROS COSMETIC,FR0000061780,AUGR,Euronext Paris,EUR,6.0,2025-08-22,6,30.0,180.0,AUGR,SMART,5.55,CLOSE_TICKER,,,,,5.55,2025-08-28T21:16:19.817457,OK,ISIN:FR0000061780->AUGR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AUREA,FR0000039232,AURE,Euronext Paris,EUR,6.1,2025-08-22,6.1,726.0,4386.24,AURE,SMART,5.92,CLOSE_TICKER,,,,,5.92,2025-08-28T21:16:20.931252,OK,ISIN:FR0000039232->AURE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AVENIR TELECOM,FR001400CFI7,AVT,Euronext Paris,EUR,0.038,2025-08-22,0.038,23563.0,881.6342,AVT,SMART,0.036,CLOSE_TICKER,,,,,0.036,2025-08-28T21:16:21.954810,OK,ISIN:FR001400CFI7->AVT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AXA,FR0000120628,CS,Euronext Paris,EUR,42.59,2025-08-22,42.59,3068412.0,131149144.3,CS,SMART,39.92,CLOSE_TICKER,,,,,39.92,2025-08-28T21:16:22.972019,OK,ISIN:FR0000120628->CS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
AYVENS,FR0013258662,AYV,Euronext Paris,EUR,10.08,2025-08-22,10.08,444911.0,4461160.76,AYV,SMART,9.83,CLOSE_TICKER,,,,,9.83,2025-08-28T21:16:24.094569,OK,ISIN:FR0013258662->AYV@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BAINS MER MONACO,MC0000031187,BAIN,Euronext Paris,EUR,105.5,2025-08-22,105.5,196.0,20686.5,BAIN,SMART,105.5,CLOSE_TICKER,,,,,105.5,2025-08-28T21:16:25.211670,OK,ISIN:MC0000031187->BAIN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,0.388,2025-08-22,0.388,20182.0,7780.477,BALYO,SMART,0.388,CLOSE_TICKER,,,,,0.388,2025-08-28T21:16:26.325808,OK,ISIN:FR0013258399->BALYO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,3.82,2025-08-22,3.82,2.0,7.64,BUI,SMART,3.82,CLOSE_TICKER,,,,,3.82,2025-08-28T21:16:27.440937,OK,ISIN:FR0000062788->BUI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BASSAC,FR0004023208,BASS,Euronext Paris,EUR,58.4,2025-08-22,58.4,83.0,4835.6,BASS,SMART,57.8,CLOSE_TICKER,,,,,57.8,2025-08-28T21:16:28.547794,OK,ISIN:FR0004023208->BASS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,28.4,2025-08-22,28.4,5120.0,143746.55,BLC,SMART,26.4,CLOSE_TICKER,,,,,26.4,2025-08-28T21:16:29.667522,OK,ISIN:FR0000035370->BLC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,8.98,2025-08-22,8.98,168893.0,1513418.195,BEN,SMART,8.535,CLOSE_TICKER,,,,,8.535,2025-08-28T21:16:30.786692,OK,ISIN:FR0000035164->BEN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BIC,FR0000120966,BB,Euronext Paris,EUR,54.9,2025-08-22,54.9,44089.0,2420006.3,BB,SMART,53.8,CLOSE_TICKER,,,,,53.8,2025-08-28T21:16:31.908513,OK,ISIN:FR0000120966->BB@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,1.7,2025-08-22,1.7,145303.0,243204.484,BIG,SMART,1.46,CLOSE_TICKER,,,,,1.46,2025-08-28T21:16:32.940745,OK,ISIN:FR0000074072->BIG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,127.4,2025-08-22,127.4,67641.0,8606898.1,BIM,SMART,119.0,CLOSE_TICKER,,,,,119.0,2025-08-28T21:16:33.958765,OK,ISIN:FR0013280286->BIM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BIOSENIC,BE0974280126,BIOS,"Euronext Brussels, Paris",EUR,0.0026,2025-08-22,0.0026,4782913.0,12758.8843,BIOS,SMART,0.0028,CLOSE_TICKER,,,,,0.0028,2025-08-28T21:16:35.123319,OK,ISIN:BE0974280126->BIOS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,109.0,2025-08-22,109,20.0,2180.0,BLEE,SMART,109.0,CLOSE_TICKER,,,,,109.0,2025-08-28T21:16:36.244328,OK,ISIN:FR0000062150->BLEE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,83.38,2025-08-22,83.38,1233531.0,102736637.565,BNP,SMART,76.53,CLOSE_TICKER,,,,,76.53,2025-08-28T21:16:37.362006,OK,ISIN:FR0000131104->BNP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,22.6,2025-08-22,22.6,9591.0,215240.05,BOI,SMART,21.15,CLOSE_TICKER,,,,,21.15,2025-08-28T21:16:38.473545,OK,ISIN:FR0000061129->BOI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,5.1,2025-08-22,5.1,288052.0,1468158.13,BOL,SMART,5.025,CLOSE_TICKER,,,,,5.025,2025-08-28T21:16:39.583601,OK,ISIN:FR0000039299->BOL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,8.29,2025-08-22,8.29,13590.0,112490.43,BON,SMART,8.09,CLOSE_TICKER,,,,,8.09,2025-08-28T21:16:40.707925,OK,ISIN:FR0000063935->BON@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,4.31,2025-08-22,4.31,3816.0,16391.31,BSD,SMART,4.27,CLOSE_TICKER,,,,,4.27,2025-08-28T21:16:41.722008,OK,ISIN:FR0000074254->BSD@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,38.71,2025-08-22,38.71,291479.0,11279767.785,EN,SMART,36.68,CLOSE_TICKER,,,,,36.68,2025-08-28T21:16:42.839821,OK,ISIN:FR0000120503->EN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,27.22,2025-08-22,27.22,451316.0,12254388.54,BVI,SMART,26.06,CLOSE_TICKER,,,,,26.06,2025-08-28T21:16:43.956088,OK,ISIN:FR0006174348->BVI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,404.0,2025-08-22,404,132.0,53081.0,BUR1,SMART,380.0,CLOSE_TICKER,,,,,380.0,2025-08-28T21:16:45.062507,OK,ISIN:FR0000061137->BUR1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,118.82,2025-08-22,118.82,936.0,109434.56,CAT31,SMART,118.98,CLOSE_TICKER,,,,,118.98,2025-08-28T21:16:46.177969,OK,ISIN:FR0000045544->CAT31@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CAMBODGE NOM.,FR001400SUB7,CBDG,Euronext Paris,EUR,98.0,2025-08-22,98,75.0,7350.0,CBDG,SMART,98.5,CLOSE_TICKER,,,,,98.5,2025-08-28T21:16:47.289218,OK,ISIN:FR001400SUB7->CBDG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,126.6,2025-08-22,126.6,327189.0,41325470.175,CAP,SMART,124.05,CLOSE_TICKER,,,,,124.05,2025-08-28T21:16:48.398988,OK,ISIN:FR0000125338->CAP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,17.96,2025-08-22,17.96,86961.0,1558376.82,CARM,SMART,17.24,CLOSE_TICKER,,,,,17.24,2025-08-28T21:16:49.512337,OK,ISIN:FR0010828137->CARM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,13.065,2025-08-22,13.065,1137145.0,14872924.8075,CA,SMART,12.36,CLOSE_TICKER,,,,,12.36,2025-08-28T21:16:50.627988,OK,ISIN:FR0000120172->CA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CASINO BSA1,FR001400OJ72,COBS1,Euronext Paris,EUR,0.0155,2025-08-22,-,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CASINO BSA3,FR001400OJ98,COBS3,Euronext Paris,EUR,0.0005,2025-08-22,0.0005,5424.0,2.71,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CASINO GUICHARD,FR001400OKR3,CO,Euronext Paris,EUR,0.5925,2025-08-22,0.5925,514339.0,303499.188,CO,SMART,0.614,CLOSE_TICKER,,,,,0.614,2025-08-28T21:16:53.570077,OK,ISIN:FR001400OKR3->CO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.7,2025-08-22,3.7,3683.0,13661.21,CBOT,SMART,3.62,CLOSE_TICKER,,,,,3.62,2025-08-28T21:16:54.687592,OK,ISIN:FR0010193979->CBOT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CEGEDIM,FR0000053506,CGM,Euronext Paris,EUR,10.8,2025-08-22,10.8,10632.0,115131.45,CGM,SMART,10.65,CLOSE_TICKER,,,,,10.65,2025-08-28T21:16:55.802767,OK,ISIN:FR0000053506->CGM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CELYAD ONCOLOGY,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,0.399,2025-08-22,0.399,27846.0,10932.914,CYAD,SMART,0.33,CLOSE_TICKER,,,,,0.33,2025-08-28T21:16:56.982153,OK,ISIN:BE0974260896->CYAD@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CFI,FR0000037475,CFI,Euronext Paris,EUR,1.76,2025-08-22,1.76,379.0,667.04,CFI,SMART,1.76,CLOSE_TICKER,,,,,1.76,2025-08-28T21:16:58.161653,OK,ISIN:FR0000037475->CFI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CHAUSSERIA,FR0000060907,CHSR,Euronext Paris,EUR,7.0,2025-08-22,7,2.0,14.0,CHSR1,SMART,7.0,CLOSE_TICKER,,,,,7.0,2025-08-28T21:16:59.273863,OK,ISIN:FR0000060907->CHSR1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CHRISTIAN DIOR,FR0000130403,CDI,Euronext Paris,EUR,473.0,2025-08-22,473,1444.0,680896.2,CDI,SMART,482.0,CLOSE_TICKER,,,,,482.0,2025-08-28T21:17:00.399930,OK,ISIN:FR0000130403->CDI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CIECHARGEURSINVEST,FR0000130692,CRI,Euronext Paris,EUR,11.18,2025-08-22,11.18,1074.0,12021.86,CRI,SMART,10.7,CLOSE_TICKER,,,,,10.7,2025-08-28T21:17:01.414737,OK,ISIN:FR0000130692->CRI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CLARANOVA,FR0013426004,CLA,Euronext Paris,EUR,1.874,2025-08-22,1.874,79418.0,148433.896,CLA,SMART,1.782,CLOSE_TICKER,,,,,1.782,2025-08-28T21:17:02.529481,OK,ISIN:FR0013426004->CLA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CLARIANE,FR0010386334,CLARI,Euronext Paris,EUR,4.852,2025-08-22,4.852,510837.0,2452303.561,CLARI,SMART,4.406,CLOSE_TICKER,,,,,4.406,2025-08-28T21:17:03.659868,OK,ISIN:FR0010386334->CLARI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
