name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_spread_pct,ibkr_liquidite,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
ADOCIA,FR0011184241,ADOC,Euronext Paris,EUR,7.97,2025-09-04,7.97,272271.0,2172438.15,ADOC,SMART,8.19,CLOSE_TICKER,,,,,8.19,0.6277463904582526,TRES_FAIBLE,2025-09-04T18:43:55.769244,OK,ISIN:FR0011184241->ADOC@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ADP,FR0010340141,ADP,Euronext Paris,EUR,113.0,2025-09-04,113,67023.0,7518147.6,ADP,SMART,110.8,CLOSE_TICKER,,,,,110.8,0.53144375553588,TRES_FAIBLE,2025-09-04T18:43:57.036777,OK,ISIN:FR0010340141->ADP@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ADYEN,NL0012969182,ADYEN,Euronext Amsterdam,EUR,1377.8,2025-09-04,1377.8,64842.0,89560282.6,ADYEN,SMART,1394.4,CLOSE_TICKER,,,,,1394.4,0.15814822802099385,TRES_FAIBLE,2025-09-04T18:43:58.310975,OK,ISIN:NL0012969182->ADYEN@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AEDIFICA,BE0003851681,AED,"Euronext Brussels, Amsterdam",EUR,63.1,2025-09-04,63.1,63266.0,3999221.95,AED,SMART,63.6,CLOSE_TICKER,,,,,63.6,0.3963535473642489,TRES_FAIBLE,2025-09-04T18:43:59.472374,OK,ISIN:BE0003851681->AED@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AEGON,BMG0112X1056,AGN,Euronext Amsterdam,EUR,6.506,2025-09-04,6.506,6180709.0,40239843.43,AGN,SMART,6.544,CLOSE_TICKER,,,,,6.544,0.6464522087117103,TRES_FAIBLE,2025-09-04T18:44:00.736765,OK,ISIN:BMG0112X1056->AGN@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AELIS FARMA,FR0014007ZB4,AELIS,Euronext Paris,EUR,1.07,2025-09-04,1.07,31882.0,34207.315,AELIS,SMART,1.075,CLOSE_TICKER,,,,,1.075,16.19092185306505,TRES_FAIBLE,2025-09-04T18:44:01.873758,OK,ISIN:FR0014007ZB4->AELIS@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AERKOMM INC,US00774B2088,AKOM,Euronext Paris,EUR,2.8,2025-09-04,2.8,8.0,22.4,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AFFLUENT MED BSAR,FR001400FL38,AFMBS,Euronext Paris,EUR,0.0005,2025-09-04,0.0005,18.0,0.01,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AFFLUENT MEDICAL,FR0013333077,AFME,Euronext Paris,EUR,1.45,2025-09-04,1.45,4647.0,6638.57,AFME,SMART,1.47,CLOSE_TICKER,,,,,1.47,4.475043029259908,TRES_FAIBLE,2025-09-04T18:44:04.599919,OK,ISIN:FR0013333077->AFME@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AGEAS,BE0974264930,AGS,Euronext Brussels,EUR,58.7,2025-09-04,58.7,269632.0,15839597.8,AGS,SMART,58.55,CLOSE_TICKER,,,,,58.55,0.4253509145044662,TRES_FAIBLE,2025-09-04T18:44:05.808885,OK,ISIN:BE0974264930->AGS@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AGFA-GEVAERT,BE0003755692,AGFB,Euronext Brussels,EUR,1.016,2025-09-04,1.016,69593.0,69990.287,AGFB,SMART,1.002,CLOSE_TICKER,,,,,1.002,,TRES_FAIBLE,2025-09-04T18:44:07.075842,OK,ISIN:BE0003755692->AGFB@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
Agility Capital H,VGG885761301,AGIL,Euronext Amsterdam,USD,3.0,2025-09-04,3,750.0,2250.0,AGIL,,,NO_DATA,,,,,,,,,NO_PRICE_DATA,NAME:Agility Capital H->AGIL@,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AHOLD DEL,NL0011794037,AD,"Euronext Amsterdam, Brussels",EUR,34.55,2025-09-04,34.55,1693096.0,58505198.49,AD,SMART,34.21,CLOSE_TICKER,,,,,34.21,0.057903879559919,TRES_FAIBLE,2025-09-04T18:44:09.697384,OK,ISIN:NL0011794037->AD@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AIR FRANCE -KLM,FR001400J770,AF,"Euronext Paris, Amsterdam",EUR,12.92,2025-09-04,12.92,873251.0,11238034.4875,AF,SMART,12.785,CLOSE_TICKER,,,,,12.785,0.387146728610135,TRES_FAIBLE,2025-09-04T18:44:10.998297,OK,ISIN:FR001400J770->AF@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AIR LIQUIDE,FR0000120073,AI,Euronext Paris,EUR,176.2,2025-09-04,176.2,346948.0,61129438.34,AI,SMART,175.74,CLOSE_TICKER,,,,,175.74,0.05676979846721222,TRES_FAIBLE,2025-09-04T18:44:12.204271,OK,ISIN:FR0000120073->AI@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AIRBUS,NL0000235190,AIR,Euronext Paris,EUR,186.86,2025-09-04,186.86,842386.0,156550853.26,AIR,SMART,184.7,CLOSE_TICKER,,,,,184.7,,TRES_FAIBLE,2025-09-04T18:44:13.396421,OK,ISIN:NL0000235190->AIR@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AJAX,NL0000018034,AJAX,Euronext Amsterdam,EUR,9.56,2025-09-04,9.56,339.0,3234.36,AJAX,SMART,9.58,CLOSE_TICKER,,,,,9.58,1.0449320794148342,TRES_FAIBLE,2025-09-04T18:44:14.578304,OK,ISIN:NL0000018034->AJAX@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AKWEL,FR0000053027,AKW,Euronext Paris,EUR,7.88,2025-09-04,7.88,4813.0,37937.22,AKW,SMART,7.88,CLOSE_TICKER,,,,,7.88,6.56565656565656,TRES_FAIBLE,2025-09-04T18:44:15.806259,OK,ISIN:FR0000053027->AKW@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AKZO NOBEL,NL0013267909,AKZA,Euronext Amsterdam,EUR,59.1,2025-09-04,59.1,251174.0,14856342.35,AKZA,SMART,59.0,CLOSE_TICKER,,,,,59.0,0.033858134416786895,TRES_FAIBLE,2025-09-04T18:44:17.011555,OK,ISIN:NL0013267909->AKZA@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALAN ALLMAN,FR0000062465,AAA,Euronext Paris,EUR,3.76,2025-09-04,3.76,1.0,3.76,AAA,SMART,3.76,CLOSE_TICKER,,,,,3.76,,TRES_FAIBLE,2025-09-04T18:44:18.281487,OK,ISIN:FR0000062465->AAA@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALFEN,NL0012817175,ALFEN,Euronext Amsterdam,EUR,9.422,2025-09-04,9.422,109564.0,1037297.532,ALFEN,SMART,9.45,CLOSE_TICKER,,,,,9.45,0.2548853016142832,TRES_FAIBLE,2025-09-04T18:44:19.543517,OK,ISIN:NL0012817175->ALFEN@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALLFUNDS GROUP,GB00BNTJ3546,ALLFG,Euronext Amsterdam,EUR,5.98,2025-09-04,5.98,743716.0,4445594.655,ALLFG,SMART,5.905,CLOSE_TICKER,,,,,5.905,,TRES_FAIBLE,2025-09-04T18:44:20.787577,OK,ISIN:GB00BNTJ3546->ALLFG@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALMUNDA PRO NV,NL0010696704,AMUND,Euronext Amsterdam,EUR,1.13,2025-09-04,1.13,2012.0,2273.56,AMUND,SMART,1.13,CLOSE_TICKER,,,,,1.13,,TRES_FAIBLE,2025-09-04T18:44:22.071532,OK,ISIN:NL0010696704->AMUND@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALPES (COMPAGNIE),FR0000053324,CDA,Euronext Paris,EUR,20.8,2025-09-04,20.8,43740.0,908513.85,CDA,SMART,20.5,CLOSE_TICKER,,,,,20.5,0.9615384615384583,TRES_FAIBLE,2025-09-04T18:44:23.287401,OK,ISIN:FR0000053324->CDA@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALSTOM,FR0010220475,ALO,Euronext Paris,EUR,19.95,2025-09-04,19.95,801424.0,15710478.515,ALO,SMART,19.465,CLOSE_TICKER,,,,,19.465,,TRES_FAIBLE,2025-09-04T18:44:24.536251,OK,ISIN:FR0010220475->ALO@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALTAMIR,FR0000053837,LTA,Euronext Paris,EUR,28.7,2025-09-04,28.7,24878.0,715450.6,LTA,SMART,28.7,CLOSE_TICKER,,,,,28.7,,TRES_FAIBLE,2025-09-04T18:44:25.844332,OK,ISIN:FR0000053837->LTA@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALTAREA,FR0000033219,ALTA,Euronext Paris,EUR,97.5,2025-09-04,97.5,8261.0,808682.0,ALTA,SMART,97.5,CLOSE_TICKER,,,,,97.5,4.803270311701588,TRES_FAIBLE,2025-09-04T18:44:27.038109,OK,ISIN:FR0000033219->ALTA@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALTAREIT,FR0000039216,AREIT,Euronext Paris,EUR,520.0,2025-09-04,520,11.0,5770.0,AREIT,SMART,545.0,CLOSE_TICKER,,,,,545.0,,TRES_FAIBLE,2025-09-04T18:44:28.316937,OK,ISIN:FR0000039216->AREIT@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,63.7,2025-09-04,63.7,54568.0,3475281.45,ATE,SMART,63.45,CLOSE_TICKER,,,,,63.45,,TRES_FAIBLE,2025-09-04T18:44:29.580307,OK,ISIN:FR0000071946->ATE@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ALUMEXX N.V.,NL0012194724,ALX,Euronext Amsterdam,EUR,1.4,2025-09-04,1.4,1468.0,2100.6,ALX,SMART,1.45,CLOSE_TICKER,,,,,1.45,,TRES_FAIBLE,2025-09-04T18:44:30.820009,OK,ISIN:NL0012194724->ALX@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AMG,NL0000888691,AMG,Euronext Amsterdam,EUR,26.7,2025-09-04,26.7,311217.0,8293663.71,AMG,SMART,27.54,CLOSE_TICKER,,,,,27.54,,TRES_FAIBLE,2025-09-04T18:44:31.979377,OK,ISIN:NL0000888691->AMG@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,6.25,2025-09-04,6.25,148.0,920.0,AMPLI,SMART,6.2,CLOSE_TICKER,,,,,6.2,,TRES_FAIBLE,2025-09-04T18:44:33.262577,OK,ISIN:FR0012789667->AMPLI@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AMUNDI,FR0004125920,AMUN,Euronext Paris,EUR,62.8,2025-09-04,62.8,132194.0,8295195.85,AMUN,SMART,62.2,CLOSE_TICKER,,,,,62.2,0.3982477100756671,TRES_FAIBLE,2025-09-04T18:44:34.528605,OK,ISIN:FR0004125920->AMUN@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ANTIN INFRA PARTN,FR0014005AL0,ANTIN,Euronext Paris,EUR,11.16,2025-09-04,11.16,12511.0,139837.98,ANTIN,SMART,11.28,CLOSE_TICKER,,,,,11.28,0.1793721973094132,TRES_FAIBLE,2025-09-04T18:44:35.799816,OK,ISIN:FR0014005AL0->ANTIN@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
APERAM,LU0569974404,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,26.54,2025-09-04,26.54,163779.0,4326089.43,APAM,SMART,26.06,CLOSE_TICKER,,,,,26.06,,TRES_FAIBLE,2025-09-04T18:44:37.008214,OK,ISIN:LU0569974404->APAM@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARAMIS GROUP,FR0014003U94,ARAMI,Euronext Paris,EUR,5.4,2025-09-04,5.4,35553.0,193856.03,ARAMI,SMART,5.45,CLOSE_TICKER,,,,,5.45,,TRES_FAIBLE,2025-09-04T18:44:38.211330,OK,ISIN:FR0014003U94->ARAMI@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARCADIS,NL0006237562,ARCAD,Euronext Amsterdam,EUR,39.52,2025-09-04,39.52,84834.0,3350425.33,ARCAD,SMART,39.12,CLOSE_TICKER,,,,,39.12,0.40506329113923184,TRES_FAIBLE,2025-09-04T18:44:39.421886,OK,ISIN:NL0006237562->ARCAD@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARCELORMITTAL SA,LU1598757687,MT,"Euronext Amsterdam, Paris",EUR,28.35,2025-09-04,28.35,1361405.0,38396275.97,MT,SMART,27.89,CLOSE_TICKER,,,,,27.89,0.42328042328042675,TRES_FAIBLE,2025-09-04T18:44:40.690851,OK,ISIN:LU1598757687->MT@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARGAN,FR0010481960,ARG,Euronext Paris,EUR,63.0,2025-09-04,63,22662.0,1430397.7,ARG,SMART,63.5,CLOSE_TICKER,,,,,63.5,,TRES_FAIBLE,2025-09-04T18:44:41.886542,OK,ISIN:FR0010481960->ARG@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARGENX SE,NL0010832176,ARGX,Euronext Brussels,EUR,631.4,2025-09-04,631.4,140014.0,88245595.8,ARGX,SMART,610.4,CLOSE_TICKER,,,,,610.4,0.34915092842406686,TRES_FAIBLE,2025-09-04T18:44:43.155922,OK,ISIN:NL0010832176->ARGX@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARKEMA,FR0010313833,AKE,Euronext Paris,EUR,57.3,2025-09-04,57.3,247290.0,14208765.025,AKE,SMART,58.75,CLOSE_TICKER,,,,,58.75,0.5240174672489033,TRES_FAIBLE,2025-09-04T18:44:44.426972,OK,ISIN:FR0010313833->AKE@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARTEA,FR0012185536,ARTE,Euronext Paris,EUR,11.2,2025-09-04,11.2,13.0,145.5,ARTE,SMART,11.1,CLOSE_TICKER,,,,,11.1,,TRES_FAIBLE,2025-09-04T18:44:45.704007,OK,ISIN:FR0012185536->ARTE@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARTMARKET COM,FR0000074783,PRC,Euronext Paris,EUR,4.25,2025-09-04,4.25,4645.0,18751.89,PRC,SMART,4.08,CLOSE_TICKER,,,,,4.08,16.216216216216207,TRES_FAIBLE,2025-09-04T18:44:46.912099,OK,ISIN:FR0000074783->PRC@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARTOIS NOM.,FR0000076952,ARTO,Euronext Paris,EUR,9000.0,2025-09-04,9000,3.0,27000.0,ARTO,SMART,9000.0,CLOSE_TICKER,,,,,9000.0,,TRES_FAIBLE,2025-09-04T18:44:48.072575,OK,ISIN:FR0000076952->ARTO@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARVERNE GROUP,FR001400JWR8,ARVEN,Euronext Paris,EUR,4.86,2025-09-04,4.86,788.0,3849.82,ARVEN,SMART,4.96,CLOSE_TICKER,,,,,4.96,,TRES_FAIBLE,2025-09-04T18:44:49.298404,OK,ISIN:FR001400JWR8->ARVEN@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ARVERNE WARRANT,FR0014003AC4,ARVBS,Euronext Paris,EUR,0.05,2025-09-04,0.05,31000.0,1550.0,ARVBS,SMART,0.05,CLOSE_TICKER,,,,,0.05,,TRES_FAIBLE,2025-09-04T18:44:50.483514,OK,ISIN:FR0014003AC4->ARVBS@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ASCENCIO,BE0003856730,ASCE,Euronext Brussels,EUR,49.95,2025-09-04,49.95,20629.0,1031963.65,ASCE,SMART,50.0,CLOSE_TICKER,,,,,50.0,,TRES_FAIBLE,2025-09-04T18:44:51.675941,OK,ISIN:BE0003856730->ASCE@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ASM INTERNATIONAL,NL0000334118,ASM,Euronext Amsterdam,EUR,408.3,2025-09-04,408.3,105749.0,43034014.0,ASM,SMART,401.7,CLOSE_TICKER,,,,,401.7,,TRES_FAIBLE,2025-09-04T18:44:52.929660,OK,ISIN:NL0000334118->ASM@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ASML HOLDING,NL0010273215,ASML,Euronext Amsterdam,EUR,647.6,2025-09-04,647.6,570773.0,366351167.35,ASML,SMART,625.3,CLOSE_TICKER,,,,,625.3,0.21772939346813236,TRES_FAIBLE,2025-09-04T18:44:54.197541,OK,ISIN:NL0010273215->ASML@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ASR NEDERLAND,NL0011872643,ASRNL,Euronext Amsterdam,EUR,58.38,2025-09-04,58.38,488581.0,28523315.92,ASRNL,SMART,58.7,CLOSE_TICKER,,,,,58.7,,TRES_FAIBLE,2025-09-04T18:44:55.414708,OK,ISIN:NL0011872643->ASRNL@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,44.65,2025-09-04,44.65,6106.0,272162.3,ASY,SMART,43.9,CLOSE_TICKER,,,,,43.9,,TRES_FAIBLE,2025-09-04T18:44:56.665632,OK,ISIN:FR0000074148->ASY@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ATEME,FR0011992700,ATEME,Euronext Paris,EUR,6.0,2025-09-04,6,1245.0,7538.66,ATEME,SMART,6.0,CLOSE_TICKER,,,,,6.0,3.9867109634551388,TRES_FAIBLE,2025-09-04T18:44:57.884563,OK,ISIN:FR0011992700->ATEME@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ATENOR,BE0003837540,ATEB,Euronext Brussels,EUR,3.26,2025-09-04,3.26,1605.0,5269.35,ATEB,SMART,3.25,CLOSE_TICKER,,,,,3.25,,TRES_FAIBLE,2025-09-04T18:44:59.110076,OK,ISIN:BE0003837540->ATEB@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ATLAND,FR0013455482,ATLD,Euronext Paris,EUR,44.2,2025-09-04,44.2,7.0,309.3,ATLD,SMART,44.2,CLOSE_TICKER,,,,,44.2,,TRES_FAIBLE,2025-09-04T18:45:00.415550,OK,ISIN:FR0013455482->ATLD@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
ATOS,FR001400X2S4,ATO,Euronext Paris,EUR,39.655,2025-09-04,39.655,378752.0,14828300.0525,ATO,SMART,37.6,CLOSE_TICKER,,,,,37.6,,TRES_FAIBLE,2025-09-04T18:45:01.674865,OK,ISIN:FR001400X2S4->ATO@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,43.05,2025-09-04,43.05,7388.0,316527.375,AUB,SMART,43.05,CLOSE_TICKER,,,,,43.05,2.215743440233243,TRES_FAIBLE,2025-09-04T18:45:02.797667,OK,ISIN:FR0000063737->AUB@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AUGROS COSMETIC,FR0000061780,AUGR,Euronext Paris,EUR,5.55,2025-09-04,5.55,119.0,660.45,AUGR,SMART,5.55,CLOSE_TICKER,,,,,5.55,,TRES_FAIBLE,2025-09-04T18:45:04.021145,OK,ISIN:FR0000061780->AUGR@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AUREA,FR0000039232,AURE,Euronext Paris,EUR,5.74,2025-09-04,5.74,51.0,292.74,AURE,SMART,5.72,CLOSE_TICKER,,,,,5.72,5.1813471502590795,TRES_FAIBLE,2025-09-04T18:45:05.229027,OK,ISIN:FR0000039232->AURE@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
AVANTIUM,NL0015002IE0,AVTX,"Euronext Amsterdam, Brussels",EUR,13.072,2025-09-04,13.072,321637.0,4194167.566,AVTX,SMART,13.954,CLOSE_TICKER,,,,,13.954,0.45899632802937956,TRES_FAIBLE,2025-09-04T18:45:06.492742,OK,ISIN:NL0015002IE0->AVTX@SMART,"POST_MARKET (fermeture à 17h30, il est 18:43)"
