name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_price,ibkr_status,ibkr_method,ibkr_liquidite,ibkr_spread_pct,ibkr_volume,ibkr_bid,ibkr_ask,ibkr_last,ibkr_close
ADC SIIC,BE0974269012,ALDV,Euronext Paris,EUR,0.088,2025-09-10,0.088,350.0,30.8,0.088,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ADOCIA,FR0011184241,ADOC,Euronext Paris,EUR,7.94,2025-09-10,7.94,146113.0,1165007.34,7.94,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ADP,FR0010340141,ADP,Euronext Paris,EUR,112.6,2025-09-10,112.6,52604.0,5917136.9,112.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ADYEN,NL0012969182,ADYEN,Euronext Amsterdam,EUR,1365.8,2025-09-10,1365.8,53105.0,73107628.2,1365.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AEDIFICA,BE0003851681,AED,"Euronext Brussels, Amsterdam",EUR,62.25,2025-09-10,62.25,75279.0,4690045.6,62.26,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AEGON,BMG0112X1056,AGN,Euronext Amsterdam,EUR,6.552,2025-09-10,6.552,6351223.0,41668051.306,6.552,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AELIS FARMA,FR0014007ZB4,AELIS,Euronext Paris,EUR,1.2,2025-09-10,1.2,70264.0,85293.005,1.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AERKOMM INC,US00774B2088,AKOM,Euronext Paris,EUR,2.8,2025-09-10,2.8,8.0,22.4,,NO_HIST_DATA,CACHE,,,,,,,
AFFLUENT MED BSAR,FR001400FL38,AFMBS,Euronext Paris,EUR,0.0005,2025-09-10,0.0005,18.0,0.01,1.63,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AFFLUENT MEDICAL,FR0013333077,AFME,Euronext Paris,EUR,1.63,2025-09-10,1.63,16913.0,27945.12,1.63,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AGEAS,BE0974264930,AGS,Euronext Brussels,EUR,58.95,2025-09-10,58.95,208807.0,12315429.95,58.96,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AGFA-GEVAERT,BE0003755692,AGFB,Euronext Brussels,EUR,0.91,2025-09-10,0.91,318239.0,290223.728,0.91,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
Agility Capital H,VGG885761301,AGIL,Euronext Amsterdam,USD,3.0,2025-09-10,3.0,160.0,480.0,3.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AHOLD DEL,NL0011794037,AD,"Euronext Amsterdam, Brussels",EUR,34.28,2025-09-10,34.28,1418594.0,48731904.235,34.28,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AIR FRANCE -KLM,FR001400J770,AF,"Euronext Paris, Amsterdam",EUR,12.99,2025-09-10,12.99,984773.0,12837689.515,12.99,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AIR LIQUIDE,FR0000120073,AI,Euronext Paris,EUR,174.48,2025-09-10,174.48,586751.0,102573968.34,174.48,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AIRBUS,NL0000235190,AIR,Euronext Paris,EUR,188.56,2025-09-10,188.56,982728.0,185821099.17,188.56,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AJAX,NL0000018034,AJAX,Euronext Amsterdam,EUR,9.78,2025-09-10,9.78,3317.0,31981.36,9.78,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AKWEL,FR0000053027,AKW,Euronext Paris,EUR,8.06,2025-09-10,8.06,5667.0,45121.64,8.06,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AKZO NOBEL,NL0013267909,AKZA,Euronext Amsterdam,EUR,60.84,2025-09-10,60.84,382020.0,23263005.38,60.84,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALAN ALLMAN,FR0000062465,AAA,Euronext Paris,EUR,3.55,2025-09-10,3.55,72.0,261.12,3.55,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALFEN,NL0012817175,ALFEN,Euronext Amsterdam,EUR,9.318,2025-09-10,9.318,225526.0,2106883.21,9.318,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALLFUNDS GROUP,GB00BNTJ3546,ALLFG,Euronext Amsterdam,EUR,5.81,2025-09-10,5.81,583378.0,3393289.83,5.81,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALMUNDA PRO NV,NL0010696704,AMUND,Euronext Amsterdam,EUR,1.1,2025-09-10,1.1,5664.0,6258.03,1.1,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALPES (COMPAGNIE),FR0000053324,CDA,Euronext Paris,EUR,21.0,2025-09-10,21.0,64133.0,1347289.25,21.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALSTOM,FR0010220475,ALO,Euronext Paris,EUR,21.06,2025-09-10,21.06,2302152.0,48022863.45,21.06,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALTAMIR,FR0000053837,LTA,Euronext Paris,EUR,28.6,2025-09-10,28.6,974.0,27860.0,28.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALTAREA,FR0000033219,ALTA,Euronext Paris,EUR,99.5,2025-09-10,99.5,10383.0,1038779.6,99.5,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALTAREIT,FR0000039216,AREIT,Euronext Paris,EUR,525.0,2025-09-10,525.0,1.0,525.0,526.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,65.4,2025-09-10,65.4,30643.0,2002330.6,65.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALUMEXX N.V.,NL0012194724,ALX,Euronext Amsterdam,EUR,1.44,2025-09-10,1.44,243.0,344.63,1.44,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AMG,NL0000888691,AMG,Euronext Amsterdam,EUR,26.9,2025-09-10,26.9,393543.0,10525550.02,26.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,6.2,2025-09-10,6.2,5104.0,31644.8,6.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AMUNDI,FR0004125920,AMUN,Euronext Paris,EUR,63.65,2025-09-10,63.65,161928.0,10318601.725,63.66,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ANTIN INFRA PARTN,FR0014005AL0,ANTIN,Euronext Paris,EUR,10.74,2025-09-10,10.74,54075.0,590280.8,10.74,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
APERAM,LU0569974404,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,26.82,2025-09-10,26.82,95186.0,2551229.85,26.82,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARAMIS GROUP,FR0014003U94,ARAMI,Euronext Paris,EUR,5.52,2025-09-10,5.52,15735.0,86900.99,5.52,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARCADIS,NL0006237562,ARCAD,Euronext Amsterdam,EUR,40.88,2025-09-10,40.88,124895.0,5109786.0,40.88,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARCELORMITTAL SA,LU1598757687,MT,"Euronext Amsterdam, Paris",EUR,29.54,2025-09-10,29.54,2239614.0,65952260.415,29.54,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARGAN,FR0010481960,ARG,Euronext Paris,EUR,62.2,2025-09-10,62.2,32886.0,2055605.6,62.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARGENX SE,NL0010832176,ARGX,Euronext Brussels,EUR,655.8,2025-09-10,655.8,79027.0,51992604.4,655.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARKEMA,FR0010313833,AKE,Euronext Paris,EUR,58.05,2025-09-10,58.05,235876.0,13709321.75,58.06,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARTEA,FR0012185536,ARTE,Euronext Paris,EUR,10.9,2025-09-10,10.9,1.0,10.9,10.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARTMARKET COM,FR0000074783,PRC,Euronext Paris,EUR,4.12,2025-09-10,4.12,1562.0,6357.14,4.12,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARTOIS NOM.,FR0000076952,ARTO,Euronext Paris,EUR,9000.0,2025-09-10,9000.0,3.0,27000.0,,NO_HIST_DATA,CACHE,,,,,,,
ARVERNE GROUP,FR001400JWR8,ARVEN,Euronext Paris,EUR,5.05,2025-09-10,5.05,762.0,3860.65,5.04,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARVERNE WARRANT,FR0014003AC4,ARVBS,Euronext Paris,EUR,0.05,2025-09-10,0.05,31000.0,1550.0,0.05,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASCENCIO,BE0003856730,ASCE,Euronext Brussels,EUR,49.9,2025-09-10,49.9,13412.0,670259.55,49.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASM INTERNATIONAL,NL0000334118,ASM,Euronext Amsterdam,EUR,424.1,2025-09-10,424.1,114032.0,48511072.9,424.1,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASML HOLDING,NL0010273215,ASML,Euronext Amsterdam,EUR,680.2,2025-09-10,680.2,548022.0,375057503.85,680.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASR NEDERLAND,NL0011872643,ASRNL,Euronext Amsterdam,EUR,57.7,2025-09-10,57.7,451392.0,26073602.1,57.7,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,44.85,2025-09-10,44.85,3876.0,173713.0,44.86,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATEME,FR0011992700,ATEME,Euronext Paris,EUR,5.86,2025-09-10,5.86,5701.0,33462.06,5.86,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATENOR,BE0003837540,ATEB,Euronext Brussels,EUR,3.02,2025-09-10,3.02,8374.0,25597.53,3.02,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATLAND,FR0013455482,ATLD,Euronext Paris,EUR,44.4,2025-09-10,44.4,403.0,17896.9,44.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATOS,FR001400X2S4,ATO,Euronext Paris,EUR,45.635,2025-09-10,45.635,360287.0,16992743.475,45.634,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,43.6,2025-09-10,43.6,5654.0,249229.65,43.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUGROS COSMETIC,FR0000061780,AUGR,Euronext Paris,EUR,5.6,2025-09-10,5.6,52.0,291.0,5.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUREA,FR0000039232,AURE,Euronext Paris,EUR,5.82,2025-09-10,5.82,175.0,1014.06,5.82,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVANTIUM,NL0015002IE0,AVTX,"Euronext Amsterdam, Brussels",EUR,9.214,2025-09-10,9.214,288925.0,2628567.3695,9.214,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVANTIUM(SUB),NL0015002ND2,AVTRI,"Euronext Amsterdam, Brussels",EUR,1.94,2025-09-10,1.94,521680.0,936398.7147,1.94,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVENIR TELECOM,FR001400CFI7,AVT,Euronext Paris,EUR,0.0354,2025-09-10,0.0354,85032.0,3030.1942,0.0354,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AXA,FR0000120628,CS,Euronext Paris,EUR,39.97,2025-09-10,39.97,3312432.0,132431792.32,39.97,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AYVENS,FR0013258662,AYV,Euronext Paris,EUR,9.51,2025-09-10,9.51,269240.0,2557721.805,9.51,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZELIS GROUP,BE0974400328,AZE,Euronext Brussels,EUR,11.93,2025-09-10,11.93,534457.0,6419798.02,11.93,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZERION,NL00150006Z9,AZRN,Euronext Amsterdam,EUR,1.375,2025-09-10,1.375,6098.0,8225.15,1.376,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZERION WARRANTS,NL00150007A0,AZRNW,Euronext Amsterdam,EUR,0.0005,2025-09-10,0.0005,167.0,0.08,0.0005,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
B&S Group,LU1789205884,BSGR,Euronext Amsterdam,EUR,5.9,2025-09-10,5.9,10600.0,62542.0,5.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BAINS MER MONACO,MC0000031187,BAIN,Euronext Paris,EUR,107.0,2025-09-10,107.0,335.0,35498.5,107.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,0.383,2025-09-10,0.383,54548.0,21150.744,0.383,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BAM GROEP KON,NL0000337319,BAMNB,Euronext Amsterdam,EUR,7.835,2025-09-10,7.835,616466.0,4829771.16,7.834,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANIJAY GROUP,NL0015000X07,BNJ,Euronext Amsterdam,EUR,8.95,2025-09-10,8.95,2276.0,20203.15,8.96,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANIJAY GROUP WARR,NL0015000H56,BNJW,Euronext Amsterdam,EUR,0.25,2025-09-10,0.25,163.0,40.75,,NO_HIST_DATA,CACHE,,,,,,,
BANIMMO A,BE0003870871,BANI,Euronext Brussels,EUR,3.16,2025-09-10,3.16,2285.0,7220.62,3.16,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANQUP GROUP,BE0974371032,BANQ,Euronext Brussels,EUR,4.0,2025-09-10,4.0,2318.0,9240.59,4.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,3.82,2025-09-10,3.82,284.0,1084.88,3.82,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BARCO,BE0974362940,BAR,Euronext Brussels,EUR,14.01,2025-09-10,14.01,58002.0,809583.41,14.01,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASIC-FIT,NL0011872650,BFIT,Euronext Amsterdam,EUR,25.28,2025-09-10,25.28,73277.0,1851082.5,25.28,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASSAC,FR0004023208,BASS,Euronext Paris,EUR,52.8,2025-09-10,52.8,335.0,17553.2,52.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,24.5,2025-09-10,24.5,8067.0,194578.15,24.5,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BE SEMICONDUCTOR,NL0012866412,BESI,Euronext Amsterdam,EUR,112.35,2025-09-10,112.35,294701.0,33258352.0,112.36,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,38.0,2025-09-10,38.0,25571.0,971627.85,38.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BELYSSE GROUP,BE0974314461,BELYS,Euronext Brussels,EUR,0.89,2025-09-10,0.89,22621.0,20049.54,0.89,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,8.29,2025-09-10,8.29,43733.0,363771.0225,8.29,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,2.8,2025-09-10,2.8,194.0,543.2,2.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIC,FR0000120966,BB,Euronext Paris,EUR,52.4,2025-09-10,52.4,26976.0,1422664.0,52.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,1.384,2025-09-10,1.384,19410.0,27290.932,1.384,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,0.29,2025-09-10,0.29,112228.0,32628.61,0.29,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,115.6,2025-09-10,115.6,144827.0,16744000.2,115.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOSENIC,BE0974280126,BIOS,"Euronext Brussels, Paris",EUR,0.0028,2025-09-10,0.0028,1250349.0,3481.5046,0.0028,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOTALYS,BE0974386188,BTLS,Euronext Brussels,EUR,4.49,2025-09-10,4.49,11981.0,53802.08,4.49,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,109.0,2025-09-10,109.0,10.0,1090.0,,NO_HIST_DATA,CACHE,,,,,,,
BM3EAC,KYG137071075,BACE,Euronext Amsterdam,USD,10.0,2025-09-10,10.0,354.0,3540.0,,NO_HIST_DATA,CACHE,,,,,,,
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,78.16,2025-09-10,78.16,1840483.0,143753093.05,78.16,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,23.85,2025-09-10,23.85,1839.0,43667.85,23.86,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,4.88,2025-09-10,4.88,577882.0,2826981.994,4.88,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,7.56,2025-09-10,7.56,2078.0,15761.97,7.56,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,4.21,2025-09-10,4.21,82.0,344.92,4.21,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,37.46,2025-09-10,37.46,873122.0,32687809.115,37.46,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,2.35,2025-09-10,2.35,418456.0,972722.83,2.35,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,432.0,2025-09-10,432.0,31.0,13314.0,432.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,108.4,2025-09-10,108.4,5049.0,551856.0,108.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,8.21,2025-09-10,8.21,99868.0,823392.045,8.21,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,26.48,2025-09-10,26.48,898353.0,23827972.54,26.48,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,375.0,2025-09-10,375.0,189.0,70873.0,0.029,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,113.4,2025-09-10,113.4,1443.0,160059.6,113.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA,NL00150000S7,CABKA,Euronext Amsterdam,EUR,1.76,2025-09-10,1.76,13862.0,24252.34,1.76,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA DSC2 TS,NL00150002R5,DSC2S,Euronext Amsterdam,EUR,0.01,2025-09-10,0.0,0.0,0.0,0.01,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA EUR 12W,NL00150000U3,DSCW2,Euronext Amsterdam,EUR,0.0025,2025-09-10,0.0025,26.0,0.07,0.0025,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA EUR 13W,NL00150000V1,DSCW3,Euronext Amsterdam,EUR,0.0015,2025-09-10,0.0015,26.0,0.04,0.0015,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAMBODGE NOM.,FR001400SUB7,CBDG,Euronext Paris,EUR,97.0,2025-09-10,97.0,410.0,39735.0,97.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAMPINE,BE0003825420,CAMB,Euronext Brussels,EUR,258.0,2025-09-10,258.0,979.0,250632.0,258.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,122.45,2025-09-10,122.45,516097.0,63524908.9,122.46,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARE PROPERTY INV.,BE0974273055,CPINV,Euronext Brussels,EUR,12.1,2025-09-10,12.1,67314.0,818826.28,12.1,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,16.98,2025-09-10,16.98,105453.0,1790232.51,16.98,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,12.13,2025-09-10,12.13,1992817.0,24189271.4725,12.13,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CASINO BSA1,FR001400OJ72,COBS1,Euronext Paris,EUR,0.0155,2025-09-10,0.0,0.0,0.0,,NOT_FOUND,NOT_FOUND,,,,,,,
CASINO BSA3,FR001400OJ98,COBS3,Euronext Paris,EUR,0.0005,2025-09-10,0.0005,5399.0,2.7,0.5224,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CASINO GUICHARD,FR001400OKR3,CO,Euronext Paris,EUR,0.5225,2025-09-10,0.5225,1236095.0,661469.977,0.5224,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.67,2025-09-10,3.67,25879.0,95065.8,3.67,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CELYAD ONCOLOGY,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,0.309,2025-09-10,0.309,28309.0,8623.956,0.309,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CENERGY,BE0974303357,CENER,Euronext Brussels,EUR,10.82,2025-09-10,10.82,2229.0,23968.34,10.82,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CFE,BE0003883031,CFEB,Euronext Brussels,EUR,9.2,2025-09-10,9.2,914.0,8398.8,9.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CFI,FR0000037475,CFI,Euronext Paris,EUR,3.66,2025-09-10,3.66,2312.0,8461.92,3.66,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
