name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
CRCAM ATL.VEND.CCI,FR0000185506,CRAV,Euronext Paris,EUR,148.0,2025-08-22,148,1007.0,147212.7,CRAV,SMART,150.2,HISTORICAL,,,,,150.2,2025-08-29T12:09:47.702581,OK,ISIN:FR0000185506->CRAV@SMART,MARKET_OPEN (12:07)
CRCAM BRIE PIC2CCI,FR0010483768,CRBP2,Euronext Paris,EUR,26.945,2025-08-22,26.945,13112.0,354115.39,CRBP2,SMART,26.964,HISTORICAL,,,,,26.964,2025-08-29T12:09:48.635103,OK,ISIN:FR0010483768->CRBP2@SMART,MARKET_OPEN (12:07)
CRCAM ILLE-VIL.CCI,FR0000045213,CIV,Euronext Paris,EUR,112.0,2025-08-22,112,1252.0,134379.72,CIV,SMART,118.84,HISTORICAL,,,,,118.84,2025-08-29T12:09:49.570533,OK,ISIN:FR0000045213->CIV@SMART,MARKET_OPEN (12:07)
CRCAM LANGUED CCI,FR0010461053,CRLA,Euronext Paris,EUR,86.35,2025-08-22,86.35,1515.0,131251.8,CRLA,SMART,89.88,HISTORICAL,,,,,89.88,2025-08-29T12:09:50.548355,OK,ISIN:FR0010461053->CRLA@SMART,MARKET_OPEN (12:07)
CRCAM LOIRE HTE L.,FR0000045239,CRLO,Euronext Paris,EUR,103.5,2025-08-22,103.5,512.0,52970.5,CRLO,SMART,101.0,HISTORICAL,,,,,101.0,2025-08-29T12:09:51.366621,OK,ISIN:FR0000045239->CRLO@SMART,MARKET_OPEN (12:07)
CRCAM MORBIHAN CCI,FR0000045551,CMO,Euronext Paris,EUR,107.48,2025-08-22,107.48,1148.0,121006.78,CMO,SMART,111.98,HISTORICAL,,,,,111.98,2025-08-29T12:09:52.280786,OK,ISIN:FR0000045551->CMO@SMART,MARKET_OPEN (12:07)
CRCAM NORD CCI,FR0000185514,CNDF,Euronext Paris,EUR,24.095,2025-08-22,24.095,35321.0,841128.08,CNDF,SMART,23.81,HISTORICAL,,,,,23.81,2025-08-29T12:09:53.069993,OK,ISIN:FR0000185514->CNDF@SMART,MARKET_OPEN (12:07)
CRCAM NORM.SEINE,FR0000044364,CCN,Euronext Paris,EUR,134.5,2025-08-22,134.5,561.0,75330.18,CCN,SMART,132.0,HISTORICAL,,,,,132.0,2025-08-29T12:09:54.259651,OK,ISIN:FR0000044364->CCN@SMART,MARKET_OPEN (12:07)
CRCAM PARIS ET IDF,FR0000045528,CAF,Euronext Paris,EUR,93.92,2025-08-22,93.92,2513.0,237065.24,CAF1,SMART,102.5,HISTORICAL,,,,,102.5,2025-08-29T12:09:55.086385,OK,ISIN:FR0000045528->CAF1@SMART,MARKET_OPEN (12:07)
CRCAM SUD R.A.CCI,FR0000045346,CRSU,Euronext Paris,EUR,213.0,2025-08-22,213,354.0,74169.55,CRSU,SMART,228.2,HISTORICAL,,,,,228.2,2025-08-29T12:10:00.246845,OK,ISIN:FR0000045346->CRSU@SMART,MARKET_OPEN (12:07)
CRCAM TOURAINE CCI,FR0000045304,CRTO,Euronext Paris,EUR,134.4,2025-08-22,134.4,546.0,72209.78,CRTO,SMART,124.58,HISTORICAL,,,,,124.58,2025-08-29T12:10:06.385122,OK,ISIN:FR0000045304->CRTO@SMART,MARKET_OPEN (12:07)
CREDIT AGRICOLE,FR0000045072,ACA,Euronext Paris,EUR,17.055,2025-08-22,17.055,2455825.0,41822092.8,ACA,SMART,15.51,HISTORICAL,,,,,15.51,2025-08-29T12:10:12.253838,OK,ISIN:FR0000045072->ACA@SMART,MARKET_OPEN (12:07)
CROSSWOOD,FR0000050395,CROS,Euronext Paris,EUR,10.7,2025-08-22,10.7,20.0,214.0,CROS,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000050395->CROS@SMART,MARKET_OPEN (12:07)
DANONE,FR0000120644,BN,Euronext Paris,EUR,73.24,2025-08-22,73.24,569388.0,41782550.46,BN,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000120644->BN@SMART,MARKET_OPEN (12:07)
DASSAULT AVIATION,FR0014004L86,AM,Euronext Paris,EUR,273.6,2025-08-22,273.6,33924.0,9296646.0,AM,SMART,273.6,REALTIME_MARKET,273.6,273.8,16259.0,273.6,,2025-08-29T12:10:30.793582,OK,ISIN:FR0014004L86->AM@SMART,MARKET_OPEN (12:07)
DASSAULT SYSTEMES,FR0014003TT8,DSY,Euronext Paris,EUR,27.13,2025-08-22,27.13,945073.0,25608945.64,DSY,SMART,27.01,REALTIME_MARKET,,,935253.0,27.01,,2025-08-29T12:10:31.476186,OK,ISIN:FR0014003TT8->DSY@SMART,MARKET_OPEN (12:07)
DBV TECHNOLOGIES,FR0010417345,DBV,Euronext Paris,EUR,1.712,2025-08-22,1.712,390320.0,678210.656,DBV,SMART,1.59,HISTORICAL,,,,,1.59,2025-08-29T12:10:32.345658,OK,ISIN:FR0010417345->DBV@SMART,MARKET_OPEN (12:07)
DEEZER,FR001400AYG6,DEEZR,Euronext Paris,EUR,1.19,2025-08-22,1.19,6762.0,8063.17,DEEZR,SMART,1.18,HISTORICAL,,,,,1.18,2025-08-29T12:10:33.212715,OK,ISIN:FR001400AYG6->DEEZR@SMART,MARKET_OPEN (12:07)
DEEZER WARRANTS,FR0014004JF6,DEEZW,Euronext Paris,EUR,0.0005,2025-08-22,0.0005,2.0,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,MARKET_OPEN (12:07)
DEKUPLE,FR0000062978,DKUPL,Euronext Paris,EUR,28.6,2025-08-22,28.6,45.0,1287.4,DKUPL,SMART,28.5,HISTORICAL,,,,,28.5,2025-08-29T12:10:34.926917,OK,ISIN:FR0000062978->DKUPL@SMART,MARKET_OPEN (12:07)
DERICHEBOURG,FR0000053381,DBG,Euronext Paris,EUR,6.225,2025-08-22,6.225,105978.0,656442.035,DBG,SMART,5.986,HISTORICAL,,,,,5.986,2025-08-29T12:10:35.910034,OK,ISIN:FR0000053381->DBG@SMART,MARKET_OPEN (12:07)
DOCK.PETR.AMBES AM,FR0000065260,DPAM,Euronext Paris,EUR,975.0,2025-08-22,975,7.0,6825.0,DPAM,SMART,906.0,HISTORICAL,,,,,906.0,2025-08-29T12:10:36.765877,OK,ISIN:FR0000065260->DPAM@SMART,MARKET_OPEN (12:07)
EAGLEFOOTBALLGROUP,FR0010428771,EFG,Euronext Paris,EUR,1.9,2025-08-22,1.9,676.0,1281.18,EFG,SMART,1.89,REALTIME_MARKET,1.88,1.89,140.0,1.89,,2025-08-29T12:10:37.422208,OK,ISIN:FR0010428771->EFG@SMART,MARKET_OPEN (12:07)
EDENRED,FR0010908533,EDEN,Euronext Paris,EUR,26.73,2025-08-22,26.73,310526.0,8275983.915,EDEN,SMART,24.59,HISTORICAL,,,,,24.59,2025-08-29T12:10:38.285263,OK,ISIN:FR0010908533->EDEN@SMART,MARKET_OPEN (12:07)
EIFFAGE,FR0000130452,FGR,Euronext Paris,EUR,125.9,2025-08-22,125.9,99677.0,12541144.2,FGR,SMART,105.55,REALTIME_MARKET,105.55,105.6,241849.0,105.55,,2025-08-29T12:10:38.944547,OK,ISIN:FR0000130452->FGR@SMART,MARKET_OPEN (12:07)
EKINOPS,FR0011466069,EKI,Euronext Paris,EUR,3.47,2025-08-22,3.47,56569.0,190479.32,EKI,SMART,3.31,HISTORICAL,,,,,3.31,2025-08-29T12:10:39.848700,OK,ISIN:FR0011466069->EKI@SMART,MARKET_OPEN (12:07)
ELEC.STRASBOURG,FR0000031023,ELEC,Euronext Paris,EUR,162.5,2025-08-22,162.5,848.0,138769.0,ELEC,SMART,154.6,HISTORICAL,,,,,154.6,2025-08-29T12:10:40.717568,OK,ISIN:FR0000031023->ELEC@SMART,MARKET_OPEN (12:07)
ELECT. MADAGASCAR,FR0000035719,EEM,Euronext Paris,EUR,3.02,2025-08-22,3.02,689.0,2080.78,EEM,SMART,3.16,HISTORICAL,,,,,3.16,2025-08-29T12:10:41.496358,OK,ISIN:FR0000035719->EEM@SMART,MARKET_OPEN (12:07)
ELIOR GROUP,FR0011950732,ELIOR,Euronext Paris,EUR,2.722,2025-08-22,2.722,412019.0,1115708.732,ELIOR,SMART,2.506,HISTORICAL,,,,,2.506,2025-08-29T12:10:42.375671,OK,ISIN:FR0011950732->ELIOR@SMART,MARKET_OPEN (12:07)
ELIS,FR0012435121,ELIS,Euronext Paris,EUR,25.52,2025-08-22,25.52,133214.0,3394611.48,ELIS,SMART,23.46,REALTIME_MARKET,23.42,23.46,91847.0,23.46,,2025-08-29T12:10:43.045577,OK,ISIN:FR0012435121->ELIS@SMART,MARKET_OPEN (12:07)
EMEIS,FR001400NLM4,EMEIS,Euronext Paris,EUR,14.97,2025-08-22,14.97,510881.0,7645900.22,EMEIS,SMART,12.27,HISTORICAL,,,,,12.27,2025-08-29T12:10:43.990031,OK,ISIN:FR001400NLM4->EMEIS@SMART,MARKET_OPEN (12:07)
ENGIE,FR0010208488,ENGI,"Euronext Paris, Brussels",EUR,18.77,2025-08-22,18.77,2816030.0,52951135.975,ENGI,SMART,17.586,HISTORICAL,,,,,17.586,2025-08-29T12:10:44.855827,OK,ISIN:FR0010208488->ENGI@SMART,MARKET_OPEN (12:07)
EQUASENS,FR0012882389,EQS,Euronext Paris,EUR,49.25,2025-08-22,49.25,4481.0,219541.05,EQS,SMART,45.625,REALTIME_MARKET,45.55,45.7,7024.0,45.4,,2025-08-29T12:10:45.527289,OK,ISIN:FR0012882389->EQS@SMART,MARKET_OPEN (12:07)
ERAMET,FR0000131757,ERA,Euronext Paris,EUR,52.05,2025-08-22,52.05,16091.0,833873.3,ERA,SMART,51.36,HISTORICAL,,,,,51.36,2025-08-29T12:10:46.399589,OK,ISIN:FR0000131757->ERA@SMART,MARKET_OPEN (12:07)
ESSILORLUXOTTICA,FR0000121667,EL,Euronext Paris,EUR,272.0,2025-08-22,272,255738.0,69537812.9,EL,SMART,260.6,REALTIME_MARKET,260.5,260.6,196884.0,260.6,,2025-08-29T12:10:47.069035,OK,ISIN:FR0000121667->EL@SMART,MARKET_OPEN (12:07)
ESSO,FR0000120669,ES,Euronext Paris,EUR,98.55,2025-08-22,98.55,4902.0,481892.55,ES,SMART,99.5,HISTORICAL,,,,,99.5,2025-08-29T12:10:47.885500,OK,ISIN:FR0000120669->ES@SMART,MARKET_OPEN (12:07)
EURASIA FONC INV,FR0000061475,EFI,Euronext Paris,EUR,0.192,2025-08-22,0.192,32.0,6.14,EFI,SMART,0.192,REALTIME_CLOSE,,,,,0.192,2025-08-29T12:10:48.547972,OK,ISIN:FR0000061475->EFI@SMART,MARKET_OPEN (12:07)
EURAZEO,FR0000121121,RF,Euronext Paris,EUR,57.35,2025-08-22,57.35,148366.0,8468754.775,RF,SMART,55.86,HISTORICAL,,,,,55.86,2025-08-29T12:10:49.362324,OK,ISIN:FR0000121121->RF@SMART,MARKET_OPEN (12:07)
EUROAPI,FR0014008VX5,EAPI,Euronext Paris,EUR,3.3,2025-08-22,3.3,280908.0,927491.762,EAPI,SMART,3.002,REALTIME_MARKET,2.996,3.004,69246.0,3.002,,2025-08-29T12:10:50.026919,OK,ISIN:FR0014008VX5->EAPI@SMART,MARKET_OPEN (12:07)
EUROFINS SCIENT.,FR0014000MR3,ERF,Euronext Paris,EUR,68.36,2025-08-22,68.36,122126.0,8339347.69,ERF,SMART,64.18,HISTORICAL,,,,,64.18,2025-08-29T12:10:50.902500,OK,ISIN:FR0014000MR3->ERF@SMART,MARKET_OPEN (12:07)
EURONEXT,NL0006294274,ENX,"Euronext Paris, Amsterdam, Brussels",EUR,143.0,2025-08-22,143,114122.0,16349837.6,ENX,SMART,141.2,REALTIME_MARKET,141.1,141.2,42970.0,141.2,,2025-08-29T12:10:51.574883,OK,ISIN:NL0006294274->ENX@SMART,MARKET_OPEN (12:07)
EUTELSAT COMMUNIC.,FR0010221234,ETL,Euronext Paris,EUR,3.255,2025-08-22,3.255,1076679.0,3447464.32,ETL,SMART,3.116,HISTORICAL,,,,,3.116,2025-08-29T12:10:52.567930,OK,ISIN:FR0010221234->ETL@SMART,MARKET_OPEN (12:07)
EVERGREEN,FR0000035784,EGR,Euronext Paris,EUR,0.33,2025-08-22,0.33,17001.0,5762.1,EGR,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000035784->EGR@SMART,MARKET_OPEN (12:07)
EXAIL TECHNOLOGIES,FR0000062671,EXA,Euronext Paris,EUR,115.4,2025-08-22,115.4,40065.0,4567286.8,EXA,SMART,118.4,HISTORICAL,,,,,118.4,2025-08-29T12:10:54.484115,OK,ISIN:FR0000062671->EXA@SMART,MARKET_OPEN (12:07)
EXEL INDUSTRIES,FR0004527638,EXE,Euronext Paris,EUR,37.8,2025-08-22,37.8,594.0,22454.7,EXE,SMART,40.1,HISTORICAL,,,,,40.1,2025-08-29T12:10:55.363707,OK,ISIN:FR0004527638->EXE@SMART,MARKET_OPEN (12:07)
EXOSENS,FR001400Q9V2,EXENS,Euronext Paris,EUR,40.1,2025-08-22,40.1,51924.0,2076435.25,EXENS,SMART,39.9,HISTORICAL,,,,,39.9,2025-08-29T12:10:56.343125,OK,ISIN:FR001400Q9V2->EXENS@SMART,MARKET_OPEN (12:07)
EXPLOSIFS PROD.CHI,FR0014003AQ4,EXPL,Euronext Paris,EUR,193.5,2025-08-22,193.5,4.0,774.5,EXPL,SMART,192.6,HISTORICAL,,,,,192.6,2025-08-29T12:10:57.203424,OK,ISIN:FR0014003AQ4->EXPL@SMART,MARKET_OPEN (12:07)
FDJ UNITED,FR0013451333,FDJU,Euronext Paris,EUR,28.5,2025-08-22,28.5,298617.0,8506897.42,FDJU,SMART,27.62,HISTORICAL,,,,,27.62,2025-08-29T12:11:02.356315,OK,ISIN:FR0013451333->FDJU@SMART,MARKET_OPEN (12:07)
FERM.CAS.MUN.CANNE,FR0000062101,FCMC,Euronext Paris,EUR,1500.0,2025-08-22,1500,7.0,10500.0,FCMC,SMART,1510.0,HISTORICAL,,,,,1510.0,2025-08-29T12:11:08.346576,OK,ISIN:FR0000062101->FCMC@SMART,MARKET_OPEN (12:07)
FIDUCIAL OFF.SOL.,FR0000061418,SACI,Euronext Paris,EUR,26.6,2025-08-22,26.6,1.0,26.6,SACI,SMART,26.6,HISTORICAL,,,,,26.6,2025-08-29T12:11:14.451166,OK,ISIN:FR0000061418->SACI@SMART,MARKET_OPEN (12:07)
FIDUCIAL REAL EST.,FR0000060535,ORIA,Euronext Paris,EUR,170.0,2025-08-22,170,36.0,6119.0,ORIA,SMART,172.0,HISTORICAL,,,,,172.0,2025-08-29T12:11:20.347468,OK,ISIN:FR0000060535->ORIA@SMART,MARKET_OPEN (12:07)
FIGEAC AERO,FR0011665280,FGA,Euronext Paris,EUR,10.8,2025-08-22,10.8,22678.0,242948.0,FGA,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0011665280->FGA@SMART,MARKET_OPEN (12:07)
FIN.OUEST AFRICAIN,SN0000033192,FOAF,Euronext Paris,EUR,15.0,2025-08-22,15,20.0,300.0,FOAF,SMART,13.5,HISTORICAL,,,,,13.5,2025-08-29T12:11:31.904496,OK,ISIN:SN0000033192->FOAF@SMART,MARKET_OPEN (12:07)
FINANCIERE MARJOS,FR0000060824,FINM,Euronext Paris,EUR,0.19,2025-08-22,0.19,5719.0,1086.61,FINM,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000060824->FINM@SMART,MARKET_OPEN (12:07)
FIPP,FR0000038184,FIPP,Euronext Paris,EUR,0.115,2025-08-22,0.115,2000.0,230.575,FIPP,SMART,0.113,HISTORICAL,,,,,0.113,2025-08-29T12:11:33.543459,OK,ISIN:FR0000038184->FIPP@SMART,MARKET_OPEN (12:07)
FNAC DARTY,FR0011476928,FNAC,Euronext Paris,EUR,30.7,2025-08-22,30.7,13993.0,429349.15,FNAC,SMART,29.7,HISTORICAL,,,,,29.7,2025-08-29T12:11:34.409212,OK,ISIN:FR0011476928->FNAC@SMART,MARKET_OPEN (12:07)
FONCIERE 7 INVEST,FR0000065930,LEBL,Euronext Paris,EUR,0.38,2025-08-22,0.38,100.0,38.0,LEBL,SMART,0.38,REALTIME_CLOSE,,,,,0.38,2025-08-29T12:11:35.076338,OK,ISIN:FR0000065930->LEBL@SMART,MARKET_OPEN (12:07)
FONCIERE INEA,FR0010341032,INEA,Euronext Paris,EUR,34.0,2025-08-22,34,48.0,1627.5,INEA,SMART,32.7,HISTORICAL,,,,,32.7,2025-08-29T12:11:35.943816,OK,ISIN:FR0010341032->INEA@SMART,MARKET_OPEN (12:07)
FONCIERE LYONNAISE,FR0000033409,FLY,Euronext Paris,EUR,74.0,2025-08-22,74,4.0,296.0,FLY,SMART,74.0,HISTORICAL,,,,,74.0,2025-08-29T12:11:36.813827,OK,ISIN:FR0000033409->FLY@SMART,MARKET_OPEN (12:07)
FONCIERE VOLTA,FR0000053944,SPEL,Euronext Paris,EUR,9.85,2025-08-22,9.85,44.0,433.4,SPEL,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000053944->SPEL@SMART,MARKET_OPEN (12:07)
FORESTIERE EQUAT.,CI0000053161,FORE,Euronext Paris,EUR,770.0,2025-08-22,770,8.0,6160.0,FORE,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:CI0000053161->FORE@SMART,MARKET_OPEN (12:07)
FORSEE POWER,FR0014005SB3,FORSE,Euronext Paris,EUR,0.3965,2025-08-22,0.3965,34930.0,13895.496,FORSE,SMART,0.394,HISTORICAL,,,,,0.394,2025-08-29T12:11:39.418685,OK,ISIN:FR0014005SB3->FORSE@SMART,MARKET_OPEN (12:07)
FORVIA,FR0000121147,FRVIA,Euronext Paris,EUR,11.865,2025-08-22,11.865,612015.0,7223651.29,FRVIA,SMART,11.3,HISTORICAL,,,,,11.3,2025-08-29T12:11:40.254142,OK,ISIN:FR0000121147->FRVIA@SMART,MARKET_OPEN (12:07)
FRANCAISE ENERGIE,FR0013030152,FDE,Euronext Paris,EUR,31.3,2025-08-22,31.3,2097.0,65351.2,FDE,SMART,29.26,HISTORICAL,,,,,29.26,2025-08-29T12:11:41.116186,OK,ISIN:FR0013030152->FDE@SMART,MARKET_OPEN (12:07)
FREY,FR0010588079,FREY,Euronext Paris,EUR,29.4,2025-08-22,29.4,166.0,4880.4,FREY,SMART,29.6,HISTORICAL,,,,,29.6,2025-08-29T12:11:41.998406,OK,ISIN:FR0010588079->FREY@SMART,MARKET_OPEN (12:07)
FSDV,FR0000031973,FSDV,Euronext Paris,EUR,16.0,2025-08-22,16,394.0,6304.0,FSDV,SMART,15.5,HISTORICAL,,,,,15.5,2025-08-29T12:11:42.862819,OK,ISIN:FR0000031973->FSDV@SMART,MARKET_OPEN (12:07)
GAUMONT,FR0000034894,GAM,Euronext Paris,EUR,80.0,2025-08-22,80,119.0,9520.0,GAM1,SMART,79.0,HISTORICAL,,,,,79.0,2025-08-29T12:11:44.747717,OK,ISIN:FR0000034894->GAM1@SMART,MARKET_OPEN (12:07)
GEA GRENOBL.ELECT.,FR0000053035,GEA,Euronext Paris,EUR,86.5,2025-08-22,86.5,6.0,518.0,GEA,SMART,86.0,HISTORICAL,,,,,86.0,2025-08-29T12:11:45.608697,OK,ISIN:FR0000053035->GEA@SMART,MARKET_OPEN (12:07)
GECINA,FR0010040865,GFC,Euronext Paris,EUR,87.65,2025-08-22,87.65,84783.0,7400379.1,GFC,SMART,83.76,HISTORICAL,,,,,83.76,2025-08-29T12:11:46.486024,OK,ISIN:FR0010040865->GFC@SMART,MARKET_OPEN (12:07)
GENEURO,CH0308403085,GNRO,Euronext Paris,EUR,0.036,2025-08-22,0.036,20005.0,652.18,GNRO,SMART,0.031,REALTIME_MARKET,,,,0.031,,2025-08-29T12:11:47.147594,OK,ISIN:CH0308403085->GNRO@SMART,MARKET_OPEN (12:07)
GENFIT,FR0004163111,GNFT,Euronext Paris,EUR,3.786,2025-08-22,3.786,91418.0,345673.196,GNFT,SMART,3.472,HISTORICAL,,,,,3.472,2025-08-29T12:11:48.026523,OK,ISIN:FR0004163111->GNFT@SMART,MARKET_OPEN (12:07)
GENSIGHT BIOLOGICS,FR0013183985,SIGHT,Euronext Paris,EUR,0.164,2025-08-22,0.164,72175.0,11867.8912,SIGHT,SMART,0.164,REALTIME_MARKET,0.164,0.165,75419.0,0.164,,2025-08-29T12:11:48.680986,OK,ISIN:FR0013183985->SIGHT@SMART,MARKET_OPEN (12:07)
GETLINK SE,FR0010533075,GET,Euronext Paris,EUR,17.05,2025-08-22,17.05,292654.0,4994548.64,GET,SMART,16.17,HISTORICAL,,,,,16.17,2025-08-29T12:11:50.667439,OK,ISIN:FR0010533075->GET@SMART,MARKET_OPEN (12:07)
GL EVENTS,FR0000066672,GLO,Euronext Paris,EUR,33.85,2025-08-22,33.85,22730.0,760656.6,GLO,SMART,30.8,HISTORICAL,,,,,30.8,2025-08-29T12:11:51.542963,OK,ISIN:FR0000066672->GLO@SMART,MARKET_OPEN (12:07)
GPE GROUP PIZZORNO,FR0010214064,GPE,Euronext Paris,EUR,61.2,2025-08-22,61.2,1.0,61.2,GPE1,SMART,60.2,HISTORICAL,,,,,60.2,2025-08-29T12:11:52.413392,OK,ISIN:FR0010214064->GPE1@SMART,MARKET_OPEN (12:07)
GRAINES VOLTZ,FR0000065971,GRVO,Euronext Paris,EUR,22.0,2025-08-22,22,3952.0,86618.9,GRVO,SMART,20.5,REALTIME_MARKET,20.4,20.9,184.0,20.5,,2025-08-29T12:11:53.072092,OK,ISIN:FR0000065971->GRVO@SMART,MARKET_OPEN (12:07)
GROUPE CRIT,FR0000036675,CEN,Euronext Paris,EUR,63.0,2025-08-22,63,945.0,59519.0,CEN,SMART,62.2,HISTORICAL,,,,,62.2,2025-08-29T12:11:56.841901,OK,ISIN:FR0000036675->CEN@SMART,MARKET_OPEN (12:07)
GROUPE ETPO,FR0000066219,INFE,Euronext Paris,EUR,71.0,2025-08-22,71,8.0,568.0,INFE.OLD,,,NO_DATA,,,,,,,NO_PRICE_DATA,NAME:GROUPE ETPO->INFE.OLD@,MARKET_OPEN (12:07)
GROUPE JAJ,FR0004010338,GJAJ,Euronext Paris,EUR,1.17,2025-08-22,1.17,15887.0,18587.79,GJAJ,SMART,1.17,REALTIME_CLOSE,,,,,1.17,2025-08-29T12:11:58.763908,OK,ISIN:FR0004010338->GJAJ@SMART,MARKET_OPEN (12:07)
GROUPE PARTOUCHE,FR0012612646,PARP,Euronext Paris,EUR,19.75,2025-08-22,19.75,556.0,11051.0,PARP,SMART,19.4,HISTORICAL,,,,,19.4,2025-08-29T12:11:59.683639,OK,ISIN:FR0012612646->PARP@SMART,MARKET_OPEN (12:07)
GROUPE SFPI,FR0004155000,SFPI,Euronext Paris,EUR,2.39,2025-08-22,2.39,1780.0,4246.39,SFPI,SMART,2.36,HISTORICAL,,,,,2.36,2025-08-29T12:12:02.652967,OK,ISIN:FR0004155000->SFPI@SMART,MARKET_OPEN (12:07)
GTT,FR0011726835,GTT,Euronext Paris,EUR,158.5,2025-08-22,158.5,35960.0,5714959.0,GTT,SMART,159.1,HISTORICAL,,,,,159.1,2025-08-29T12:12:08.670382,OK,ISIN:FR0011726835->GTT@SMART,MARKET_OPEN (12:07)
GUERBET,FR0000032526,GBT,Euronext Paris,EUR,22.5,2025-08-22,22.5,5634.0,125061.95,GBT,SMART,20.7,HISTORICAL,,,,,20.7,2025-08-29T12:12:14.666427,OK,ISIN:FR0000032526->GBT@SMART,MARKET_OPEN (12:07)
GUILLEMOT,FR0000066722,GUI,Euronext Paris,EUR,5.38,2025-08-22,5.38,5175.0,27939.28,GUI,SMART,5.54,HISTORICAL,,,,,5.54,2025-08-29T12:12:20.664852,OK,ISIN:FR0000066722->GUI@SMART,MARKET_OPEN (12:07)
HAULOTTE GROUP,FR0000066755,PIG,Euronext Paris,EUR,2.6,2025-08-22,2.6,3731.0,9738.05,PIG,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000066755->PIG@SMART,MARKET_OPEN (12:07)
HDF,FR0014003VY4,HDF,Euronext Paris,EUR,5.0,2025-08-22,5,1109.0,5527.29,HDF,SMART,4.92,HISTORICAL,,,,,4.92,2025-08-29T12:12:32.848315,OK,ISIN:FR0014003VY4->HDF@SMART,MARKET_OPEN (12:07)
HERMES INTL,FR0000052292,RMS,Euronext Paris,EUR,2095.0,2025-08-22,2095,44408.0,92850011.5,RMS,SMART,2114.0,HISTORICAL,,,,,2114.0,2025-08-29T12:12:33.742170,OK,ISIN:FR0000052292->RMS@SMART,MARKET_OPEN (12:07)
HIGH CO,FR0000054231,HCO,Euronext Paris,EUR,4.8,2025-08-22,4.8,68293.0,324297.51,HCO,SMART,4.71,HISTORICAL,,,,,4.71,2025-08-29T12:12:34.627088,OK,ISIN:FR0000054231->HCO@SMART,MARKET_OPEN (12:07)
HOTELS DE PARIS,FR0004165801,HDP,Euronext Paris,EUR,2.12,2025-08-22,2.12,8.0,17.1,HDP,SMART,2.12,REALTIME_MARKET,,,40.0,2.12,,2025-08-29T12:12:35.289955,OK,ISIN:FR0004165801->HDP@SMART,MARKET_OPEN (12:07)
ICADE,FR0000035081,ICAD,Euronext Paris,EUR,22.56,2025-08-22,22.56,88985.0,1990730.58,ICAD,SMART,20.78,HISTORICAL,,,,,20.78,2025-08-29T12:12:36.153237,OK,ISIN:FR0000035081->ICAD@SMART,MARKET_OPEN (12:07)
ID LOGISTICS GROUP,FR0010929125,IDL,Euronext Paris,EUR,438.0,2025-08-22,438,3095.0,1353985.0,IDL,SMART,415.5,REALTIME_MARKET,415.0,416.0,4977.0,415.5,,2025-08-29T12:12:36.825624,OK,ISIN:FR0010929125->IDL@SMART,MARKET_OPEN (12:07)
IDI,FR0000051393,IDIP,Euronext Paris,EUR,78.2,2025-08-22,78.2,843.0,66620.6,IDIP,SMART,78.6,HISTORICAL,,,,,78.6,2025-08-29T12:12:37.702886,OK,ISIN:FR0000051393->IDIP@SMART,MARKET_OPEN (12:07)
IMERYS,FR0000120859,NK,Euronext Paris,EUR,22.58,2025-08-22,22.58,55064.0,1238186.2,NK,SMART,21.92,REALTIME_MARKET,,,37203.0,21.92,,2025-08-29T12:12:38.377493,OK,ISIN:FR0000120859->NK@SMART,MARKET_OPEN (12:07)
IMMOB.DASSAULT,FR0000033243,IMDA,Euronext Paris,EUR,54.4,2025-08-22,54.4,52.0,2827.8,IMDA,SMART,54.2,HISTORICAL,,,,,54.2,2025-08-29T12:12:39.196795,OK,ISIN:FR0000033243->IMDA@SMART,MARKET_OPEN (12:07)
INFOTEL,FR0000071797,INF,Euronext Paris,EUR,43.7,2025-08-22,43.7,2151.0,94061.9,INF,SMART,41.7,REALTIME_MARKET,41.6,41.8,2397.0,41.7,,2025-08-29T12:12:39.863521,OK,ISIN:FR0000071797->INF@SMART,MARKET_OPEN (12:07)
INNATE PHARMA,FR0010331421,IPH,Euronext Paris,EUR,2.01,2025-08-22,2.01,200207.0,400340.168,IPH,SMART,1.85,HISTORICAL,,,,,1.85,2025-08-29T12:12:40.761211,OK,ISIN:FR0010331421->IPH@SMART,MARKET_OPEN (12:07)
INTERPARFUMS,FR0004024222,ITP,Euronext Paris,EUR,32.74,2025-08-22,32.74,18518.0,605909.66,ITP,SMART,32.02,REALTIME_MARKET,32.02,32.06,8694.0,32.02,,2025-08-29T12:12:41.426624,OK,ISIN:FR0004024222->ITP@SMART,MARKET_OPEN (12:07)
