name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_price,ibkr_status,ibkr_method,ibkr_liquidite,ibkr_spread_pct,ibkr_volume,ibkr_bid,ibkr_ask,ibkr_last,ibkr_close
ABN AMRO BANK N.V.,NL0011540547,ABN,Euronext Amsterdam,EUR,25.28,2025-09-09,25.28,2620531.0,66168164.06,25.28,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ABO GROUP,BE0974278104,ABO,"Euronext Brussels, Paris",EUR,6.1,2025-09-09,6.1,400.0,2444.5,1.65,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ACANTHE DEV.,FR0000064602,ACAN,Euronext Paris,EUR,0.308,2025-09-09,0.308,11025.0,3345.675,0.308,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ACCENTIS,BE0003696102,ACCB,Euronext Brussels,EUR,0.0265,2025-09-09,0.0265,124978.0,3297.057,0.0265,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ACCOR,FR0000120404,AC,Euronext Paris,EUR,41.59,2025-09-09,41.59,771097.0,32101938.635,41.59,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ACCSYS,GB00BQQFX454,AXS,Euronext Amsterdam,EUR,0.746,2025-09-09,0.746,71805.0,53365.187,0.746,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ACKERMANS V.HAAREN,BE0003764785,ACKB,Euronext Brussels,EUR,228.0,2025-09-09,228.0,22758.0,5181513.0,227.5,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ACOMO,NL0000313286,ACOMO,Euronext Amsterdam,EUR,23.15,2025-09-09,23.15,17173.0,397927.15,23.16,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ACTEOS,FR0000076861,EOS,Euronext Paris,EUR,1.155,2025-09-09,1.155,468.0,538.28,1.156,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ADC SIIC,BE0974269012,ALDV,Euronext Paris,EUR,0.088,2025-09-09,0.088,350.0,30.8,0.088,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ADOCIA,FR0011184241,ADOC,Euronext Paris,EUR,8.05,2025-09-09,8.05,217954.0,1724087.84,8.05,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ADP,FR0010340141,ADP,Euronext Paris,EUR,112.5,2025-09-09,112.5,72284.0,8133728.1,112.5,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ADYEN,NL0012969182,ADYEN,Euronext Amsterdam,EUR,1403.0,2025-09-09,1403.0,54782.0,76961049.0,1403.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AEDIFICA,BE0003851681,AED,"Euronext Brussels, Amsterdam",EUR,62.85,2025-09-09,62.85,43493.0,2735690.25,62.96,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AEGON,BMG0112X1056,AGN,Euronext Amsterdam,EUR,6.55,2025-09-09,6.55,6123933.0,40039934.857,6.55,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AELIS FARMA,FR0014007ZB4,AELIS,Euronext Paris,EUR,1.11,2025-09-09,1.11,20898.0,22545.88,1.11,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AERKOMM INC,US00774B2088,AKOM,Euronext Paris,EUR,2.8,2025-09-09,2.8,8.0,22.4,,NO_HIST_DATA,CACHE,,,,,,,
AFFLUENT MED BSAR,FR001400FL38,AFMBS,Euronext Paris,EUR,0.0005,2025-09-09,0.0005,18.0,0.01,1.56,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AFFLUENT MEDICAL,FR0013333077,AFME,Euronext Paris,EUR,1.56,2025-09-09,1.56,8958.0,13662.215,1.56,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AGEAS,BE0974264930,AGS,Euronext Brussels,EUR,58.85,2025-09-09,58.85,160758.0,9459302.75,58.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AGFA-GEVAERT,BE0003755692,AGFB,Euronext Brussels,EUR,0.932,2025-09-09,0.932,228527.0,216306.304,0.93,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
Agility Capital H,VGG885761301,AGIL,Euronext Amsterdam,USD,3.0,2025-09-09,3.0,843.0,2512.1,3.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AHOLD DEL,NL0011794037,AD,"Euronext Amsterdam, Brussels",EUR,34.53,2025-09-09,34.53,1262975.0,43679763.86,34.575,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AIR FRANCE -KLM,FR001400J770,AF,"Euronext Paris, Amsterdam",EUR,13.41,2025-09-09,13.41,755394.0,10062420.8075,13.438,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AIR LIQUIDE,FR0000120073,AI,Euronext Paris,EUR,176.98,2025-09-09,176.98,356820.0,63278689.5,176.98,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AIRBUS,NL0000235190,AIR,Euronext Paris,EUR,187.54,2025-09-09,187.54,1029624.0,192464003.48,187.54,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AJAX,NL0000018034,AJAX,Euronext Amsterdam,EUR,9.48,2025-09-09,9.48,477.0,4532.26,9.48,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AKWEL,FR0000053027,AKW,Euronext Paris,EUR,8.04,2025-09-09,8.04,16790.0,134899.08,8.04,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AKZO NOBEL,NL0013267909,AKZA,Euronext Amsterdam,EUR,61.36,2025-09-09,61.36,349773.0,21547340.86,61.36,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALAN ALLMAN,FR0000062465,AAA,Euronext Paris,EUR,3.57,2025-09-09,3.57,81.0,297.67,3.57,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALFEN,NL0012817175,ALFEN,Euronext Amsterdam,EUR,9.17,2025-09-09,9.17,248633.0,2295519.202,9.17,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALLFUNDS GROUP,GB00BNTJ3546,ALLFG,Euronext Amsterdam,EUR,5.87,2025-09-09,5.87,499312.0,2940541.08,5.87,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALMUNDA PRO NV,NL0010696704,AMUND,Euronext Amsterdam,EUR,1.18,2025-09-09,1.18,1252.0,1477.36,1.18,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALPES (COMPAGNIE),FR0000053324,CDA,Euronext Paris,EUR,20.8,2025-09-09,20.8,57655.0,1201388.5,20.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALSTOM,FR0010220475,ALO,Euronext Paris,EUR,19.72,2025-09-09,19.72,1149102.0,22744921.8225,19.72,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALTAMIR,FR0000053837,LTA,Euronext Paris,EUR,28.6,2025-09-09,28.6,1369.0,39155.6,28.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALTAREA,FR0000033219,ALTA,Euronext Paris,EUR,100.0,2025-09-09,100.0,9389.0,936777.4,100.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALTAREIT,FR0000039216,AREIT,Euronext Paris,EUR,525.0,2025-09-09,525.0,1.0,525.0,526.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,65.25,2025-09-09,65.25,38128.0,2488303.95,65.26,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ALUMEXX N.V.,NL0012194724,ALX,Euronext Amsterdam,EUR,1.47,2025-09-09,1.47,20.0,29.4,1.47,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AMG,NL0000888691,AMG,Euronext Amsterdam,EUR,27.64,2025-09-09,27.64,316720.0,8834347.17,27.64,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,6.2,2025-09-09,6.2,5104.0,31644.8,6.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AMUNDI,FR0004125920,AMUN,Euronext Paris,EUR,63.0,2025-09-09,63.0,125242.0,7891579.575,63.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ANTIN INFRA PARTN,FR0014005AL0,ANTIN,Euronext Paris,EUR,10.98,2025-09-09,10.98,53773.0,598613.96,10.98,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
APERAM,LU0569974404,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,26.7,2025-09-09,26.7,151497.0,4064520.3,26.68,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARAMIS GROUP,FR0014003U94,ARAMI,Euronext Paris,EUR,5.45,2025-09-09,5.45,30320.0,165784.51,5.45,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARCADIS,NL0006237562,ARCAD,Euronext Amsterdam,EUR,40.92,2025-09-09,40.92,129588.0,5305797.76,40.92,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARCELORMITTAL SA,LU1598757687,MT,"Euronext Amsterdam, Paris",EUR,28.91,2025-09-09,28.91,1399981.0,40722098.585,28.945,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARGAN,FR0010481960,ARG,Euronext Paris,EUR,64.0,2025-09-09,64.0,14138.0,907104.0,64.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARGENX SE,NL0010832176,ARGX,Euronext Brussels,EUR,652.8,2025-09-09,652.8,73398.0,47803573.6,652.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARKEMA,FR0010313833,AKE,Euronext Paris,EUR,58.65,2025-09-09,58.65,193394.0,11353984.575,58.66,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARTEA,FR0012185536,ARTE,Euronext Paris,EUR,10.9,2025-09-09,10.9,2.0,21.9,10.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARTMARKET COM,FR0000074783,PRC,Euronext Paris,EUR,4.15,2025-09-09,4.15,1936.0,7964.06,4.15,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARTOIS NOM.,FR0000076952,ARTO,Euronext Paris,EUR,9000.0,2025-09-09,9000.0,3.0,27000.0,,NO_HIST_DATA,CACHE,,,,,,,
ARVERNE GROUP,FR001400JWR8,ARVEN,Euronext Paris,EUR,5.1,2025-09-09,5.1,2848.0,14430.31,5.1,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ARVERNE WARRANT,FR0014003AC4,ARVBS,Euronext Paris,EUR,0.05,2025-09-09,0.05,31000.0,1550.0,0.05,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASCENCIO,BE0003856730,ASCE,Euronext Brussels,EUR,50.2,2025-09-09,50.2,3681.0,185293.5,50.1,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASM INTERNATIONAL,NL0000334118,ASM,Euronext Amsterdam,EUR,422.2,2025-09-09,422.2,74022.0,31322185.3,422.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASML HOLDING,NL0010273215,ASML,Euronext Amsterdam,EUR,683.2,2025-09-09,683.2,498214.0,339094677.65,683.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASR NEDERLAND,NL0011872643,ASRNL,Euronext Amsterdam,EUR,58.2,2025-09-09,58.2,367162.0,21340990.68,58.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,45.15,2025-09-09,45.15,8246.0,372048.775,45.16,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATEME,FR0011992700,ATEME,Euronext Paris,EUR,5.86,2025-09-09,5.86,3273.0,18495.46,5.86,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATENOR,BE0003837540,ATEB,Euronext Brussels,EUR,3.06,2025-09-09,3.06,8360.0,25593.43,3.1,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATLAND,FR0013455482,ATLD,Euronext Paris,EUR,44.4,2025-09-09,44.4,125.0,5551.0,44.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATOS,FR001400X2S4,ATO,Euronext Paris,EUR,44.61,2025-09-09,44.61,280678.0,12393755.26,44.61,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,43.9,2025-09-09,43.9,5462.0,238413.2,43.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUGROS COSMETIC,FR0000061780,AUGR,Euronext Paris,EUR,5.6,2025-09-09,5.6,52.0,291.0,5.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUREA,FR0000039232,AURE,Euronext Paris,EUR,5.84,2025-09-09,5.84,206.0,1192.74,5.84,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVANTIUM,NL0015002IE0,AVTX,"Euronext Amsterdam, Brussels",EUR,8.73,2025-09-09,8.73,426714.0,3649292.529,8.542,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVANTIUM(SUB),NL0015002ND2,AVTRI,"Euronext Amsterdam, Brussels",EUR,1.6154,2025-09-09,1.6154,297272.0,506059.8532,1.6154,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVENIR TELECOM,FR001400CFI7,AVT,Euronext Paris,EUR,0.034,2025-09-09,0.034,106659.0,3707.4372,0.034,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AXA,FR0000120628,CS,Euronext Paris,EUR,39.85,2025-09-09,39.85,3844728.0,153202159.99,39.85,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AYVENS,FR0013258662,AYV,Euronext Paris,EUR,9.435,2025-09-09,9.435,305214.0,2872944.02,9.436,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZELIS GROUP,BE0974400328,AZE,Euronext Brussels,EUR,12.41,2025-09-09,12.41,169850.0,2120555.105,12.43,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZERION,NL00150006Z9,AZRN,Euronext Amsterdam,EUR,1.38,2025-09-09,1.38,40161.0,54910.5,1.38,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZERION WARRANTS,NL00150007A0,AZRNW,Euronext Amsterdam,EUR,0.0005,2025-09-09,0.0005,167.0,0.08,0.0005,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
B&S Group,LU1789205884,BSGR,Euronext Amsterdam,EUR,5.9,2025-09-09,5.9,8472.0,49999.32,5.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BAINS MER MONACO,MC0000031187,BAIN,Euronext Paris,EUR,106.0,2025-09-09,106.0,642.0,68286.5,106.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,0.385,2025-09-09,0.385,78834.0,29854.815,0.385,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BAM GROEP KON,NL0000337319,BAMNB,Euronext Amsterdam,EUR,7.815,2025-09-09,7.815,760774.0,5966709.42,7.816,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANIJAY GROUP,NL0015000X07,BNJ,Euronext Amsterdam,EUR,8.85,2025-09-09,8.85,1868.0,16278.95,8.84,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANIJAY GROUP WARR,NL0015000H56,BNJW,Euronext Amsterdam,EUR,0.25,2025-09-09,0.25,163.0,40.75,,NO_HIST_DATA,CACHE,,,,,,,
BANIMMO A,BE0003870871,BANI,Euronext Brussels,EUR,3.16,2025-09-09,3.16,706.0,2230.98,3.16,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANQUP GROUP,BE0974371032,BANQ,Euronext Brussels,EUR,3.77,2025-09-09,3.77,12815.0,49129.11,3.84,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,3.82,2025-09-09,3.82,50.0,191.0,3.82,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BARCO,BE0974362940,BAR,Euronext Brussels,EUR,13.85,2025-09-09,13.85,54515.0,757694.71,13.78,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASIC-FIT,NL0011872650,BFIT,Euronext Amsterdam,EUR,25.34,2025-09-09,25.34,38178.0,967216.48,25.34,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASSAC,FR0004023208,BASS,Euronext Paris,EUR,52.8,2025-09-09,52.8,341.0,17997.0,52.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,23.2,2025-09-09,23.2,12386.0,289155.85,23.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BE SEMICONDUCTOR,NL0012866412,BESI,Euronext Amsterdam,EUR,111.45,2025-09-09,111.45,308564.0,34451560.575,111.46,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,38.1,2025-09-09,38.1,24229.0,928133.55,38.18,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BELYSSE GROUP,BE0974314461,BELYS,Euronext Brussels,EUR,0.93,2025-09-09,0.93,6052.0,5627.1,0.91,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,8.34,2025-09-09,8.34,42320.0,358086.97,8.34,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,2.8,2025-09-09,2.8,211.0,600.8,2.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIC,FR0000120966,BB,Euronext Paris,EUR,53.8,2025-09-09,53.8,23315.0,1258155.9,53.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,1.386,2025-09-09,1.386,46702.0,65150.532,1.386,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,0.29,2025-09-09,0.29,112228.0,32628.61,,NO_HIST_DATA,CACHE,,,,,,,
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,114.4,2025-09-09,114.4,92179.0,10533612.6,114.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOSENIC,BE0974280126,BIOS,"Euronext Brussels, Paris",EUR,0.0028,2025-09-09,0.0028,921351.0,2534.7967,0.0027,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOTALYS,BE0974386188,BTLS,Euronext Brussels,EUR,4.48,2025-09-09,4.48,33862.0,151720.44,4.48,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,109.0,2025-09-09,109.0,10.0,1090.0,,NO_HIST_DATA,CACHE,,,,,,,
BM3EAC,KYG137071075,BACE,Euronext Amsterdam,USD,10.0,2025-09-09,10.0,354.0,3540.0,,NO_HIST_DATA,CACHE,,,,,,,
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,77.87,2025-09-09,77.87,1938234.0,150552300.97,77.87,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,23.65,2025-09-09,23.65,3712.0,88639.55,23.66,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,4.942,2025-09-09,4.942,714237.0,3526387.064,4.942,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,7.6,2025-09-09,7.6,5631.0,42783.88,7.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,4.2,2025-09-09,4.2,2601.0,10868.7,4.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,36.85,2025-09-09,36.85,435778.0,16030644.755,36.85,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,2.28,2025-09-09,2.28,618577.0,1402939.74,2.294,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,410.0,2025-09-09,410.0,216.0,92930.0,413.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,109.8,2025-09-09,109.8,6680.0,735693.4,110.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,8.2,2025-09-09,8.2,73922.0,608884.95,8.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,26.36,2025-09-09,26.36,662593.0,17540535.9,26.36,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,381.0,2025-09-09,381.0,67.0,25527.0,,NO_HIST_DATA,CACHE,,,,,,,
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,111.78,2025-09-09,111.78,626.0,70758.12,111.78,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA,NL00150000S7,CABKA,Euronext Amsterdam,EUR,1.745,2025-09-09,1.745,1750.0,3053.75,1.746,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA DSC2 TS,NL00150002R5,DSC2S,Euronext Amsterdam,EUR,0.01,2025-09-09,0.0,0.0,0.0,0.01,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA EUR 12W,NL00150000U3,DSCW2,Euronext Amsterdam,EUR,0.0025,2025-09-09,0.0025,26.0,0.07,0.0025,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA EUR 13W,NL00150000V1,DSCW3,Euronext Amsterdam,EUR,0.0015,2025-09-09,0.0015,26.0,0.04,0.0015,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAMBODGE NOM.,FR001400SUB7,CBDG,Euronext Paris,EUR,96.0,2025-09-09,96.0,69.0,6624.0,96.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAMPINE,BE0003825420,CAMB,Euronext Brussels,EUR,251.0,2025-09-09,251.0,1402.0,351902.0,251.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,125.1,2025-09-09,125.1,526917.0,66097061.4,125.1,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARE PROPERTY INV.,BE0974273055,CPINV,Euronext Brussels,EUR,12.24,2025-09-09,12.24,35499.0,435387.28,12.24,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,16.92,2025-09-09,16.92,68116.0,1154757.52,16.92,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,12.275,2025-09-09,12.275,1425399.0,17497532.4725,12.276,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CASINO BSA1,FR001400OJ72,COBS1,Euronext Paris,EUR,0.0155,2025-09-09,0.0,0.0,0.0,,NOT_FOUND,NOT_FOUND,,,,,,,
CASINO BSA3,FR001400OJ98,COBS3,Euronext Paris,EUR,0.0005,2025-09-09,0.0005,5399.0,2.7,0.515,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CASINO GUICHARD,FR001400OKR3,CO,Euronext Paris,EUR,0.515,2025-09-09,0.515,653285.0,337384.56825,0.515,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.66,2025-09-09,3.66,19495.0,70892.69,3.66,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CELYAD ONCOLOGY,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,0.309,2025-09-09,0.309,3370.0,1059.345,0.301,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CENERGY,BE0974303357,CENER,Euronext Brussels,EUR,10.7,2025-09-09,10.7,4545.0,48767.88,10.7,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CFE,BE0003883031,CFEB,Euronext Brussels,EUR,9.44,2025-09-09,9.44,838.0,7875.38,9.32,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CFI,FR0000037475,CFI,Euronext Paris,EUR,3.34,2025-09-09,3.34,1620.0,5367.4,3.34,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
