name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_spread_pct,ibkr_liquidite,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,8.35,2025-08-29,8.35,30678.0,257153.44,BEN,SMART,8.37,HISTORICAL,,,,,8.37,,,2025-08-31T13:44:07.082059,OK,ISIN:FR0000035164->BEN@SMART,WEEKEND
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,2.8,2025-08-29,2.8,211.0,600.8,BEVER,SMART,2.8,HISTORICAL,,,,,2.8,,,2025-08-31T13:44:08.250716,OK,ISIN:NL0000285278->BEVER@SMART,WEEKEND
BIC,FR0000120966,BB,Euronext Paris,EUR,53.4,2025-08-29,53.4,31170.0,1669468.3,BB,SMART,53.75,HISTORICAL,,,,,53.75,,,2025-08-31T13:44:19.073373,OK,ISIN:FR0000120966->BB@SMART,WEEKEND
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,1.51,2025-08-29,1.51,43203.0,63874.742,BIG,SMART,1.518,HISTORICAL,,,,,1.518,,,2025-08-31T13:44:20.357814,OK,ISIN:FR0000074072->BIG@SMART,WEEKEND
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,0.29,2025-08-29,0.29,112228.0,32628.61,BCART,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:BE0974281132->BCART@SMART,WEEKEND
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,118.7,2025-08-29,118.7,75225.0,8929259.8,BIM,SMART,118.7,HISTORICAL,,,,,118.7,,,2025-08-31T13:44:22.870357,OK,ISIN:FR0013280286->BIM@SMART,WEEKEND
BIOSENIC,BE0974280126,BIOS,"Euronext Brussels, Paris",EUR,0.0027,2025-08-29,0.0027,372625.0,1002.262,BIOS,SMART,0.0026,HISTORICAL,,,,,0.0026,,,2025-08-31T13:44:24.135206,OK,ISIN:BE0974280126->BIOS@SMART,WEEKEND
BIOTALYS,BE0974386188,BTLS,Euronext Brussels,EUR,4.56,2025-08-29,4.56,122818.0,564730.99,BTLS,SMART,4.59,HISTORICAL,,,,,4.59,,,2025-08-31T13:44:25.414406,OK,ISIN:BE0974386188->BTLS@SMART,WEEKEND
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,109.0,2025-08-29,109,20.0,2180.0,BLEE,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000062150->BLEE@SMART,WEEKEND
BM3EAC,KYG137071075,BACE,Euronext Amsterdam,USD,10.0,2025-08-29,10,354.0,3540.0,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,WEEKEND
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,76.83,2025-08-29,76.83,2247764.0,172218644.705,BNP,SMART,76.62,HISTORICAL,,,,,76.62,,,2025-08-31T13:44:28.230055,OK,ISIN:FR0000131104->BNP@SMART,WEEKEND
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,21.1,2025-08-29,21.1,2706.0,56978.0,BOI,SMART,21.0,HISTORICAL,,,,,21.0,,,2025-08-31T13:44:29.500358,OK,ISIN:FR0000061129->BOI@SMART,WEEKEND
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,4.988,2025-08-29,4.988,435572.0,2173885.635,BOL,SMART,5.01,HISTORICAL,,,,,5.01,,,2025-08-31T13:44:30.772095,OK,ISIN:FR0000039299->BOL@SMART,WEEKEND
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,7.93,2025-08-29,7.93,8067.0,64259.75,BON,SMART,7.93,HISTORICAL,,,,,7.93,,,2025-08-31T13:44:32.038566,OK,ISIN:FR0000063935->BON@SMART,WEEKEND
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,4.26,2025-08-29,4.26,2905.0,12291.21,BSD,SMART,4.26,HISTORICAL,,,,,4.26,,,2025-08-31T13:44:33.314845,OK,ISIN:FR0000074254->BSD@SMART,WEEKEND
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,36.64,2025-08-29,36.64,400440.0,14666756.09,EN,SMART,36.735,HISTORICAL,,,,,36.735,,,2025-08-31T13:44:34.589081,OK,ISIN:FR0000120503->EN@SMART,WEEKEND
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,2.135,2025-08-29,2.135,117848.0,252004.09,BPOST,SMART,2.136,HISTORICAL,,,,,2.136,,,2025-08-31T13:44:35.864853,OK,ISIN:BE0974268972->BPOST@SMART,WEEKEND
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,473.0,2025-08-29,473,267.0,125926.0,BNB,SMART,473.0,HISTORICAL,,,,,473.0,,,2025-08-31T13:44:37.139658,OK,ISIN:BE0003008019->BNB@SMART,WEEKEND
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,112.0,2025-08-29,112,2999.0,336785.2,BREB,SMART,112.4,HISTORICAL,,,,,112.4,,,2025-08-31T13:44:38.384502,OK,ISIN:LU1068091351->BREB@SMART,WEEKEND
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,8.64,2025-08-29,8.64,69181.0,600279.04,BRNL,SMART,8.68,HISTORICAL,,,,,8.68,,,2025-08-31T13:44:39.624218,OK,ISIN:NL0010776944->BRNL@SMART,WEEKEND
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,25.76,2025-08-29,25.76,623673.0,16070177.34,BVI,SMART,25.8,HISTORICAL,,,,,25.8,,,2025-08-31T13:44:40.900426,OK,ISIN:FR0006174348->BVI@SMART,WEEKEND
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,387.0,2025-08-29,387,3.0,1157.0,BUR1,SMART,390.0,HISTORICAL,,,,,390.0,,,2025-08-31T13:44:42.170917,OK,ISIN:FR0000061137->BUR1@SMART,WEEKEND
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,117.8,2025-08-29,117.8,781.0,90445.48,CAT31,SMART,117.8,HISTORICAL,,,,,117.8,,,2025-08-31T13:44:43.439169,OK,ISIN:FR0000045544->CAT31@SMART,WEEKEND
CABKA,NL00150000S7,CABKA,Euronext Amsterdam,EUR,1.865,2025-08-29,1.865,491.0,909.85,CABKA,SMART,1.864,HISTORICAL,,,,,1.864,,,2025-08-31T13:44:44.679406,OK,ISIN:NL00150000S7->CABKA@SMART,WEEKEND
CABKA DSC2 TS,NL00150002R5,DSC2S,Euronext Amsterdam,EUR,0.01,2025-08-29,-,,,DSC2S,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:NL00150002R5->DSC2S@SMART,WEEKEND
CABKA EUR 12W,NL00150000U3,DSCW2,Euronext Amsterdam,EUR,0.0025,2025-08-29,0.0025,25.0,0.06,DSCW2,SMART,0.0025,HISTORICAL,,,,,0.0025,,,2025-08-31T13:44:50.178153,OK,ISIN:NL00150000U3->DSCW2@SMART,WEEKEND
CABKA EUR 13W,NL00150000V1,DSCW3,Euronext Amsterdam,EUR,0.0015,2025-08-29,0.0015,25.0,0.04,DSCW3,SMART,0.0015,HISTORICAL,,,,,0.0015,,,2025-08-31T13:44:51.343555,OK,ISIN:NL00150000V1->DSCW3@SMART,WEEKEND
CAMBODGE NOM.,FR001400SUB7,CBDG,Euronext Paris,EUR,98.0,2025-08-29,98,28.0,2744.0,CBDG,SMART,98.0,HISTORICAL,,,,,98.0,,,2025-08-31T13:44:55.076078,OK,ISIN:FR001400SUB7->CBDG@SMART,WEEKEND
CAMPINE,BE0003825420,CAMB,Euronext Brussels,EUR,255.0,2025-08-29,255,471.0,119480.0,CAMB,SMART,255.0,HISTORICAL,,,,,255.0,,,2025-08-31T13:45:01.073786,OK,ISIN:BE0003825420->CAMB@SMART,WEEKEND
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,121.45,2025-08-29,121.45,425603.0,51842501.65,CAP,SMART,121.46,HISTORICAL,,,,,121.46,,,2025-08-31T13:45:07.085814,OK,ISIN:FR0000125338->CAP@SMART,WEEKEND
CARE PROPERTY INV.,BE0974273055,CPINV,Euronext Brussels,EUR,12.52,2025-08-29,12.52,42417.0,531263.92,CPINV,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:BE0974273055->CPINV@SMART,WEEKEND
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,17.2,2025-08-29,17.2,78683.0,1353575.74,CARM,SMART,17.18,HISTORICAL,,,,,17.18,,,2025-08-31T13:45:19.632378,OK,ISIN:FR0010828137->CARM@SMART,WEEKEND
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,12.365,2025-08-29,12.365,1416345.0,17509565.2475,CA,SMART,12.38,HISTORICAL,,,,,12.38,,,2025-08-31T13:45:20.913641,OK,ISIN:FR0000120172->CA@SMART,WEEKEND
CASINO BSA1,FR001400OJ72,COBS1,Euronext Paris,EUR,0.0155,2025-08-29,-,,,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,WEEKEND
CASINO BSA3,FR001400OJ98,COBS3,Euronext Paris,EUR,0.0005,2025-08-29,0.0005,800000.0,400.0,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,WEEKEND
CASINO GUICHARD,FR001400OKR3,CO,Euronext Paris,EUR,0.58,2025-08-29,0.58,838393.0,496248.53525,CO,SMART,0.58,HISTORICAL,,,,,0.58,,,2025-08-31T13:45:23.568415,OK,ISIN:FR001400OKR3->CO@SMART,WEEKEND
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.65,2025-08-29,3.65,11003.0,39942.13,CBOT,SMART,3.64,HISTORICAL,,,,,3.64,,,2025-08-31T13:45:24.837940,OK,ISIN:FR0010193979->CBOT@SMART,WEEKEND
CEGEDIM,FR0000053506,CGM,Euronext Paris,EUR,10.65,2025-08-29,10.65,4024.0,43375.0,CGM,SMART,10.66,HISTORICAL,,,,,10.66,,,2025-08-31T13:45:26.102795,OK,ISIN:FR0000053506->CGM@SMART,WEEKEND
CELYAD ONCOLOGY,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,0.319,2025-08-29,0.319,32357.0,10166.195,CYAD,SMART,0.318,HISTORICAL,,,,,0.318,,,2025-08-31T13:45:27.384750,OK,ISIN:BE0974260896->CYAD@SMART,WEEKEND
CENERGY,BE0974303357,CENER,Euronext Brussels,EUR,10.74,2025-08-29,10.74,2185.0,23261.44,CENER,SMART,10.6,HISTORICAL,,,,,10.6,,,2025-08-31T13:45:28.665011,OK,ISIN:BE0974303357->CENER@SMART,WEEKEND
CFE,BE0003883031,CFEB,Euronext Brussels,EUR,8.86,2025-08-29,8.86,12373.0,108139.76,CFEB,SMART,8.6,HISTORICAL,,,,,8.6,,,2025-08-31T13:45:29.944839,OK,ISIN:BE0003883031->CFEB@SMART,WEEKEND
CFI,FR0000037475,CFI,Euronext Paris,EUR,1.93,2025-08-29,1.93,201.0,387.93,CFI,SMART,1.93,HISTORICAL,,,,,1.93,,,2025-08-31T13:45:31.211958,OK,ISIN:FR0000037475->CFI@SMART,WEEKEND
CHAUSSERIA,FR0000060907,CHSR,Euronext Paris,EUR,7.0,2025-08-29,7,2.0,14.0,CHSR1,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000060907->CHSR1@SMART,WEEKEND
CHRISTIAN DIOR,FR0000130403,CDI,Euronext Paris,EUR,482.0,2025-08-29,482,5974.0,2909389.4,CDI,SMART,485.2,HISTORICAL,,,,,485.2,,,2025-08-31T13:45:33.752653,OK,ISIN:FR0000130403->CDI@SMART,WEEKEND
CIE BOIS SAUVAGE,BE0003592038,COMB,Euronext Brussels,EUR,264.0,2025-08-29,264,500.0,131367.0,COMB,SMART,264.0,HISTORICAL,,,,,264.0,,,2025-08-31T13:45:35.035854,OK,ISIN:BE0003592038->COMB@SMART,WEEKEND
CIECHARGEURSINVEST,FR0000130692,CRI,Euronext Paris,EUR,10.76,2025-08-29,10.76,1339.0,14383.62,CRI,SMART,10.76,HISTORICAL,,,,,10.76,,,2025-08-31T13:45:36.317051,OK,ISIN:FR0000130692->CRI@SMART,WEEKEND
CLARANOVA,FR0013426004,CLA,Euronext Paris,EUR,1.7,2025-08-29,1.7,164513.0,281237.282,CLA,SMART,1.708,HISTORICAL,,,,,1.708,,,2025-08-31T13:45:37.565075,OK,ISIN:FR0013426004->CLA@SMART,WEEKEND
CLARIANE,FR0010386334,CLARI,Euronext Paris,EUR,4.28,2025-08-29,4.28,428291.0,1837319.394,CLARI,SMART,4.303,HISTORICAL,,,,,4.303,,,2025-08-31T13:45:38.832409,OK,ISIN:FR0010386334->CLARI@SMART,WEEKEND
CM.COM,NL0012747059,CMCOM,Euronext Amsterdam,EUR,4.51,2025-08-29,4.51,34586.0,157705.435,CMCOM,SMART,4.514,HISTORICAL,,,,,4.514,,,2025-08-31T13:45:40.081725,OK,ISIN:NL0012747059->CMCOM@SMART,WEEKEND
CMB.TECH,BE0003816338,CMBT,Euronext Brussels,EUR,7.31,2025-08-29,7.31,360769.0,2672445.3,CMBT,SMART,7.34,HISTORICAL,,,,,7.34,,,2025-08-31T13:45:41.250798,OK,ISIN:BE0003816338->CMBT@SMART,WEEKEND
Coca-ColaEuropacif,GB00BDCPN049,CCEP,Euronext Amsterdam,EUR,76.3,2025-08-29,76.3,20084.0,1529311.7,CCEP,SMART,75.7,HISTORICAL,,,,,75.7,,,2025-08-31T13:45:42.406754,OK,ISIN:GB00BDCPN049->CCEP@SMART,WEEKEND
COFACE,FR0010667147,COFA,Euronext Paris,EUR,16.09,2025-08-29,16.09,110611.0,1781095.69,COFA,SMART,16.11,HISTORICAL,,,,,16.11,,,2025-08-31T13:45:43.665932,OK,ISIN:FR0010667147->COFA@SMART,WEEKEND
COFINIMMO,BE0003593044,COFB,Euronext Brussels,EUR,76.45,2025-08-29,76.45,57077.0,4381760.4,COFB,SMART,77.04,HISTORICAL,,,,,77.04,,,2025-08-31T13:45:44.930205,OK,ISIN:BE0003593044->COFB@SMART,WEEKEND
COHERIS,FR0004031763,COH,Euronext Paris,EUR,8.8,2025-08-29,8.8,2771.0,24238.32,COH1,SMART,8.8,HISTORICAL,,,,,8.8,,,2025-08-31T13:45:46.192449,OK,ISIN:FR0004031763->COH1@SMART,WEEKEND
COLRUYT,BE0974256852,COLR,Euronext Brussels,EUR,37.58,2025-08-29,37.58,35501.0,1336486.32,COLR,SMART,37.7,HISTORICAL,,,,,37.7,,,2025-08-31T13:45:47.472478,OK,ISIN:BE0974256852->COLR@SMART,WEEKEND
COMPAGNIE ODET,FR0000062234,ODET,Euronext Paris,EUR,1450.0,2025-08-29,1450,215.0,314890.0,ODET,SMART,1454.0,HISTORICAL,,,,,1454.0,,,2025-08-31T13:45:49.630471,OK,ISIN:FR0000062234->ODET@SMART,WEEKEND
CORBION,NL0010583399,CRBN,Euronext Amsterdam,EUR,17.23,2025-08-29,17.23,64647.0,1114872.24,CRBN,SMART,17.245,HISTORICAL,,,,,17.245,,,2025-08-31T13:45:55.632384,OK,ISIN:NL0010583399->CRBN@SMART,WEEKEND
COTY,US2220702037,COTY,Euronext Paris,EUR,3.672,2025-08-29,3.672,5693.0,21171.3095,CO3A,SMART,3.71,HISTORICAL,,,,,3.71,,,2025-08-31T13:45:56.863061,OK,ISIN:US2220702037->CO3A@SMART,WEEKEND
COURTOIS,FR0000065393,COUR,Euronext Paris,EUR,121.0,2025-08-29,121,1.0,121.0,COUR,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000065393->COUR@SMART,WEEKEND
COVIVIO,FR0000064578,COV,Euronext Paris,EUR,55.95,2025-08-29,55.95,77639.0,4344575.85,COV,SMART,55.8,HISTORICAL,,,,,55.8,,,2025-08-31T13:46:07.624846,OK,ISIN:FR0000064578->COV@SMART,WEEKEND
COVIVIO HOTELS,FR0000060303,COVH,Euronext Paris,EUR,23.2,2025-08-29,23.2,153.0,3547.9,COVH,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000060303->COVH@SMART,WEEKEND
CRCAM ALP.PROV.CCI,FR0000044323,CRAP,Euronext Paris,EUR,149.88,2025-08-29,149.88,442.0,65169.18,CRAP,SMART,149.88,HISTORICAL,,,,,149.88,,,2025-08-31T13:46:20.167965,OK,ISIN:FR0000044323->CRAP@SMART,WEEKEND
CRCAM ATL.VEND.CCI,FR0000185506,CRAV,Euronext Paris,EUR,150.24,2025-08-29,150.24,1014.0,151624.56,CRAV,SMART,150.24,HISTORICAL,,,,,150.24,,,2025-08-31T13:46:21.432648,OK,ISIN:FR0000185506->CRAV@SMART,WEEKEND
CRCAM BRIE PIC2CCI,FR0010483768,CRBP2,Euronext Paris,EUR,27.0,2025-08-29,27,6591.0,177728.525,CRBP2,SMART,27.286,HISTORICAL,,,,,27.286,,,2025-08-31T13:46:22.712121,OK,ISIN:FR0010483768->CRBP2@SMART,WEEKEND
CRCAM ILLE-VIL.CCI,FR0000045213,CIV,Euronext Paris,EUR,116.0,2025-08-29,116,1730.0,202230.48,CIV,SMART,116.0,HISTORICAL,,,,,116.0,,,2025-08-31T13:46:23.990331,OK,ISIN:FR0000045213->CIV@SMART,WEEKEND
CRCAM LANGUED CCI,FR0010461053,CRLA,Euronext Paris,EUR,94.4,2025-08-29,94.4,1470.0,133935.45,CRLA,SMART,94.38,HISTORICAL,,,,,94.38,,,2025-08-31T13:46:25.271180,OK,ISIN:FR0010461053->CRLA@SMART,WEEKEND
CRCAM LOIRE HTE L.,FR0000045239,CRLO,Euronext Paris,EUR,101.5,2025-08-29,101.5,452.0,45762.46,CRLO,SMART,101.5,HISTORICAL,,,,,101.5,,,2025-08-31T13:46:26.532774,OK,ISIN:FR0000045239->CRLO@SMART,WEEKEND
CRCAM MORBIHAN CCI,FR0000045551,CMO,Euronext Paris,EUR,110.66,2025-08-29,110.66,279.0,30336.7,CMO,SMART,111.0,HISTORICAL,,,,,111.0,,,2025-08-31T13:46:27.812642,OK,ISIN:FR0000045551->CMO@SMART,WEEKEND
CRCAM NORD CCI,FR0000185514,CNDF,Euronext Paris,EUR,23.835,2025-08-29,23.835,58339.0,1396044.68,CNDF,SMART,23.91,HISTORICAL,,,,,23.91,,,2025-08-31T13:46:29.073297,OK,ISIN:FR0000185514->CNDF@SMART,WEEKEND
CRCAM NORM.SEINE,FR0000044364,CCN,Euronext Paris,EUR,130.02,2025-08-29,130.02,493.0,64849.68,CCN,SMART,132.0,HISTORICAL,,,,,132.0,,,2025-08-31T13:46:30.359969,OK,ISIN:FR0000044364->CCN@SMART,WEEKEND
CRCAM PARIS ET IDF,FR0000045528,CAF,Euronext Paris,EUR,103.9,2025-08-29,103.9,1500.0,154085.78,CAF1,SMART,103.92,HISTORICAL,,,,,103.92,,,2025-08-31T13:46:31.639917,OK,ISIN:FR0000045528->CAF1@SMART,WEEKEND
CRCAM SUD R.A.CCI,FR0000045346,CRSU,Euronext Paris,EUR,220.85,2025-08-29,220.85,796.0,177902.5,CRSU,SMART,224.0,HISTORICAL,,,,,224.0,,,2025-08-31T13:46:32.900364,OK,ISIN:FR0000045346->CRSU@SMART,WEEKEND
CRCAM TOURAINE CCI,FR0000045304,CRTO,Euronext Paris,EUR,122.5,2025-08-29,122.5,277.0,33984.48,CRTO,SMART,124.68,HISTORICAL,,,,,124.68,,,2025-08-31T13:46:34.173304,OK,ISIN:FR0000045304->CRTO@SMART,WEEKEND
CREDIT AGRICOLE,FR0000045072,ACA,Euronext Paris,EUR,15.63,2025-08-29,15.63,4483104.0,69925351.0875,ACA,SMART,15.606,HISTORICAL,,,,,15.606,,,2025-08-31T13:46:35.431014,OK,ISIN:FR0000045072->ACA@SMART,WEEKEND
CRESCENT,BE0003836534,OPTI,Euronext Brussels,EUR,0.006,2025-08-29,0.006,37898.0,235.7792,OPTI,SMART,0.006,HISTORICAL,,,,,0.006,,,2025-08-31T13:46:36.607337,OK,ISIN:BE0003836534->OPTI@SMART,WEEKEND
CROSSWOOD,FR0000050395,CROS,Euronext Paris,EUR,10.7,2025-08-29,10.7,20.0,214.0,CROS,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000050395->CROS@SMART,WEEKEND
CTAC,NL0000345577,CTAC,Euronext Amsterdam,EUR,3.28,2025-08-29,3.28,2480.0,8140.4,CTAC,SMART,3.28,HISTORICAL,,,,,3.28,,,2025-08-31T13:46:39.095353,OK,ISIN:NL0000345577->CTAC@SMART,WEEKEND
CTP,NL00150006R6,CTPNV,Euronext Amsterdam,EUR,18.36,2025-08-29,18.36,131818.0,2423506.64,CTPNV,SMART,18.44,HISTORICAL,,,,,18.44,,,2025-08-31T13:46:40.341656,OK,ISIN:NL00150006R6->CTPNV@SMART,WEEKEND
CUMULEX,BE0003463685,CLEX,Euronext Brussels,EUR,0.755,2025-08-29,0.755,40.0,30.2,CLEX,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:BE0003463685->CLEX@SMART,WEEKEND
CVC CAPITAL,JE00BRX98089,CVC,Euronext Amsterdam,EUR,17.25,2025-08-29,17.25,500831.0,8649990.63,CVC,SMART,17.32,HISTORICAL,,,,,17.32,,,2025-08-31T13:46:42.849343,OK,ISIN:JE00BRX98089->CVC@SMART,WEEKEND
D'IETEREN GROUP,BE0974259880,DIE,Euronext Brussels,EUR,185.1,2025-08-29,185.1,44848.0,8303717.0,DIE,SMART,184.3,HISTORICAL,,,,,184.3,,,2025-08-31T13:46:44.158761,OK,ISIN:BE0974259880->DIE@SMART,WEEKEND
DANONE,FR0000120644,BN,Euronext Paris,EUR,71.18,2025-08-29,71.18,723735.0,51509424.9,BN,SMART,71.23,HISTORICAL,,,,,71.23,,,2025-08-31T13:46:45.432196,OK,ISIN:FR0000120644->BN@SMART,WEEKEND
DASSAULT AVIATION,FR0014004L86,AM,Euronext Paris,EUR,270.0,2025-08-29,270,43280.0,11716120.3,AM,SMART,270.4,HISTORICAL,,,,,270.4,,,2025-08-31T13:46:50.162683,OK,ISIN:FR0014004L86->AM@SMART,WEEKEND
DASSAULT SYSTEMES,FR0014003TT8,DSY,Euronext Paris,EUR,26.6,2025-08-29,26.6,2418736.0,64603767.795,DSY,SMART,26.745,HISTORICAL,,,,,26.745,,,2025-08-31T13:46:56.155106,OK,ISIN:FR0014003TT8->DSY@SMART,WEEKEND
DBV TECHNOLOGIES,FR0010417345,DBV,Euronext Paris,EUR,1.596,2025-08-29,1.596,228442.0,365637.402,DBV,SMART,1.577,HISTORICAL,,,,,1.577,,,2025-08-31T13:47:02.163348,OK,ISIN:FR0010417345->DBV@SMART,WEEKEND
DECEUNINCK,BE0003789063,DECB,Euronext Brussels,EUR,2.115,2025-08-29,2.115,92163.0,194645.42,DECB,SMART,2.12,HISTORICAL,,,,,2.12,,,2025-08-31T13:47:08.221294,OK,ISIN:BE0003789063->DECB@SMART,WEEKEND
DEEZER,FR001400AYG6,DEEZR,Euronext Paris,EUR,1.18,2025-08-29,1.18,2481.0,2940.685,DEEZR,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR001400AYG6->DEEZR@SMART,WEEKEND
DEEZER WARRANTS,FR0014004JF6,DEEZW,Euronext Paris,EUR,0.0005,2025-08-29,0.0005,2.0,,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,WEEKEND
DEKUPLE,FR0000062978,DKUPL,Euronext Paris,EUR,27.5,2025-08-29,27.5,2885.0,79591.2,DKUPL,SMART,26.7,HISTORICAL,,,,,26.7,,,2025-08-31T13:47:21.108329,OK,ISIN:FR0000062978->DKUPL@SMART,WEEKEND
DEME GROUP,BE0974413453,DEME,Euronext Brussels,EUR,130.2,2025-08-29,130.2,9070.0,1189942.4,DEME,SMART,130.6,HISTORICAL,,,,,130.6,,,2025-08-31T13:47:22.391410,OK,ISIN:BE0974413453->DEME@SMART,WEEKEND
DERICHEBOURG,FR0000053381,DBG,Euronext Paris,EUR,5.98,2025-08-29,5.98,105024.0,627999.57,DBG,SMART,6.002,HISTORICAL,,,,,6.002,,,2025-08-31T13:47:23.656309,OK,ISIN:FR0000053381->DBG@SMART,WEEKEND
DGB GROUP N.V.,NL0009169515,DGB,Euronext Amsterdam,EUR,0.606,2025-08-29,0.606,17314.0,10578.48,DGB,SMART,0.606,HISTORICAL,,,,,0.606,,,2025-08-31T13:47:24.902547,OK,ISIN:NL0009169515->DGB@SMART,WEEKEND
DIEGEM KENNEDYCERT,BE0003698124,DIEG,Euronext Brussels,EUR,115.0,2025-08-29,115,24.0,2760.0,DIEG,SMART,115.0,HISTORICAL,,,,,115.0,,,2025-08-31T13:47:26.168581,OK,ISIN:BE0003698124->DIEG@SMART,WEEKEND
DISTRI-LAND CERT,BE0003605160,DISL,Euronext Brussels,EUR,206.0,2025-08-29,206,10.0,2060.0,DISL,SMART,206.0,HISTORICAL,,,,,206.0,,,2025-08-31T13:47:27.462088,OK,ISIN:BE0003605160->DISL@SMART,WEEKEND
DOCK.PETR.AMBES AM,FR0000065260,DPAM,Euronext Paris,EUR,925.0,2025-08-29,925,11.0,9975.0,DPAM,SMART,926.0,HISTORICAL,,,,,926.0,,,2025-08-31T13:47:28.726009,OK,ISIN:FR0000065260->DPAM@SMART,WEEKEND
DSM FIRMENICH AG,CH1216478797,DSFIR,Euronext Amsterdam,EUR,83.5,2025-08-29,83.5,444012.0,37153583.23,DSFIR,SMART,83.7,HISTORICAL,,,,,83.7,,,2025-08-31T13:47:30.005488,OK,ISIN:CH1216478797->DSFIR@SMART,WEEKEND
EAGLEFOOTBALLGROUP,FR0010428771,EFG,Euronext Paris,EUR,1.89,2025-08-29,1.89,87.0,164.315,EFG,SMART,1.89,HISTORICAL,,,,,1.89,,,2025-08-31T13:47:31.283122,OK,ISIN:FR0010428771->EFG@SMART,WEEKEND
EASE2PAY NV,NL0000345627,EAS2P,Euronext Amsterdam,EUR,0.439,2025-08-29,0.439,6664.0,2887.395,EAS2P,SMART,0.426,HISTORICAL,,,,,0.426,,,2025-08-31T13:47:32.513527,OK,ISIN:NL0000345627->EAS2P@SMART,WEEKEND
EBUSCO HOLDING,NL0015002AG2,EBUS,Euronext Amsterdam,EUR,0.3152,2025-08-29,0.3152,941066.0,301355.377,EBUS,SMART,0.3198,HISTORICAL,,,,,0.3198,,,2025-08-31T13:47:33.763102,OK,ISIN:NL0015002AG2->EBUS@SMART,WEEKEND
ECONOCOM GROUP,BE0974313455,ECONB,Euronext Brussels,EUR,1.788,2025-08-29,1.788,10535.0,18776.89,ECONB,SMART,1.781,HISTORICAL,,,,,1.781,,,2025-08-31T13:47:34.932473,OK,ISIN:BE0974313455->ECONB@SMART,WEEKEND
EDENRED,FR0010908533,EDEN,Euronext Paris,EUR,24.7,2025-08-29,24.7,589829.0,14546648.73,EDEN,SMART,24.655,HISTORICAL,,,,,24.655,,,2025-08-31T13:47:36.194297,OK,ISIN:FR0010908533->EDEN@SMART,WEEKEND
EIFFAGE,FR0000130452,FGR,Euronext Paris,EUR,107.5,2025-08-29,107.5,313597.0,33542156.3,FGR,SMART,107.8,HISTORICAL,,,,,107.8,,,2025-08-31T13:47:37.458606,OK,ISIN:FR0000130452->FGR@SMART,WEEKEND
EKINOPS,FR0011466069,EKI,Euronext Paris,EUR,3.305,2025-08-29,3.305,15314.0,50885.895,EKI,SMART,3.298,HISTORICAL,,,,,3.298,,,2025-08-31T13:47:38.721400,OK,ISIN:FR0011466069->EKI@SMART,WEEKEND
