name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_price,ibkr_status,ibkr_method,ibkr_liquidite,ibkr_spread_pct,ibkr_volume,ibkr_bid,ibkr_ask,ibkr_last,ibkr_close
ATLAND,FR0013455482,ATLD,Euronext Paris,EUR,44.3,2025-09-08,44.3,7.0,310.1,44.3,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
ATOS,FR001400X2S4,ATO,Euronext Paris,EUR,41.145,2025-09-08,41.145,109647.0,4461392.1375,41.146,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,43.3,2025-09-08,43.3,3185.0,137523.4,43.3,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUGROS COSMETIC,FR0000061780,AUGR,Euronext Paris,EUR,5.6,2025-09-08,5.6,52.0,291.0,5.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AUREA,FR0000039232,AURE,Euronext Paris,EUR,5.78,2025-09-08,5.78,692.0,4085.8,5.78,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVANTIUM,NL0015002IE0,AVTX,"Euronext Amsterdam, Brussels",EUR,9.0,2025-09-08,9.0,345315.0,3184621.9035,9.02,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVANTIUM(SUB),NL0015002ND2,AVTRI,"Euronext Amsterdam, Brussels",EUR,1.93,2025-09-08,1.93,379380.0,754340.9132,1.924,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AVENIR TELECOM,FR001400CFI7,AVT,Euronext Paris,EUR,0.0358,2025-09-08,0.0358,2350.0,82.53,0.0358,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AXA,FR0000120628,CS,Euronext Paris,EUR,39.76,2025-09-08,39.76,2510596.0,99700092.59,39.76,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AYVENS,FR0013258662,AYV,Euronext Paris,EUR,9.315,2025-09-08,9.315,193353.0,1798495.175,9.314,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZELIS GROUP,BE0974400328,AZE,Euronext Brussels,EUR,12.56,2025-09-08,12.56,180178.0,2262035.13,12.57,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZERION,NL00150006Z9,AZRN,Euronext Amsterdam,EUR,1.39,2025-09-08,1.39,31458.0,43342.025,1.39,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
AZERION WARRANTS,NL00150007A0,AZRNW,Euronext Amsterdam,EUR,0.0005,2025-09-08,0.0005,167.0,0.0835,0.0005,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
B&S Group,LU1789205884,BSGR,Euronext Amsterdam,EUR,5.9,2025-09-08,5.9,6628.0,39105.23,5.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BAINS MER MONACO,MC0000031187,BAIN,Euronext Paris,EUR,106.5,2025-09-08,106.5,2378.0,248754.5,106.6,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,0.372,2025-09-08,0.372,20465.0,7750.527,0.372,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BAM GROEP KON,NL0000337319,BAMNB,Euronext Amsterdam,EUR,7.835,2025-09-08,7.835,813372.0,6346844.4,7.834,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANIJAY GROUP,NL0015000X07,BNJ,Euronext Amsterdam,EUR,8.65,2025-09-08,8.65,1496.0,13151.55,8.66,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANIJAY GROUP WARR,NL0015000H56,BNJW,Euronext Amsterdam,EUR,0.25,2025-09-08,0.25,163.0,40.75,,NO_HIST_DATA,CACHE,,,,,,,
BANIMMO A,BE0003870871,BANI,Euronext Brussels,EUR,3.2,2025-09-08,3.2,3902.0,12446.36,3.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BANQUP GROUP,BE0974371032,BANQ,Euronext Brussels,EUR,3.9,2025-09-08,3.9,5438.0,20892.92,3.88,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,3.82,2025-09-08,3.82,50.0,191.0,3.82,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BARCO,BE0974362940,BAR,Euronext Brussels,EUR,13.99,2025-09-08,13.99,43061.0,600410.82,13.97,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASIC-FIT,NL0011872650,BFIT,Euronext Amsterdam,EUR,25.42,2025-09-08,25.42,33293.0,844086.64,25.42,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASSAC,FR0004023208,BASS,Euronext Paris,EUR,52.8,2025-09-08,52.8,343.0,18145.4,52.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,24.05,2025-09-08,24.05,5614.0,134934.2,24.06,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BE SEMICONDUCTOR,NL0012866412,BESI,Euronext Amsterdam,EUR,110.85,2025-09-08,110.85,233712.0,25754083.8,110.86,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,38.6,2025-09-08,38.6,29379.0,1131848.4,38.62,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BELYSSE GROUP,BE0974314461,BELYS,Euronext Brussels,EUR,0.935,2025-09-08,0.935,37931.0,36318.9,0.936,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,8.67,2025-09-08,8.67,102748.0,863169.905,8.67,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,2.8,2025-09-08,2.8,211.0,600.8,2.8,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIC,FR0000120966,BB,Euronext Paris,EUR,53.9,2025-09-08,53.9,20043.0,1078436.1,53.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,1.372,2025-09-08,1.372,8047.0,11033.416,1.372,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,0.29,2025-09-08,0.29,112228.0,32628.61,,NO_HIST_DATA,CACHE,,,,,,,
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,113.9,2025-09-08,113.9,193144.0,22069631.1,113.9,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOSENIC,BE0974280126,BIOS,"Euronext Brussels, Paris",EUR,0.0028,2025-09-08,0.0028,1176777.0,3152.451,0.0026,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BIOTALYS,BE0974386188,BTLS,Euronext Brussels,EUR,4.34,2025-09-08,4.34,32147.0,135538.91,4.34,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,109.0,2025-09-08,109.0,10.0,1090.0,,NO_HIST_DATA,CACHE,,,,,,,
BM3EAC,KYG137071075,BACE,Euronext Amsterdam,USD,10.0,2025-09-08,10.0,354.0,3540.0,,NO_HIST_DATA,CACHE,,,,,,,
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,76.7,2025-09-08,76.7,1766240.0,135402334.03,76.7,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,23.3,2025-09-08,23.3,6924.0,162911.4,23.3,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,4.868,2025-09-08,4.868,1394651.0,6787269.842,4.868,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,7.57,2025-09-08,7.57,11729.0,89446.9,7.57,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,4.14,2025-09-08,4.14,3045.0,12613.78,4.14,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,36.44,2025-09-08,36.44,687149.0,25042288.88,36.44,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,2.075,2025-09-08,2.075,90526.0,187540.365,2.06,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,441.0,2025-09-08,441.0,82.0,36633.0,445.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,110.6,2025-09-08,110.6,5406.0,599416.6,110.4,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,8.23,2025-09-08,8.23,84935.0,699293.47,8.23,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,26.62,2025-09-08,26.62,715013.0,18989794.44,26.62,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,381.0,2025-09-08,381.0,62.0,23759.0,0.0295,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,112.22,2025-09-08,112.22,2028.0,224324.5,112.22,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA,NL00150000S7,CABKA,Euronext Amsterdam,EUR,1.745,2025-09-08,1.745,32765.0,54213.335,1.746,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA DSC2 TS,NL00150002R5,DSC2S,Euronext Amsterdam,EUR,0.01,2025-09-08,0.0,0.0,0.0,0.01,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA EUR 12W,NL00150000U3,DSCW2,Euronext Amsterdam,EUR,0.0025,2025-09-08,0.0025,26.0,0.07,0.0025,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CABKA EUR 13W,NL00150000V1,DSCW3,Euronext Amsterdam,EUR,0.0015,2025-09-08,0.0015,26.0,0.04,0.0015,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAMBODGE NOM.,FR001400SUB7,CBDG,Euronext Paris,EUR,97.0,2025-09-08,97.0,42.0,4074.0,97.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAMPINE,BE0003825420,CAMB,Euronext Brussels,EUR,253.0,2025-09-08,253.0,1430.0,361790.0,250.0,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,127.15,2025-09-08,127.15,674313.0,85535993.2,127.16,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARE PROPERTY INV.,BE0974273055,CPINV,Euronext Brussels,EUR,12.18,2025-09-08,12.18,39910.0,488439.1,12.2,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,16.94,2025-09-08,16.94,60756.0,1030292.62,16.94,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,12.215,2025-09-08,12.215,1543522.0,18844786.17,12.214,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CASINO BSA1,FR001400OJ72,COBS1,Euronext Paris,EUR,0.0155,2025-09-08,0.0,0.0,0.0,,NOT_FOUND,NOT_FOUND,,,,,,,
CASINO BSA3,FR001400OJ98,COBS3,Euronext Paris,EUR,0.0005,2025-09-08,0.0005,5399.0,2.7,0.508,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CASINO GUICHARD,FR001400OKR3,CO,Euronext Paris,EUR,0.508,2025-09-08,0.508,1039834.0,527376.6369,0.508,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.62,2025-09-08,3.62,8023.0,29015.42,3.62,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CELYAD ONCOLOGY,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,0.301,2025-09-08,0.301,11223.0,3376.313,0.3,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CENERGY,BE0974303357,CENER,Euronext Brussels,EUR,10.62,2025-09-08,10.62,1473.0,15698.86,10.54,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CFE,BE0003883031,CFEB,Euronext Brussels,EUR,9.48,2025-09-08,9.48,4555.0,42294.32,9.28,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
CFI,FR0000037475,CFI,Euronext Paris,EUR,3.06,2025-09-08,3.06,927.0,2836.62,3.06,OK_HIST,CACHE|HISTORICAL_CLOSE,,,,,,,
