name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_spread_pct,ibkr_liquidite,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
BANIJAY GROUP,NL0015000X07,BNJ,Euronext Amsterdam,EUR,8.85,2025-08-29,8.85,1393.0,12134.65,BNJ,SMART,8.85,CLOSE_TICKER,,,,,8.85,,TRES_FAIBLE,2025-08-31T18:12:54.722646,OK,CACHE:ISIN:NL0015000X07->BNJ@SMART,WEEKEND
BANIJAY GROUP WARR,NL0015000H56,BNJW,Euronext Amsterdam,EUR,0.25,2025-08-29,0.25,163.0,40.75,BNJW,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,CACHE:ISIN:NL0015000H56->BNJW@SMART,WEEKEND
BANIMMO A,BE0003870871,BANI,Euronext Brussels,EUR,3.14,2025-08-29,3.14,32569.0,102425.16,BANI,SMART,3.44,CLOSE_TICKER,,,,,3.44,,TRES_FAIBLE,2025-08-31T18:12:57.071546,OK,CACHE:ISIN:BE0003870871->BANI@SMART,WEEKEND
BANQUP GROUP,BE0974371032,BANQ,Euronext Brussels,EUR,4.06,2025-08-29,4.06,31985.0,130394.9,BANQ,SMART,3.93,CLOSE_TICKER,,,,,3.93,,TRES_FAIBLE,2025-08-31T18:12:58.207918,OK,CACHE:ISIN:BE0974371032->BANQ@SMART,WEEKEND
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,3.82,2025-08-29,3.82,2.0,7.64,BUI,SMART,3.82,CLOSE_TICKER,,,,,3.82,,TRES_FAIBLE,2025-08-31T18:12:59.351798,OK,CACHE:ISIN:FR0000062788->BUI@SMART,WEEKEND
BARCO,BE0974362940,BAR,Euronext Brussels,EUR,14.03,2025-08-29,14.03,43669.0,614900.14,BAR,SMART,14.26,CLOSE_TICKER,,,,,14.26,,TRES_FAIBLE,2025-08-31T18:13:00.492009,OK,CACHE:ISIN:BE0974362940->BAR@SMART,WEEKEND
BASIC-FIT,NL0011872650,BFIT,Euronext Amsterdam,EUR,24.98,2025-08-29,24.98,110339.0,2766713.11,BFIT,SMART,25.68,CLOSE_TICKER,,,,,25.68,,TRES_FAIBLE,2025-08-31T18:13:01.637893,OK,CACHE:ISIN:NL0011872650->BFIT@SMART,WEEKEND
BASSAC,FR0004023208,BASS,Euronext Paris,EUR,57.4,2025-08-29,57.4,370.0,21170.4,BASS,SMART,57.0,CLOSE_TICKER,,,,,57.0,,TRES_FAIBLE,2025-08-31T18:13:02.774719,OK,CACHE:ISIN:FR0004023208->BASS@SMART,WEEKEND
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,26.05,2025-08-29,26.05,3682.0,96797.8,BLC,SMART,26.65,CLOSE_TICKER,,,,,26.65,,TRES_FAIBLE,2025-08-31T18:13:03.923374,OK,CACHE:ISIN:FR0000035370->BLC@SMART,WEEKEND
BE SEMICONDUCTOR,NL0012866412,BESI,Euronext Amsterdam,EUR,115.1,2025-08-29,115.1,422160.0,49094114.1,BESI,SMART,119.75,CLOSE_TICKER,,,,,119.75,,TRES_FAIBLE,2025-08-31T18:13:05.072162,OK,CACHE:ISIN:NL0012866412->BESI@SMART,WEEKEND
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,38.4,2025-08-29,38.4,28160.0,1085107.85,BEKB,SMART,38.65,CLOSE_TICKER,,,,,38.65,,TRES_FAIBLE,2025-08-31T18:13:06.221079,OK,CACHE:ISIN:BE0974258874->BEKB@SMART,WEEKEND
BELYSSE GROUP,BE0974314461,BELYS,Euronext Brussels,EUR,1.02,2025-08-29,1.02,13419.0,13734.69,BELYS,SMART,1.02,CLOSE_TICKER,,,,,1.02,,TRES_FAIBLE,2025-08-31T18:13:07.256602,OK,CACHE:ISIN:BE0974314461->BELYS@SMART,WEEKEND
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,8.35,2025-08-29,8.35,30678.0,257153.44,BEN,SMART,8.46,CLOSE_TICKER,,,,,8.46,,TRES_FAIBLE,2025-08-31T18:13:08.405021,OK,CACHE:ISIN:FR0000035164->BEN@SMART,WEEKEND
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,2.8,2025-08-29,2.8,211.0,600.8,BEVER,SMART,2.8,HISTORICAL,,,,,2.8,,,2025-08-31T18:13:09.512226,OK,CACHE:ISIN:NL0000285278->BEVER@SMART,WEEKEND
BIC,FR0000120966,BB,Euronext Paris,EUR,53.4,2025-08-29,53.4,31170.0,1669468.3,BB,SMART,53.5,CLOSE_TICKER,,,,,53.5,,TRES_FAIBLE,2025-08-31T18:13:10.654425,OK,CACHE:ISIN:FR0000120966->BB@SMART,WEEKEND
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,1.51,2025-08-29,1.51,43203.0,63874.742,BIG,SMART,1.442,CLOSE_TICKER,,,,,1.442,,TRES_FAIBLE,2025-08-31T18:13:11.800095,OK,CACHE:ISIN:FR0000074072->BIG@SMART,WEEKEND
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,0.29,2025-08-29,0.29,112228.0,32628.61,BCART,SMART,0.29,CLOSE_TICKER,,,,,0.29,,TRES_FAIBLE,2025-08-31T18:13:12.938349,OK,CACHE:ISIN:BE0974281132->BCART@SMART,WEEKEND
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,118.7,2025-08-29,118.7,75225.0,8929259.8,BIM,SMART,117.8,CLOSE_TICKER,,,,,117.8,,TRES_FAIBLE,2025-08-31T18:13:14.085285,OK,CACHE:ISIN:FR0013280286->BIM@SMART,WEEKEND
BIOSENIC,BE0974280126,BIOS,"Euronext Brussels, Paris",EUR,0.0027,2025-08-29,0.0027,372625.0,1002.262,BIOS,SMART,0.0027,CLOSE_TICKER,,,,,0.0027,,TRES_FAIBLE,2025-08-31T18:13:15.231032,OK,CACHE:ISIN:BE0974280126->BIOS@SMART,WEEKEND
BIOTALYS,BE0974386188,BTLS,Euronext Brussels,EUR,4.56,2025-08-29,4.56,122818.0,564730.99,BTLS,SMART,4.82,CLOSE_TICKER,,,,,4.82,,TRES_FAIBLE,2025-08-31T18:13:16.367708,OK,CACHE:ISIN:BE0974386188->BTLS@SMART,WEEKEND
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,109.0,2025-08-29,109,20.0,2180.0,BLEE,SMART,109.0,CLOSE_TICKER,,,,,109.0,,TRES_FAIBLE,2025-08-31T18:13:17.516021,OK,CACHE:ISIN:FR0000062150->BLEE@SMART,WEEKEND
BM3EAC,KYG137071075,BACE,Euronext Amsterdam,USD,10.0,2025-08-29,10,354.0,3540.0,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,WEEKEND
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,76.83,2025-08-29,76.83,2247764.0,172218644.705,BNP,SMART,76.9,CLOSE_TICKER,,,,,76.9,,TRES_FAIBLE,2025-08-31T18:13:18.663917,OK,CACHE:ISIN:FR0000131104->BNP@SMART,WEEKEND
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,21.1,2025-08-29,21.1,2706.0,56978.0,BOI,SMART,21.15,CLOSE_TICKER,,,,,21.15,,TRES_FAIBLE,2025-08-31T18:13:19.802296,OK,CACHE:ISIN:FR0000061129->BOI@SMART,WEEKEND
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,4.988,2025-08-29,4.988,435572.0,2173885.635,BOL,SMART,5.02,CLOSE_TICKER,,,,,5.02,,TRES_FAIBLE,2025-08-31T18:13:20.940270,OK,CACHE:ISIN:FR0000039299->BOL@SMART,WEEKEND
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,7.93,2025-08-29,7.93,8067.0,64259.75,BON,SMART,7.96,CLOSE_TICKER,,,,,7.96,,TRES_FAIBLE,2025-08-31T18:13:22.083293,OK,CACHE:ISIN:FR0000063935->BON@SMART,WEEKEND
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,4.26,2025-08-29,4.26,2905.0,12291.21,BSD,SMART,4.3,CLOSE_TICKER,,,,,4.3,,TRES_FAIBLE,2025-08-31T18:13:23.225552,OK,CACHE:ISIN:FR0000074254->BSD@SMART,WEEKEND
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,36.64,2025-08-29,36.64,400440.0,14666756.09,EN,SMART,36.73,CLOSE_TICKER,,,,,36.73,,TRES_FAIBLE,2025-08-31T18:13:24.372378,OK,CACHE:ISIN:FR0000120503->EN@SMART,WEEKEND
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,2.135,2025-08-29,2.135,117848.0,252004.09,BPOST,SMART,2.155,CLOSE_TICKER,,,,,2.155,,TRES_FAIBLE,2025-08-31T18:13:25.520112,OK,CACHE:ISIN:BE0974268972->BPOST@SMART,WEEKEND
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,473.0,2025-08-29,473,267.0,125926.0,BNB,SMART,472.0,CLOSE_TICKER,,,,,472.0,,TRES_FAIBLE,2025-08-31T18:13:26.666989,OK,CACHE:ISIN:BE0003008019->BNB@SMART,WEEKEND
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,112.0,2025-08-29,112,2999.0,336785.2,BREB,SMART,112.4,CLOSE_TICKER,,,,,112.4,,TRES_FAIBLE,2025-08-31T18:13:27.803094,OK,CACHE:ISIN:LU1068091351->BREB@SMART,WEEKEND
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,8.64,2025-08-29,8.64,69181.0,600279.04,BRNL,SMART,8.65,CLOSE_TICKER,,,,,8.65,,TRES_FAIBLE,2025-08-31T18:13:28.936986,OK,CACHE:ISIN:NL0010776944->BRNL@SMART,WEEKEND
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,25.76,2025-08-29,25.76,623673.0,16070177.34,BVI,SMART,25.92,CLOSE_TICKER,,,,,25.92,,TRES_FAIBLE,2025-08-31T18:13:30.071364,OK,CACHE:ISIN:FR0006174348->BVI@SMART,WEEKEND
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,387.0,2025-08-29,387,3.0,1157.0,BUR1,SMART,382.0,CLOSE_TICKER,,,,,382.0,,TRES_FAIBLE,2025-08-31T18:13:31.205599,OK,CACHE:ISIN:FR0000061137->BUR1@SMART,WEEKEND
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,117.8,2025-08-29,117.8,781.0,90445.48,CAT31,SMART,113.0,CLOSE_TICKER,,,,,113.0,,TRES_FAIBLE,2025-08-31T18:13:32.352697,OK,CACHE:ISIN:FR0000045544->CAT31@SMART,WEEKEND
CABKA,NL00150000S7,CABKA,Euronext Amsterdam,EUR,1.865,2025-08-29,1.865,491.0,909.85,CABKA,SMART,1.815,CLOSE_TICKER,,,,,1.815,,TRES_FAIBLE,2025-08-31T18:13:33.485044,OK,CACHE:ISIN:NL00150000S7->CABKA@SMART,WEEKEND
CABKA DSC2 TS,NL00150002R5,DSC2S,Euronext Amsterdam,EUR,0.01,2025-08-29,-,,,DSC2S,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,CACHE:ISIN:NL00150002R5->DSC2S@SMART,WEEKEND
CABKA EUR 12W,NL00150000U3,DSCW2,Euronext Amsterdam,EUR,0.0025,2025-08-29,0.0025,25.0,0.06,DSCW2,SMART,0.0025,HISTORICAL,,,,,0.0025,,,2025-08-31T18:13:35.872170,OK,CACHE:ISIN:NL00150000U3->DSCW2@SMART,WEEKEND
CABKA EUR 13W,NL00150000V1,DSCW3,Euronext Amsterdam,EUR,0.0015,2025-08-29,0.0015,25.0,0.04,DSCW3,SMART,0.0015,HISTORICAL,,,,,0.0015,,,2025-08-31T18:13:37.151404,OK,CACHE:ISIN:NL00150000V1->DSCW3@SMART,WEEKEND
CAMBODGE NOM.,FR001400SUB7,CBDG,Euronext Paris,EUR,98.0,2025-08-29,98,28.0,2744.0,CBDG,SMART,98.5,CLOSE_TICKER,,,,,98.5,,TRES_FAIBLE,2025-08-31T18:13:38.289251,OK,CACHE:ISIN:FR001400SUB7->CBDG@SMART,WEEKEND
CAMPINE,BE0003825420,CAMB,Euronext Brussels,EUR,255.0,2025-08-29,255,471.0,119480.0,CAMB,SMART,249.0,CLOSE_TICKER,,,,,249.0,,TRES_FAIBLE,2025-08-31T18:13:39.423221,OK,CACHE:ISIN:BE0003825420->CAMB@SMART,WEEKEND
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,121.45,2025-08-29,121.45,425603.0,51842501.65,CAP,SMART,124.05,CLOSE_TICKER,,,,,124.05,,TRES_FAIBLE,2025-08-31T18:13:40.554321,OK,CACHE:ISIN:FR0000125338->CAP@SMART,WEEKEND
CARE PROPERTY INV.,BE0974273055,CPINV,Euronext Brussels,EUR,12.52,2025-08-29,12.52,42417.0,531263.92,CPINV,SMART,12.44,CLOSE_TICKER,,,,,12.44,,TRES_FAIBLE,2025-08-31T18:13:41.686480,OK,CACHE:ISIN:BE0974273055->CPINV@SMART,WEEKEND
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,17.2,2025-08-29,17.2,78683.0,1353575.74,CARM,SMART,17.14,CLOSE_TICKER,,,,,17.14,,TRES_FAIBLE,2025-08-31T18:13:42.866500,OK,CACHE:ISIN:FR0010828137->CARM@SMART,WEEKEND
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,12.365,2025-08-29,12.365,1416345.0,17509565.2475,CA,SMART,12.41,CLOSE_TICKER,,,,,12.41,,TRES_FAIBLE,2025-08-31T18:13:44.002305,OK,CACHE:ISIN:FR0000120172->CA@SMART,WEEKEND
CASINO BSA1,FR001400OJ72,COBS1,Euronext Paris,EUR,0.0155,2025-08-29,-,,,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,WEEKEND
CASINO BSA3,FR001400OJ98,COBS3,Euronext Paris,EUR,0.0005,2025-08-29,0.0005,800000.0,400.0,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,WEEKEND
CASINO GUICHARD,FR001400OKR3,CO,Euronext Paris,EUR,0.58,2025-08-29,0.58,838393.0,496248.53525,CO,SMART,0.5985,CLOSE_TICKER,,,,,0.5985,,TRES_FAIBLE,2025-08-31T18:13:45.040595,OK,CACHE:ISIN:FR001400OKR3->CO@SMART,WEEKEND
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.65,2025-08-29,3.65,11003.0,39942.13,CBOT,SMART,3.65,CLOSE_TICKER,,,,,3.65,,TRES_FAIBLE,2025-08-31T18:13:46.177815,OK,CACHE:ISIN:FR0010193979->CBOT@SMART,WEEKEND
CEGEDIM,FR0000053506,CGM,Euronext Paris,EUR,10.65,2025-08-29,10.65,4024.0,43375.0,CGM,SMART,10.75,CLOSE_TICKER,,,,,10.75,,TRES_FAIBLE,2025-08-31T18:13:47.328043,OK,CACHE:ISIN:FR0000053506->CGM@SMART,WEEKEND
CELYAD ONCOLOGY,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,0.319,2025-08-29,0.319,32357.0,10166.195,CYAD,SMART,0.336,CLOSE_TICKER,,,,,0.336,,TRES_FAIBLE,2025-08-31T18:13:48.474175,OK,CACHE:ISIN:BE0974260896->CYAD@SMART,WEEKEND
CENERGY,BE0974303357,CENER,Euronext Brussels,EUR,10.74,2025-08-29,10.74,2185.0,23261.44,CENER,SMART,10.84,CLOSE_TICKER,,,,,10.84,,TRES_FAIBLE,2025-08-31T18:13:49.618934,OK,CACHE:ISIN:BE0974303357->CENER@SMART,WEEKEND
CFE,BE0003883031,CFEB,Euronext Brussels,EUR,8.86,2025-08-29,8.86,12373.0,108139.76,CFEB,SMART,8.9,CLOSE_TICKER,,,,,8.9,,TRES_FAIBLE,2025-08-31T18:13:50.753575,OK,CACHE:ISIN:BE0003883031->CFEB@SMART,WEEKEND
CFI,FR0000037475,CFI,Euronext Paris,EUR,1.93,2025-08-29,1.93,201.0,387.93,CFI,SMART,1.76,CLOSE_TICKER,,,,,1.76,,TRES_FAIBLE,2025-08-31T18:13:51.889895,OK,CACHE:ISIN:FR0000037475->CFI@SMART,WEEKEND
CHAUSSERIA,FR0000060907,CHSR,Euronext Paris,EUR,7.0,2025-08-29,7,2.0,14.0,CHSR1,SMART,7.0,CLOSE_TICKER,,,,,7.0,,TRES_FAIBLE,2025-08-31T18:13:53.037790,OK,CACHE:ISIN:FR0000060907->CHSR1@SMART,WEEKEND
CHRISTIAN DIOR,FR0000130403,CDI,Euronext Paris,EUR,482.0,2025-08-29,482,5974.0,2909389.4,CDI,SMART,487.0,CLOSE_TICKER,,,,,487.0,,TRES_FAIBLE,2025-08-31T18:13:54.175998,OK,CACHE:ISIN:FR0000130403->CDI@SMART,WEEKEND
CIE BOIS SAUVAGE,BE0003592038,COMB,Euronext Brussels,EUR,264.0,2025-08-29,264,500.0,131367.0,COMB,SMART,258.0,CLOSE_TICKER,,,,,258.0,,TRES_FAIBLE,2025-08-31T18:13:55.314565,OK,CACHE:ISIN:BE0003592038->COMB@SMART,WEEKEND
CIECHARGEURSINVEST,FR0000130692,CRI,Euronext Paris,EUR,10.76,2025-08-29,10.76,1339.0,14383.62,CRI,SMART,10.7,CLOSE_TICKER,,,,,10.7,,TRES_FAIBLE,2025-08-31T18:13:56.464019,OK,CACHE:ISIN:FR0000130692->CRI@SMART,WEEKEND
CLARANOVA,FR0013426004,CLA,Euronext Paris,EUR,1.7,2025-08-29,1.7,164513.0,281237.282,CLA,SMART,1.74,CLOSE_TICKER,,,,,1.74,,TRES_FAIBLE,2025-08-31T18:13:57.599261,OK,CACHE:ISIN:FR0013426004->CLA@SMART,WEEKEND
CLARIANE,FR0010386334,CLARI,Euronext Paris,EUR,4.28,2025-08-29,4.28,428291.0,1837319.394,CLARI,SMART,4.314,CLOSE_TICKER,,,,,4.314,,TRES_FAIBLE,2025-08-31T18:13:58.737114,OK,CACHE:ISIN:FR0010386334->CLARI@SMART,WEEKEND
CM.COM,NL0012747059,CMCOM,Euronext Amsterdam,EUR,4.51,2025-08-29,4.51,34586.0,157705.435,CMCOM,SMART,4.57,CLOSE_TICKER,,,,,4.57,,TRES_FAIBLE,2025-08-31T18:13:59.879627,OK,CACHE:ISIN:NL0012747059->CMCOM@SMART,WEEKEND
CMB.TECH,BE0003816338,CMBT,Euronext Brussels,EUR,7.31,2025-08-29,7.31,360769.0,2672445.3,CMBT,SMART,7.04,CLOSE_TICKER,,,,,7.04,,TRES_FAIBLE,2025-08-31T18:14:00.917693,OK,CACHE:ISIN:BE0003816338->CMBT@SMART,WEEKEND
Coca-ColaEuropacif,GB00BDCPN049,CCEP,Euronext Amsterdam,EUR,76.3,2025-08-29,76.3,20084.0,1529311.7,CCEP,SMART,76.9,CLOSE_TICKER,,,,,76.9,,TRES_FAIBLE,2025-08-31T18:14:02.067400,OK,CACHE:ISIN:GB00BDCPN049->CCEP@SMART,WEEKEND
COFACE,FR0010667147,COFA,Euronext Paris,EUR,16.09,2025-08-29,16.09,110611.0,1781095.69,COFA,SMART,16.13,CLOSE_TICKER,,,,,16.13,,TRES_FAIBLE,2025-08-31T18:14:03.216622,OK,CACHE:ISIN:FR0010667147->COFA@SMART,WEEKEND
COFINIMMO,BE0003593044,COFB,Euronext Brussels,EUR,76.45,2025-08-29,76.45,57077.0,4381760.4,COFB,SMART,76.05,CLOSE_TICKER,,,,,76.05,,TRES_FAIBLE,2025-08-31T18:14:04.354063,OK,CACHE:ISIN:BE0003593044->COFB@SMART,WEEKEND
COHERIS,FR0004031763,COH,Euronext Paris,EUR,8.8,2025-08-29,8.8,2771.0,24238.32,COH1,SMART,8.58,CLOSE_TICKER,,,,,8.58,,TRES_FAIBLE,2025-08-31T18:14:05.503456,OK,CACHE:ISIN:FR0004031763->COH1@SMART,WEEKEND
COLRUYT,BE0974256852,COLR,Euronext Brussels,EUR,37.58,2025-08-29,37.58,35501.0,1336486.32,COLR,SMART,37.68,CLOSE_TICKER,,,,,37.68,,TRES_FAIBLE,2025-08-31T18:14:06.638403,OK,CACHE:ISIN:BE0974256852->COLR@SMART,WEEKEND
COMPAGNIE ODET,FR0000062234,ODET,Euronext Paris,EUR,1450.0,2025-08-29,1450,215.0,314890.0,ODET,SMART,1480.0,CLOSE_TICKER,,,,,1480.0,,TRES_FAIBLE,2025-08-31T18:14:07.786595,OK,CACHE:ISIN:FR0000062234->ODET@SMART,WEEKEND
CORBION,NL0010583399,CRBN,Euronext Amsterdam,EUR,17.23,2025-08-29,17.23,64647.0,1114872.24,CRBN,SMART,17.3,CLOSE_TICKER,,,,,17.3,,TRES_FAIBLE,2025-08-31T18:14:09.021935,OK,ISIN:NL0010583399->CRBN@SMART,WEEKEND
COTY,US2220702037,COTY,Euronext Paris,EUR,3.672,2025-08-29,3.672,5693.0,21171.3095,CO3A,SMART,3.639,CLOSE_TICKER,,,,,3.639,,TRES_FAIBLE,2025-08-31T18:14:10.167464,OK,CACHE:ISIN:US2220702037->CO3A@SMART,WEEKEND
COURTOIS,FR0000065393,COUR,Euronext Paris,EUR,121.0,2025-08-29,121,1.0,121.0,COUR,SMART,121.0,CLOSE_TICKER,,,,,121.0,,TRES_FAIBLE,2025-08-31T18:14:11.211913,OK,CACHE:ISIN:FR0000065393->COUR@SMART,WEEKEND
COVIVIO,FR0000064578,COV,Euronext Paris,EUR,55.95,2025-08-29,55.95,77639.0,4344575.85,COV,SMART,56.1,CLOSE_TICKER,,,,,56.1,,TRES_FAIBLE,2025-08-31T18:14:12.353095,OK,CACHE:ISIN:FR0000064578->COV@SMART,WEEKEND
COVIVIO HOTELS,FR0000060303,COVH,Euronext Paris,EUR,23.2,2025-08-29,23.2,153.0,3547.9,COVH,SMART,23.1,CLOSE_TICKER,,,,,23.1,,TRES_FAIBLE,2025-08-31T18:14:13.498088,OK,CACHE:ISIN:FR0000060303->COVH@SMART,WEEKEND
CRCAM ALP.PROV.CCI,FR0000044323,CRAP,Euronext Paris,EUR,149.88,2025-08-29,149.88,442.0,65169.18,CRAP,SMART,147.98,CLOSE_TICKER,,,,,147.98,,TRES_FAIBLE,2025-08-31T18:14:14.633027,OK,CACHE:ISIN:FR0000044323->CRAP@SMART,WEEKEND
CRCAM ATL.VEND.CCI,FR0000185506,CRAV,Euronext Paris,EUR,150.24,2025-08-29,150.24,1014.0,151624.56,CRAV,SMART,150.0,CLOSE_TICKER,,,,,150.0,,TRES_FAIBLE,2025-08-31T18:14:15.777220,OK,CACHE:ISIN:FR0000185506->CRAV@SMART,WEEKEND
CRCAM BRIE PIC2CCI,FR0010483768,CRBP2,Euronext Paris,EUR,27.0,2025-08-29,27,6591.0,177728.525,CRBP2,SMART,26.915,CLOSE_TICKER,,,,,26.915,,TRES_FAIBLE,2025-08-31T18:14:16.914977,OK,CACHE:ISIN:FR0010483768->CRBP2@SMART,WEEKEND
CRCAM ILLE-VIL.CCI,FR0000045213,CIV,Euronext Paris,EUR,116.0,2025-08-29,116,1730.0,202230.48,CIV,SMART,117.0,CLOSE_TICKER,,,,,117.0,,TRES_FAIBLE,2025-08-31T18:14:18.065870,OK,CACHE:ISIN:FR0000045213->CIV@SMART,WEEKEND
CRCAM LANGUED CCI,FR0010461053,CRLA,Euronext Paris,EUR,94.4,2025-08-29,94.4,1470.0,133935.45,CRLA,SMART,87.71,CLOSE_TICKER,,,,,87.71,,TRES_FAIBLE,2025-08-31T18:14:19.215059,OK,CACHE:ISIN:FR0010461053->CRLA@SMART,WEEKEND
CRCAM LOIRE HTE L.,FR0000045239,CRLO,Euronext Paris,EUR,101.5,2025-08-29,101.5,452.0,45762.46,CRLO,SMART,101.5,CLOSE_TICKER,,,,,101.5,,TRES_FAIBLE,2025-08-31T18:14:20.365532,OK,CACHE:ISIN:FR0000045239->CRLO@SMART,WEEKEND
CRCAM MORBIHAN CCI,FR0000045551,CMO,Euronext Paris,EUR,110.66,2025-08-29,110.66,279.0,30336.7,CMO,SMART,112.0,CLOSE_TICKER,,,,,112.0,,TRES_FAIBLE,2025-08-31T18:14:21.596243,OK,ISIN:FR0000045551->CMO@SMART,WEEKEND
CRCAM NORD CCI,FR0000185514,CNDF,Euronext Paris,EUR,23.835,2025-08-29,23.835,58339.0,1396044.68,CNDF,SMART,23.93,CLOSE_TICKER,,,,,23.93,,TRES_FAIBLE,2025-08-31T18:14:22.731287,OK,CACHE:ISIN:FR0000185514->CNDF@SMART,WEEKEND
CRCAM NORM.SEINE,FR0000044364,CCN,Euronext Paris,EUR,130.02,2025-08-29,130.02,493.0,64849.68,CCN,SMART,131.0,CLOSE_TICKER,,,,,131.0,,TRES_FAIBLE,2025-08-31T18:14:23.873008,OK,CACHE:ISIN:FR0000044364->CCN@SMART,WEEKEND
CRCAM PARIS ET IDF,FR0000045528,CAF,Euronext Paris,EUR,103.9,2025-08-29,103.9,1500.0,154085.78,CAF1,SMART,100.5,CLOSE_TICKER,,,,,100.5,,TRES_FAIBLE,2025-08-31T18:14:25.011902,OK,CACHE:ISIN:FR0000045528->CAF1@SMART,WEEKEND
CRCAM SUD R.A.CCI,FR0000045346,CRSU,Euronext Paris,EUR,220.85,2025-08-29,220.85,796.0,177902.5,CRSU,SMART,215.05,CLOSE_TICKER,,,,,215.05,,TRES_FAIBLE,2025-08-31T18:14:26.157663,OK,CACHE:ISIN:FR0000045346->CRSU@SMART,WEEKEND
CRCAM TOURAINE CCI,FR0000045304,CRTO,Euronext Paris,EUR,122.5,2025-08-29,122.5,277.0,33984.48,CRTO,SMART,124.74,CLOSE_TICKER,,,,,124.74,,TRES_FAIBLE,2025-08-31T18:14:27.313371,OK,CACHE:ISIN:FR0000045304->CRTO@SMART,WEEKEND
CREDIT AGRICOLE,FR0000045072,ACA,Euronext Paris,EUR,15.63,2025-08-29,15.63,4483104.0,69925351.0875,ACA,SMART,15.69,CLOSE_TICKER,,,,,15.69,,TRES_FAIBLE,2025-08-31T18:14:28.453756,OK,CACHE:ISIN:FR0000045072->ACA@SMART,WEEKEND
CRESCENT,BE0003836534,OPTI,Euronext Brussels,EUR,0.006,2025-08-29,0.006,37898.0,235.7792,OPTI,SMART,0.006,CLOSE_TICKER,,,,,0.006,,TRES_FAIBLE,2025-08-31T18:14:29.491980,OK,CACHE:ISIN:BE0003836534->OPTI@SMART,WEEKEND
CROSSWOOD,FR0000050395,CROS,Euronext Paris,EUR,10.7,2025-08-29,10.7,20.0,214.0,CROS,SMART,10.7,CLOSE_TICKER,,,,,10.7,,TRES_FAIBLE,2025-08-31T18:14:30.627342,OK,CACHE:ISIN:FR0000050395->CROS@SMART,WEEKEND
CTAC,NL0000345577,CTAC,Euronext Amsterdam,EUR,3.28,2025-08-29,3.28,2480.0,8140.4,CTAC,SMART,3.3,CLOSE_TICKER,,,,,3.3,,TRES_FAIBLE,2025-08-31T18:14:31.761613,OK,CACHE:ISIN:NL0000345577->CTAC@SMART,WEEKEND
CTP,NL00150006R6,CTPNV,Euronext Amsterdam,EUR,18.36,2025-08-29,18.36,131818.0,2423506.64,CTPNV,SMART,18.68,CLOSE_TICKER,,,,,18.68,,TRES_FAIBLE,2025-08-31T18:14:32.911380,OK,CACHE:ISIN:NL00150006R6->CTPNV@SMART,WEEKEND
CUMULEX,BE0003463685,CLEX,Euronext Brussels,EUR,0.755,2025-08-29,0.755,40.0,30.2,CLEX,SMART,0.755,CLOSE_TICKER,,,,,0.755,,TRES_FAIBLE,2025-08-31T18:14:34.060707,OK,CACHE:ISIN:BE0003463685->CLEX@SMART,WEEKEND
