symbol_1,symbol_2,correlation
CGM,SHUR,1.0
ASM,CGM,1.0
CGM,UMG,1.0
CGM,FUR,1.0
CGM,MOUR,1.0
AFMBS,BUR,1.0
CGM,EAS2P,1.0
ARTO,GREEN,1.0
CGM,CRBN,1.0
GDS,GREEN,1.0
CGM,NSI,1.0
GREEN,INPST,0.9999999999999999
AJAX,CGM,0.9999999999999999
CGM,VTA,0.9999999999999999
CGM,FLOB,0.9999999999999999
CFEB,CGM,0.9999999999999999
ASRNL,CGM,0.9999999999999999
CGM,PREVA,0.9999999999999999
AZE,CGM,0.9999999999999999
CGM,NYXH,0.9999999999999999
CGM,HEIJM,0.9999999999999999
CGM,MORE,0.9999999999999999
CGM,QFG,0.9999999999999999
CGM,VLK,0.9999999999999999
CGM,EKOP,0.9999999999999999
BANI,CGM,0.9999999999999999
ARCAD,CGM,0.9999999999999998
CV,DSCW3,0.9999999999999998
HOLCO,SAVE,0.9999999999999998
AZRNW,DSCW3,0.9999999999999998
CGM,KBCA,0.9999999999999998
GJAJ,OPTI,0.9999999999999998
CGM,KIN,0.9999999999999998
CGM,DEME,0.9999999999999998
CGM,OXUR,0.9999999999999998
AGN,CGM,0.9999999999999998
CGM,PROX,0.9999999999999998
CGM,VAN,0.9999999999999998
CGM,SEQUA,0.9999999999999998
AVTRI,IEP,0.9999999999999996
ARTO,BANI,0.9999999999999994
AELIS,GREEN,0.9999999999999993
GREEN,PARRO,0.9999999999999992
ARTO,PERR,0.9999999999999988
ARTO,HOLCO,0.9999999999999983
DISL,TRACT,0.9999999999999983
CV,DIEG,0.9999999999999982
BESI,CGM,0.9999999999999981
AZRNW,DIEG,0.999999999999998
CGM,EXM,0.9999999999999977
GJAJ,PREVA,0.9999999999999977
CGM,HAVAS,0.9999999999999967
ASML,CGM,0.9999999999999966
ARTO,GDS,0.9999999999999963
CGM,IMMO,0.999999999999996
HOLCO,TINC,0.9999999999999954
GUI,TFG,0.9999999999999954
CGM,HOMI,0.9999999999999948
CGM,TWEKA,0.9999999999999948
HDF,TFG,0.9999999999999942
CGM,TERBS,0.9999999999999942
LTA,MIKO,0.9999999999999941
CCEP,CGM,0.999999999999994
CABLE,EXM,0.9999999999999939
CGM,WKL,0.9999999999999938
CABLE,HWK,0.9999999999999938
CGM,CMCOM,0.9999999999999921
GREEN,REINA,0.9999999999999911
MORE,PHXM,0.9999999999999903
CGM,MELE,0.9999999999999902
CGM,NEDAP,0.9999999999999899
CGM,KENDR,0.9999999999999888
AMG,CGM,0.9999999999999888
BPOST,CGM,0.9999999999999883
CGM,MTRK,0.999999999999985
CGM,ENRGY,0.9999999999999835
IEP,TFG,0.9999999999999822
ACKB,CGM,0.9999999999999822
CGM,WDP,0.9999999999999821
CGM,FER,0.9999999999999803
CGM,ECMPA,0.9999999999999803
CGM,OCI,0.9999999999999446
CGM,EBUS,0.9999999999999305
CGM,SLIGR,0.9999999999999112
ASCE,CGM,0.9999999999999111
DSFIR,SGRO,0.9999998998457745
PNL,SGRO,0.9999997233687141
HEIO,SGRO,0.9999981522616453
AFMBS,MTU,0.9999959556005822
EXM,GREEN,0.9999920730233055
CHSR,SPEL,0.9999910733001429
CHSR,PHXM,0.9999910733001138
AVTRI,PAT,0.9999903880972989
ARTE,AVTRI,0.9999903880972739
AVTRI,QFG,0.9999903880972657
CHSR,MORE,0.9999888416624988
ECMPA,SGRO,0.9999847673502152
CABLE,KBCA,0.9999835537586502
CHSR,LIN,0.9999776383693985
AKE,CABLE,0.9999772116140271
ABO,SAN,0.999977170011288
AFMBS,VIV,0.9999732959476544
CABLE,MEDCL,0.9999637008890143
ARTO,ELI,0.9999601469249872
LIN,SPEL,0.9999529913729475
LIN,PHXM,0.9999529913729185
ARTO,EVS,0.9999474849675358
SGRO,SLIGR,0.9999462196925287
CABLE,LVIDE,0.9999453506011542
AVTRI,AVTX,0.9999450142743576
ABI,SGRO,0.9999350999262454
JEN,SAN,0.9999240024147215
BUR,COH,0.999921297151668
AFMBS,RUI,0.9999177056329085
SGRO,WDP,0.9999089844566988
ABO,JEN,0.9999087840979126
SGRO,XIOR,0.9999064243429404
AFMBS,CNDF,0.9999058175965293
ACA,CABLE,0.9998990253360951
CABLE,MONT,0.9998690099328582
CABLE,NN,0.9998690099328575
CABLE,GAM,0.9998690099328545
CABLE,GNRO,0.9998690099328539
CABLE,SAF,0.9998690099328538
CABLE,SCHP,0.9998690099328535
CABLE,ERF,0.9998690099328433
NN,SGRO,0.999866819553483
BUR,ORIA,0.9998590538120634
HEIJM,SGRO,0.9998528132328545
GAM,PAT,0.9998506861479524
GAM,SAN,0.999830881064211
COBS3,LHYFE,0.9998266146497569
BAMNB,SGRO,0.9998255777229199
AFMBS,WDP,0.9998241025143009
ARTO,FAST,0.9998106837455033
ARTO,KIN,0.9998085391519893
ABO,GAM,0.9998080267094985
AFMBS,PLNW,0.9998072348594013
AC,CABLE,0.9997516985421857
ARTO,SOF,0.9997471022088115
TITAN,TRI,0.9997330146897853
ARTO,TWEKA,0.9997186400882186
CABLE,KBC,0.9997061806692165
MIKO,SHELL,0.9996969848977098
ARTO,BRNL,0.9996850889545594
HOMI,TFG,0.9996850889545535
CHSR,EXM,0.9996823342767223
ABO,PAT,0.9996484700424699
BUR,CBE,0.9996470256451254
TFG,UNA,0.9996451593714092
EXM,PHXM,0.9996222940694797
EXM,SPEL,0.9996222940694364
HWK,LIN,0.9996164684949145
EXM,LIN,0.9996139674942528
DISL,ECONB,0.9995971261503049
PAT,SAN,0.9995734588349586
COH,ORIA,0.9995644821428205
ABO,BUR,0.999563144010644
AVTRI,SIFG,0.9995630098991894
CV,EXO,0.9995417073952404
AZRNW,EXO,0.9995417073952403
ARTO,EXO,0.9995386389604518
RAND,TFG,0.9995386389604449
AM,CABLE,0.9995320995061778
CABLE,VIRP,0.9995320995061739
BUR,PAT,0.999512154272983
ARTO,DEME,0.999504500754118
RCO,TFG,0.9994664294862421
GAM,JEN,0.9994658482791869
BUR,SAN,0.9994608554700348
ARTO,BOL,0.9994436970910762
COBS3,EEM,0.9994414426726465
BUR,JEN,0.999435356834657
AFMBS,GTT,0.9994237971287633
AFMBS,IVA,0.9994237971287631
AFMBS,ONTEX,0.9994237971287596
CHSR,HWK,0.9994144855532683
NSI,SGRO,0.9993898578191407
ABI,ARTO,0.9993655385304185
BUR,GAM,0.9993611715498816
AZRNW,PLX,0.9993108340115842
EKOP,SGRO,0.9993078105702089
CABLE,ML,0.9993032622444064
ARTO,IMCD,0.9992785009551887
EXM,HWK,0.9992675654699791
AVTRI,PHARM,0.9992644933508041
GREEN,OXUR,0.999260081289739
ALFEN,ARTO,0.9992506059097808
COBS3,EIFF,0.9992376864089616
AGN,SGRO,0.999233882946756
HWK,PHXM,0.999225702975812
HWK,SPEL,0.9992257029757676
CBE,COH,0.9992217352219719
GLPG,TFG,0.9991897365313722
JEN,PAT,0.9991645035155252
AFMBS,VPK,0.9991507429466291
ARTO,NRP,0.9991507429465937
AFMBS,VRAP,0.9991507429465935
AFMBS,HO,0.9991507429465913
AVTRI,BRNL,0.9991505771011008
PROX,SGRO,0.9991243463289455
ARTO,VU,0.9990800691539008
COH,JEN,0.999026346898734
TFG,VRLA,0.999015263178194
AZRNW,FORE,0.9990152631781921
DEME,TFG,0.9990152631781885
ARTO,NSI,0.9990152631781879
NXI,ROU,0.9989990499219031
DISL,ENVI,0.9989518476041338
ARTO,HEIA,0.9989350369715788
FERGR,SGRO,0.9989333671489146
BTLS,CABLE,0.9989266484516569
COH,PAT,0.9989068588042355
ARTO,ODET,0.9988907373180405
CIV,COBS3,0.9988809253719075
ABO,COH,0.9988698495745227
OCI,SGRO,0.9988548279325711
AFMBS,UMG,0.9988393850512249
CV,FORE,0.9988130559615213
AFMBS,RF,0.9988118807685742
ATLD,FLOB,0.9988068652111494
COFA,HOLCO,0.9987432444450082
ARTO,PLX,0.9987156246037663
ARVEN,HOLCO,0.9987111735848225
SGRO,SHUR,0.9986960934994452
ARTO,RECT,0.9986660732168021
AALB,SGRO,0.9986404208031938
COH,SAN,0.99863309767336
COTY,TFG,0.9986254289035184
ASY,CABLE,0.998596595602292
AVTRI,BELYS,0.9985763944414736
ARTO,COFA,0.9985024133712594
COH,GAM,0.9984128447030076
COBS3,SW,0.9984018911385218
ERA,SGRO,0.9983735797581648
FORE,PORF,0.9983603858458189
FORE,MCC,0.9983603858458179
CRI,GJAJ,0.9983475132290296
AC,ARTO,0.998331376921056
OPTI,PREVA,0.9983036459372095
PAY,PREVA,0.9983036459372089
CABLE,OPM,0.9982612602360583
CABLE,LIGHT,0.9982612602360519
DPAM,PAY,0.9982373042925266
DPAM,OPTI,0.9982373042925258
TFG,THEP,0.9982211666911981
AGS,ARTO,0.9982211666911955
ARTO,VGP,0.9982211666911955
CRI,PAY,0.9981942887478966
CRI,OPTI,0.9981942887478957
SAVE,TINC,0.9981928502478259
MTRK,SGRO,0.998188085789332
FMONC,FORE,0.9980924103019639
STLAP,TRIO,0.9979896679039257
TUB,UCB,0.9979661679347798
AFMBS,POXEL,0.9979487157886737
TEP,TFG,0.9979487157886733
SEQUA,TFG,0.997948715788673
BFIT,REN,0.9978191619082881
ARTO,BAR,0.9977884233893365
ARTO,HEIO,0.9977670755751729
AALB,INPST,0.9977388798709442
ASML,CABLE,0.9977380827965467
HEIA,KIN,0.9977330352138436
SOLB,XFAB,0.9977108052110994
ARTO,MDM,0.9977093549382798
GREEN,PAR,0.9977011463845921
EKI,XIOR,0.9976743975071762
CABLE,HEIO,0.9976462802178864
CABLE,TE,0.9976462802178813
ABI,BON,0.9976427022800842
ARTO,SOI,0.9976280646501297
AJAX,AVTRI,0.9974961284195943
AVTRI,SMCP,0.9974961284195859
COBS3,PROAC,0.9974762776981566
AREIT,CAF,0.9974615555226966
SGRO,SHELL,0.99745970384616
PVL,RET,0.9974143995363666
MIKO,SBMO,0.9974113953792926
BOL,HOLCO,0.9974094454640162
FER,SGRO,0.9973580414379651
AFMBS,SBT,0.997271779714804
AFMBS,ALTA,0.9972717797147995
GREEN,LACR,0.9972366095703717
AMUN,CABLE,0.9972013746251529
DISL,VVY,0.997176464952738
DISL,NACON,0.9971764649527374
ALX,DISL,0.9971764649527365
ASML,LIGHT,0.9971425519085385
ERF,PBH,0.9971249857962391
ARTO,BPOST,0.9971143380985393
DKUPL,GREEN,0.9971052959506507
HEIA,HEIO,0.9970846110636877
MAAT,TFG,0.9970501410659823
MAU,SAMS,0.997044493146163
TFG,UBI,0.997019787932637
CARM,PBH,0.9970134328524733
ARTO,AUB,0.9969745105064135
CABLE,KIN,0.9969587679303799
COFB,EXA,0.9969255707881316
ARTO,KBC,0.9969151597447743
AGS,KIN,0.9968857666351552
BRNL,STLAP,0.996856586163004
ERF,MTRK,0.9968401330833089
ARTO,GLO,0.9967216674241078
KBCA,SGRO,0.9967164109013149
AVTRI,RI,0.9967090339790832
PHIA,SGRO,0.9966807272197545
ARTO,VLK,0.9966158955401234
NXFIL,TFG,0.9966158955401183
CABLE,PRX,0.9966015187313337
CABLE,HEIA,0.996581887945211
HOLCO,VIRP,0.9965741591670753
BASS,HOLCO,0.9965741591670753
ARTO,GRVO,0.9965576489929333
HYL,IMMOU,0.9965457582448782
ADYEN,SGRO,0.9964167451417275
COBS3,LACR,0.9963776852391231
BPOST,SGRO,0.9963440370921705
ABI,STLAP,0.996304395720425
PLNW,SGRO,0.9962915662282172
ETL,HOLCO,0.9962739752693675
ADP,AFMBS,0.9962709627734398
AVTRI,CVC,0.9962459136773857
KEYW,REINA,0.9962343947220212
AFMBS,AGS,0.9962174197024882
AGS,GBT,0.9961642362854843
HEIO,VIRP,0.996134912233163
AFMBS,NANO,0.9960990168457453
MELE,SGRO,0.9960950387328138
EXO,PLX,0.9960835741148156
ARTO,SIFG,0.9960784162656536
BESI,NRO,0.9960594741423361
HEIO,MEMS,0.9960355280630345
BON,COBS3,0.9960233184018976
COBS3,VANTI,0.9960233184018802
CABLE,EAPI,0.9960206658428312
ARTO,RMS,0.9960181413884408
CLARI,EMEIS,0.9959728475322701
AFMBS,AYV,0.9959490379393497
ETL,VIRP,0.9959168038132873
BANI,GREEN,0.995870594885822
LI,TFG,0.995870594885813
DPAM,PREVA,0.9958528558223858
CABLE,CS,0.9958304292452148
CABLE,JCQ,0.9958033263911414
CABLE,VIO,0.9958033263911339
EBUS,SGRO,0.9957673731493721
AFMBS,TFF,0.9957604472580903
HEIA,PSAT,0.9957400086933976
74SW,NSI,0.9956960471821898
ASRNL,VLTSA,0.9956388801655665
HEIO,PSAT,0.9956351521310199
OPM,TITAN,0.9956267490188523
ARTO,INEA,0.9955849673999584
HEIA,VLK,0.9955283058265333
AVTRI,LI,0.9955068331144509
DBG,SAMS,0.9954971739590697
AVTRI,CEN,0.995462980973723
CABLE,INGA,0.9953968970504762
COFA,TINC,0.9953636285523472
ARTO,HCO,0.9953472794926931
ADYEN,AGS,0.9953429958570618
DEME,SOI,0.9953035148530424
ARTO,FFARM,0.9952991058747503
ES,GREEN,0.9952991058747462
HEIA,MEMS,0.9952511522630476
AGS,AUB,0.9952381876042746
CTPNV,STMPA,0.9951982045528917
ARTO,CDA,0.9951805191476724
COFA,HEIO,0.9951481477822454
ARTO,EDEN,0.9951355775968111
ARTO,STLAP,0.995106821048177
ARTO,MF,0.9950853763040445
FPG,GREEN,0.9950820986458974
AZRNW,FLY,0.9950371902099889
HEIA,SGRO,0.9949703001914963
AGS,SGRO,0.9949703001914929
CABLE,DSY,0.994883775760842
CABLE,GLE,0.9948131186873916
IEP,VANTI,0.9946917938265506
ENRGY,EXM,0.9946910176909611
AVTRI,NXFIL,0.9946539471517292
ABI,CO,0.9946159226554747
CDA,HEIA,0.9945598733026697
NAI,SGRO,0.9945354782202086
FOU,SGRO,0.9945354782202066
LVIDE,SGRO,0.9945354782202066
BREB,SGRO,0.9945354782202059
SGRO,SOLV,0.9945354782202057
NRP,SGRO,0.994535478220205
HOLCO,SGRO,0.9945354782202043
NXFIL,SGRO,0.9945354782202033
FAST,SGRO,0.9945354782202007
SGRO,TINC,0.9945354782201998
RI,TFG,0.9945354782201987
MIKO,SGRO,0.9945354782201857
AGFB,SGRO,0.9944931222606135
MTRK,PBH,0.9944903161976965
ARTO,VK,0.9944769267248272
EBUS,FDE,0.9944588274140425
AAA,NXFIL,0.9944523831259438
CCN,HOLCO,0.9944413931953877
LOCAL,MIKO,0.9944379896767757
MIKO,NXFIL,0.9944345634118827
HCO,HOLCO,0.9944211083432989
TITAN,WAVE,0.9943933540648279
AGFB,DEME,0.9943067414038467
CDA,KIN,0.9942867386612068
AFMBS,SIGHT,0.9942805607781221
AED,COFB,0.9942762593255084
CABLE,TEXF,0.9942707800449319
HOLCO,VK,0.9942496342919093
AGS,CDA,0.9941764247557201
AFMBS,IPS,0.9941627292080133
AALB,SCR,0.9941481490537745
ENRGY,LIN,0.9941295955532057
CDA,HEIO,0.994127825656586
ARTO,GET,0.9941272972711256
AVTRI,UBI,0.9941176832869741
AVTRI,MAAT,0.9940748844219621
ENRGY,HWK,0.9940126213130935
COBS3,JDEP,0.9940074366760459
COBS3,INCLU,0.9940074366760454
CABLE,ETL,0.9939695518267787
DBG,HOLCO,0.9939136864345272
MIKO,STF,0.9938909454533861
KIN,VLK,0.9938609204773199
HAVAS,PBH,0.9938570705733153
ADYEN,AUB,0.9938504837897725
CDA,COFA,0.9938344331432301
COTY,HWK,0.9938152706093418
FCMC,PHXM,0.9938079899999137
FCMC,SPEL,0.9938079899998741
CHSR,FCMC,0.993803880116353
BOI,FAGR,0.9937804429847686
EKOP,TRIO,0.9937719279991921
CRI,PREVA,0.9937456955126299
CABLE,MF,0.9937216189497495
LAT,PAT,0.9936616856745386
TINC,VIRP,0.9936002555557263
CMBT,GLE,0.9935427740678793
CTPNV,TEP,0.9935388488822167
ARTO,SOP,0.9935135737308766
AZRNW,BIM,0.9934945759300058
CRLA,EVS,0.9934788120360317
AFMBS,DIM,0.9934582842362334
GJAJ,SELER,0.9934486894185642
AJAX,TFG,0.9933992677987804
SMCP,TFG,0.9933992677987787
ETL,TITAN,0.9933618172848763
RAND,TRIO,0.9933609975448714
CBE,VACBS,0.993344522524282
ADYEN,AELIS,0.9932728623189842
COTY,EXM,0.9932478545184105
EKOP,LOCAL,0.9932265148265116
ABI,AZRNW,0.9932110552499118
ABI,CV,0.9932110552499118
ARG,ARTO,0.9932110552499082
ETL,HCO,0.9932105201742766
DEME,UBI,0.9932025832454721
BRNL,TRIO,0.993153633664629
SGRO,SIP,0.993093097933144
CABLE,EXENS,0.9930788869094173
BUR,MOUR,0.9930639663795071
GBT,HOLCO,0.9930277249136281
CRI,SELER,0.9929938747400319
DSFIR,FFARM,0.9929855902253195
EBUS,WAVE,0.9929411108671763
GBT,TINC,0.9929143903270281
COTY,SPEL,0.9928987016031656
COTY,PHXM,0.9928987016031338
DIE,VLTSA,0.9928901806489913
HYDRA,NOKIA,0.9928671467794521
FERGR,OCI,0.9928476171526696
LTA,SBMO,0.9928300527230286
FORSE,MTRK,0.9927705137258768
AELIS,AGN,0.9927549300445032
ARTO,MTU,0.9927191833295307
CHSR,COTY,0.9926746810220809
CABLE,VAN,0.9926277864091306
ADYEN,AFMBS,0.9926104159217095
SGRO,WKL,0.9925991259767177
HEIA,VIRP,0.9925274010288991
BASS,COFA,0.992523281074711
CCN,TINC,0.992510375542484
BLC,FUR,0.9924942116618436
CABLE,NK,0.9924820306817675
AGS,VIRP,0.9924790352931093
GBT,KIN,0.9924702273308256
ARCAD,LR,0.9924579341165453
CDA,HOLCO,0.9924303634087268
HEIO,HOLCO,0.9923893672634277
SGRO,TOM2,0.99238341621189
HEIO,SAVE,0.9923817755958666
DBG,HCO,0.9923795439802577
EMEIS,GBT,0.9922609905728719
CLARI,HOLCO,0.9922586520947183
ETL,TINC,0.9922517122743262
AFMBS,WHA,0.9922153572367874
GREEN,UMI,0.9922153572367635
AGFB,ARTO,0.9922153572367622
AFMBS,ODET,0.9922153572367612
AFMBS,NOKIA,0.9922153572367557
AGS,HEIA,0.9921494138120464
DBG,MAU,0.992142006500412
CIV,SGRO,0.9921394986080356
CHSR,ENRGY,0.992122689109993
AFMBS,AUB,0.9920976899727295
GAM,LAT,0.9920959309930443
CDA,TINC,0.9920697282265191
ASRNL,SHELL,0.99205722180815
ABI,TRIO,0.9920275202313384
APAM,EXM,0.9919778785610466
GBT,VIRP,0.9919417556895174
ABO,LAT,0.9919327599129537
AFMBS,VIE,0.9919060855627154
SEQUA,SGRO,0.9919021371501301
HEIO,KIN,0.9919009796728859
ENRGY,SPEL,0.9918334028835789
ENRGY,PHXM,0.9918334028835541
CRAP,MELE,0.9918204826040269
CLARI,GET,0.9917654027778874
AC,MF,0.9917457602823114
BN,SELER,0.9917322608713437
ARGX,CABLE,0.9917171562198768
BON,CLARI,0.9916591588312187
CABLE,LOUP,0.9916191944309894
CABLE,CMBT,0.9916191944309855
ABI,BRNL,0.9916152174082317
OPTI,SELER,0.9916004111862241
PAY,SELER,0.9916004111862232
PBH,SCR,0.9916001918973609
CABLE,WAVE,0.9915901298561459
NYXH,SGRO,0.9915724857308509
AREIT,MIKO,0.9915196222563982
KIN,VIRP,0.9915133423749225
TRI,WAVE,0.9915043888352442
GBT,HEIA,0.991496874049068
ARTO,GBT,0.9914907881841284
DIE,STF,0.991451631582911
COH,LAT,0.9914486922668158
GBT,HEIO,0.9914435285842703
HEIJM,NK,0.9914134307508574
BUR,LAT,0.9913960084083654
AZRNW,EDEN,0.991390465431328
BON,CO,0.9913837769195798
JBOG,TRIO,0.9913567802099391
MIKO,VLTSA,0.991337847440456
ADYEN,GBT,0.9913272589587695
ADYEN,ARTO,0.991306828571433
LAT,SAN,0.991295717389369
SAF,SAMS,0.9912933733161883
JBOG,RAND,0.991284852460647
IDL,TITAN,0.9912774019614362
BAIN,SGRO,0.9912326561557057
HCO,TITAN,0.9912040546269066
TITAN,VIO,0.9911753514565083
CVC,TKO,0.9911426931788614
MEMS,SHUR,0.9910715271594149
GLPG,SRP,0.991070575375241
ALTA,ARTO,0.9910672618316253
CVC,DPT,0.9910499345539272
ASRNL,MIKO,0.9910312089651114
MIKO,TKO,0.9910017275886956
GIMB,LOTB,0.9909863536848325
FFARM,GLO,0.9909110548989026
ALLFG,FFARM,0.9908826986633279
BFIT,GBLB,0.9908820052346936
BSGR,COMB,0.9908673886137194
EKOP,ITP,0.9908172064585333
COTY,FCMC,0.9907754263353806
CVC,HOMI,0.9907672244649276
MEMS,XIOR,0.990715322450188
CABLE,DEC,0.9907059988161033
PSAT,VLK,0.9906939216954673
ARTO,BASS,0.9906801321840809
FLOB,GLPG,0.9906799871794589
DSFIR,GLO,0.9906555583948236
NN,SCR,0.9906392818449227
FUR,TKO,0.9906170105867315
MEMS,VLK,0.9905730704971147
ARTO,VIRP,0.9905211130872968
AED,EXA,0.9904784287482428
SGRO,TRIO,0.99046431405624
FNAC,FUR,0.9904002667008512
COBS3,SIP,0.9903717033056775
AGN,RF,0.9903699520112152
JEN,LAT,0.9903293729822517
ASRNL,STF,0.9903066022193837
CVC,FGA,0.9902690265100971
AFMBS,BOI,0.9902602310570906
BOL,S30,0.9901979492892165
AREIT,FGA,0.9901898104904511
ARTO,CO,0.9901697242172094
MIKO,OSE,0.9901275550245778
HEIO,SHUR,0.990120332585177
PSAT,XIOR,0.9901032393843583
AGFB,TFG,0.9900947629118164
ARTO,DBG,0.9900644091935522
BESI,SOP,0.9900539532641226
IVA,JEN,0.9900446630266867
AVTRI,VRLA,0.9900254837644388
BESI,CABLE,0.9900065114511675
EDEN,PLX,0.9899399424855118
LOCAL,NXFIL,0.9899216223869012
PREVA,SELER,0.9899183058000435
BREB,CIV,0.9899076649141534
AZE,SGRO,0.9899053352557504
FCMC,VTR,0.9899011598235937
BON,TRIO,0.9898982194169883
BREB,XIOR,0.9898914372148436
ASM,BFIT,0.9897897849043549
BASS,CLARI,0.9897862330804242
ARTO,PEUG,0.9897475249773012
ARTO,EMEIS,0.9896998162782336
CNDF,SGRO,0.9896963516956491
BON,BRNL,0.9896556948785047
FREY,SGRO,0.9896453599031733
NXFIL,RAND,0.9896261644699921
ALLFG,ARTO,0.9895784740114364
ARTO,HDF,0.9895537512932986
MTRK,NN,0.9895213073915848
AAA,EKOP,0.989508778814257
APAM,HWK,0.9894866358684857
KIN,PSAT,0.9894759394980537
ABVX,HYDRA,0.9894290716395617
KIN,SGRO,0.9894184265434924
AREIT,TKO,0.9893581512791503
BFIT,ICAD,0.989354803682327
AAA,TRIO,0.9893511081322566
CABLE,SEFER,0.9892948146765561
BN,PAY,0.9892760784927773
BN,OPTI,0.9892760784927763
AFMBS,PUB,0.9892562454550363
FCMC,LIN,0.9892315997846728
PHARM,TFG,0.9891584831523818
FCMC,HWK,0.9891302263784659
AVTRI,LPE,0.9891074502234269
GBT,SHUR,0.9890899605710627
DPT,MIKO,0.9890707100936788
CRSU,EVS,0.9890542392329915
JBOG,MIKO,0.9890300669710554
HOMI,TKO,0.9890234044501897
ABN,AIR,0.9890157359636359
CAF,MIKO,0.9890049053769968
EBUS,EXENS,0.9889760985114232
EKOP,STLAP,0.9889281418653538
CVC,LAT,0.9889182824639521
ACOMO,COVH,0.9888881657001763
CO,EMEIS,0.9888393254984158
SEQUA,TOM2,0.9888256939980509
MTRK,SCR,0.9887984746963527
COTY,LIN,0.9887782063091829
CLARI,CO,0.9887621056319199
SBMO,STF,0.9887369478966209
ARTO,ETL,0.9887241613199141
HEIO,TINC,0.988707829095225
HOLCO,PSAT,0.9887033935661973
FAST,GDS,0.9886230654859622
COH,MOUR,0.9886207258911266
GBLB,REN,0.9886163763243361
LTA,NXFIL,0.9885815034009946
ARTO,WAVE,0.9885564981373355
ARTO,FERGR,0.9885224678702876
SBMO,SIGHT,0.988520389374238
AGS,HEIO,0.9885063356341316
FUR,HOMI,0.9884992260490206
BASS,HCO,0.9884823137104773
ARTO,DSFIR,0.9884558237214129
AELIS,BSD,0.988410537675063
GET,HOLCO,0.9883986793042011
COFA,SHUR,0.9883959105297347
AMUND,NOKIA,0.9883919733633617
FUR,LOCAL,0.9883846271561415
AVTRI,RCO,0.9883072588267836
TINC,VK,0.9882864909863539
BRNL,HOLCO,0.9882629904001254
ELI,SGRO,0.9881670893675356
BON,EKOP,0.9881522896344272
BON,EMEIS,0.9881509286160405
HCO,VIRP,0.9881452858609934
RAND,STLAP,0.9881139193621541
FNAC,MIKO,0.9881049293224603
ELI,HEIA,0.9880525170428672
AREIT,CVC,0.9880080480359372
ABI,UBI,0.987973659476196
