,prix_actuel,prix_min,prix_max,prix_moyen,variation_totale_pct,volatilite_quotidienne_pct,tendance,nb_jours_donnees
DGB,0.598,0.598,0.614,0.606,-2.6058631921824125,,0.0,2.0
DIE,179.1,179.1,187.9,183.5,-4.683342203299634,,0.0,2.0
DIEG,113.0,111.0,113.0,112.0,1.8018018018018018,,0.0,2.0
DIM,174.25,174.25,175.325,174.775,-0.6131470126907108,0.02958486881635321,-0.5374999999999973,3.0
DISL,226.0,206.0,226.0,216.0,9.70873786407767,,0.0,2.0
DKUPL,27.0,27.0,28.5,27.866666666666664,-5.263157894736842,1.7756030929214663,-0.7500000000000009,3.0
DPAM,980.0,906.0,980.0,937.0,8.167770419426049,2.721523683213666,36.999999999999964,3.0
DPT,0.0998,0.0998,0.1,0.09993333333333333,-0.20000000000000573,0.14142135623730964,-0.00010000000000000552,3.0
DSC2S,0.01,0.01,0.01,0.01,0.0,0.0,0.0,1.0
DSCW2,0.003,0.0025,0.003,0.00275,20.0,,0.0,2.0
DSCW3,0.002,0.0015,0.002,0.00175,33.33333333333333,,0.0,2.0
DSFIR,81.62,81.62,84.08,82.85,-2.9257849666983753,,0.0,2.0
DSY,26.57,26.57,27.01,26.856666666666666,-1.6290262865605378,1.0479925315012886,-0.21999999999999875,3.0
EAPI,2.968,2.968,3.022,2.997333333333333,-1.1325782811458964,1.7346168067472207,-0.017000000000000015,3.0
EAS2P,0.455,0.44,0.455,0.4475,3.4090909090909123,,0.0,2.0
EBUS,0.2924,0.2924,0.3202,0.3063,-8.682073703935037,,0.0,2.0
EC,178.0,178.0,183.0,181.16666666666666,-2.73224043715847,1.5503523932146106,-2.4999999999999902,3.0
ECMPA,26.5,26.5,27.25,26.875,-2.7522935779816518,,0.0,2.0
ECONB,1.78,1.764,1.78,1.772,0.9070294784580506,,0.0,2.0
ECT,9.65,9.65,9.65,9.65,0.0,,0.0,2.0
EDEN,23.77,23.77,24.76,24.373333333333335,-3.334688897925987,3.3161345345169493,-0.41000000000000103,3.0
EDI,10.7,10.7,10.7,10.7,0.0,,0.0,2.0
EEM,3.4,3.02,3.4,3.1933333333333334,7.594936708860751,12.030121656619148,0.11999999999999977,3.0
EFG,1.875,1.875,1.89,1.8816666666666666,-0.7936507936507886,0.18607025791102252,-0.00750000000000018,3.0
EFI,0.192,0.192,0.192,0.19200000000000003,0.0,0.0,-4.187861799116561e-17,3.0
EGR,0.33,0.33,0.33,0.33,0.0,,0.0,2.0
EIFF,4.8,4.8,4.91,4.866666666666667,-1.8404907975460096,1.8733548390987276,-0.04500000000000023,3.0
EKI,3.135,3.135,3.33,3.2583333333333333,-5.287009063444117,4.567970238007325,-0.08750000000000009,3.0
EKOP,6.9,6.9,7.7,7.300000000000001,-10.389610389610388,,0.0,2.0
EL,258.0,258.0,263.4,260.6666666666667,-0.9976976208749128,2.209395787213855,-1.3000000000000118,3.0
ELEC,149.0,149.0,154.6,152.36666666666667,-3.622250970245792,1.5698353960336142,-2.800000000000002,3.0
ELI,93.7,93.7,99.55,96.625,-5.876443997990954,,0.0,2.0
ELIOR,2.446,2.446,2.542,2.4979999999999998,-2.39425379090182,3.6862227232247182,-0.02999999999999972,3.0
ELIS,23.08,23.08,23.46,23.266666666666666,-1.6197783461210682,0.055616928044442175,-0.19000000000000103,3.0
EMEIS,10.96,10.96,12.44,11.89,-10.676446617766901,9.392215953275663,-0.6549999999999988,3.0
EN,35.64,35.64,36.73,36.309999999999995,-2.5164113785558033,2.4272080017797255,-0.46000000000000557,3.0
ENGI,17.57,17.57,17.8,17.651999999999997,-0.09098146252700011,1.7741393234479093,-0.007999999999999393,3.0
ENRGY,11.6,11.6,11.742,11.671,-1.2093340146482816,,0.0,2.0
ENVI,7.82,7.32,7.82,7.57,6.830601092896174,,0.0,2.0
ENX,138.7,138.7,141.6,140.49999999999997,-1.7705382436260624,1.6484842034312082,-1.249999999999983,3.0
EOS,1.135,1.135,1.15,1.1433333333333333,-1.304347826086948,0.31012277663584265,-0.0075000000000000995,3.0
EQS,43.7,43.7,46.0,45.10833333333333,-4.219178082191775,4.116717561702504,-0.9624999999999975,3.0
ERA,49.2,49.2,51.5,50.68666666666667,-4.205607476635508,3.3506997905649496,-1.0800000000000003,3.0
ERF,62.86,62.86,64.84,63.96,-2.0567154876908806,2.886429904345977,-0.6600000000000129,3.0
ES,97.85,97.85,100.3,99.21666666666665,-1.6582914572864378,2.295757989410257,-0.8250000000000054,3.0
ETL,2.86,2.86,3.116,3.017,-8.215661103979468,4.013594973230461,-0.12800000000000042,3.0
EVS,33.35,33.35,34.2,33.775000000000006,-2.4853801169590684,,0.0,2.0
EXA,105.0,105.0,118.4,111.2,-11.317567567567572,1.5605722144509857,-6.700000000000004,3.0
EXE,39.0,39.0,40.1,39.699999999999996,-2.743142144638407,1.5914310973088726,-0.5500000000000079,3.0
EXENS,37.55,37.55,39.9,38.99999999999999,-5.889724310776947,2.9554921133498513,-1.175000000000003,3.0
EXM,9.92,9.92,10.2,10.059999999999999,-2.7450980392156805,,0.0,2.0
EXO,84.75,84.75,86.2,85.475,-1.6821345707656647,,0.0,2.0
EXPL,192.0,192.0,194.0,192.86666666666667,-0.31152647975077585,1.2429685312311252,-0.3000000000000083,3.0
FAGR,20.9,20.8,20.9,20.85,0.48076923076922046,,0.0,2.0
FAST,20.55,20.55,21.0,20.775,-2.1428571428571392,,0.0,2.0
FCMC,1510.0,1500.0,1510.0,1506.6666666666667,0.0,0.9396871573384117,3.6306286881544405e-14,3.0
FDE,26.35,26.35,29.5,28.370000000000005,-9.945317840054683,8.13045413139748,-1.4550000000000092,3.0
FDJU,27.24,27.24,27.76,27.540000000000003,-1.375814627081834,1.6829692372655618,-0.19000000000000317,3.0
FER,46.04,46.04,47.0,46.519999999999996,-2.0425531914893638,,0.0,2.0
FERGR,8.5,8.5,8.81,8.655000000000001,-3.5187287173666344,,0.0,2.0
FFARM,4.435,4.435,4.67,4.5525,-5.032119914346902,,0.0,2.0
FGA,9.7,9.7,9.9,9.8,-2.020202020202031,,0.0,2.0
FGR,105.1,105.1,107.0,105.88333333333333,-0.42633822832780943,2.2270027185959616,-0.22500000000000073,3.0
FII,43.9,43.4,45.14,44.14666666666667,-2.747009304386358,3.540305518492574,-0.6200000000000004,3.0
FINM,0.19,0.19,0.19,0.19,0.0,,0.0,2.0
FIPP,0.113,0.113,0.113,0.113,0.0,0.0,4.1959389120500344e-18,3.0
FLOB,655.0,655.0,675.0,665.0,-2.9629629629629632,,0.0,2.0
FLOW,25.08,25.08,25.22,25.15,-0.5551149881046811,,0.0,2.0
FLUX,20.4,20.0,20.4,20.2,1.9999999999999927,,0.0,2.0
FLY,74.4,74.0,74.4,74.13333333333334,0.5405405405405482,0.3822198817224699,0.19999999999999518,3.0
FMONC,114.0,114.0,116.0,114.66666666666667,-1.7241379310344827,1.219149622735429,-0.9999999999999912,3.0
FNAC,29.15,29.15,29.85,29.566666666666663,-1.851851851851854,2.015331494016798,-0.27500000000000463,3.0
FOAF,13.5,13.5,13.5,13.5,0.0,0.0,-1.4482998604231573e-16,3.0
FORE,765.0,765.0,765.0,765.0,0.0,,0.0,2.0
FORSE,0.3775,0.3775,0.395,0.38883333333333336,-4.1878172588832525,3.3122202884083656,-0.008250000000000025,3.0
FOU,1.53,1.53,1.55,1.54,-1.2903225806451624,,0.0,2.0
FPG,0.1,0.1,0.11,0.106,-9.090909090909086,3.9521793157227822,-0.00500000000000001,3.0
FR,10.21,10.21,10.38,10.282000000000002,-0.4485179407176226,2.013000985310913,-0.022999999999999857,3.0
FREY,29.2,29.2,29.6,29.46666666666667,-1.3513513513513586,0.9555497043061513,-0.20000000000000245,3.0
FRVIA,11.125,11.125,11.43,11.285000000000002,-1.5486725663716876,2.7003410428421684,-0.08749999999999976,3.0
FSDV,16.8,15.5,16.8,15.933333333333332,8.387096774193553,5.930573003500083,0.6500000000000011,3.0
FUR,11.49,11.49,11.94,11.715,-3.768844221105522,,0.0,2.0
GAM,79.0,79.0,81.0,79.66666666666667,0.0,3.536086419435768,-3.146333242788696e-15,3.0
GBLB,75.0,75.0,75.9,75.45,-1.1857707509881497,,0.0,2.0
GBT,19.3,19.3,20.8,20.266666666666666,-6.763285024154583,5.440925227775528,-0.7000000000000018,3.0
GDS,9.96,9.96,10.0,9.986666666666666,-0.39999999999999153,0.2828427124746114,-0.01999999999999791,3.0
GEA,80.5,80.5,86.5,84.33333333333333,-6.395348837209303,5.315895515238292,-2.750000000000004,3.0
GET,15.76,15.76,16.26,16.063333333333336,-2.535559678416833,2.567941022348515,-0.20500000000000115,3.0
GFC,82.15,82.15,83.85,83.25333333333334,-1.9221585482330459,1.5095879773333467,-0.8049999999999901,3.0
GIMB,46.1,43.95,46.1,45.025000000000006,4.891922639362909,,0.0,2.0
GJAJ,1.19,1.17,1.19,1.1766666666666665,1.7094017094017109,1.2087295404898204,0.009999999999999972,3.0
GLE,52.82,51.96,52.82,52.35999999999999,1.655119322555811,0.24035575090032454,0.4299999999999943,3.0
GLO,29.65,29.65,30.95,30.46666666666667,-3.7337662337662407,3.314447134083874,-0.5749999999999988,3.0
GLPG,26.76,26.76,28.14,27.450000000000003,-4.904051172707886,,0.0,2.0
GNFT,3.368,3.368,3.484,3.441333333333333,-2.995391705069127,2.598708237693337,-0.05200000000000015,3.0
GNRO,0.029,0.029,0.0322,0.030733333333333335,-6.451612903225801,9.764335676092342,-0.0009999999999999968,3.0
GPE,60.0,60.0,60.2,60.13333333333333,-0.33222591362126713,0.2349191964074924,-0.09999999999999537,3.0
GREEN,7.28,7.28,7.38,7.33,-1.3550135501354965,,0.0,2.0
GRVO,20.2,20.2,21.0,20.566666666666666,-1.4634146341463448,4.418390804626751,-0.1499999999999982,3.0
GTT,156.7,156.7,159.1,157.93333333333334,-1.5084852294154656,0.09291082347139733,-1.2000000000000097,3.0
GUI,5.4,5.4,5.58,5.506666666666668,-2.5270758122743624,2.7915360291398637,-0.06999999999999998,3.0
HAL,140.0,126.6,140.0,133.3,10.584518167456562,,0.0,2.0
HAVAS,1.5,1.5,1.54,1.52,-2.5974025974025996,,0.0,2.0
HCO,3.66,3.66,4.71,4.346666666666667,-22.292993630573243,14.692372245742929,-0.5249999999999999,3.0
HDF,4.76,4.76,4.92,4.863333333333333,-3.2520325203252063,2.0164831253597875,-0.08000000000000035,3.0
HDP,1.91,1.91,2.12,2.0500000000000003,-9.9056603773585,7.0043596249610856,-0.10500000000000002,3.0
HEIA,66.64,66.64,69.72,68.18,-4.417670682730921,,0.0,2.0
HEIJM,54.55,54.55,59.4,56.974999999999994,-8.164983164983168,,0.0,2.0
HEIO,58.9,58.9,61.05,59.974999999999994,-3.5217035217035195,,0.0,2.0
HO,223.8,223.8,227.35,225.7166666666667,-1.5614691005058206,0.2684553655061088,-1.775000000000006,3.0
HOLCO,103.0,103.0,105.0,104.0,-1.9047619047619049,,0.0,2.0
HOMI,20.65,20.65,21.4,21.025,-3.504672897196262,,0.0,2.0
HWK,2.36,2.3,2.36,2.33,2.6086956521739157,,0.0,2.0
HYDRA,174.0,169.0,174.0,171.5,2.9585798816568047,,0.0,2.0
HYL,6.56,6.5,6.56,6.529999999999999,0.9230769230769171,,0.0,2.0
HYSG,3.72,3.6,3.72,3.66,3.333333333333336,,0.0,2.0
IAM,11.4,11.2,11.4,11.286666666666667,1.7857142857142954,0.5003664136092317,0.10000000000000012,3.0
IBAB,12.06,11.74,12.06,11.9,2.7257240204429327,,0.0,2.0
ICAD,19.77,19.77,20.82,20.456666666666667,-4.860442733397504,3.7022134326310936,-0.5050000000000028,3.0
IDIP,78.2,78.2,78.6,78.46666666666665,-0.508905852417292,0.3598507792297906,-0.2000000000000046,3.0
IDL,397.0,397.0,415.5,408.5,-4.452466907340553,2.3139413873148262,-9.249999999999995,3.0
IEP,5.5,5.5,5.5,5.5,0.0,,0.0,2.0
IMCD,92.68,92.68,95.94,94.31,-3.3979570564936328,,0.0,2.0
IMDA,54.0,54.0,54.2,54.13333333333333,-0.3690036900369056,0.26092501150795544,-0.10000000000000193,3.0
IMMO,25.6,25.6,25.8,25.700000000000003,-0.7751937984496096,,0.0,2.0
IMMOU,37.6,37.4,37.6,37.5,0.5347593582887776,,0.0,2.0
INCLU,18.9,18.75,18.9,18.825,0.7999999999999924,,0.0,2.0
INEA,32.3,32.3,33.0,32.666666666666664,-1.2232415902140847,2.1486452928465347,-0.2000000000000017,3.0
INF,40.8,40.8,41.7,41.333333333333336,-2.1582733812949777,0.8535702903115757,-0.4500000000000054,3.0
INGA,20.61,20.58,20.61,20.595,0.14577259475219212,,0.0,2.0
INPHI,29.4,29.4,29.4,29.4,0.0,0.0,0.0,1.0
INPST,10.66,10.66,12.79,11.725,-16.653635652853787,,0.0,2.0
IPH,1.856,1.85,1.856,1.854,0.3243243243243246,0.22933192903347252,0.0029999999999999745,3.0
IPN,117.3,116.6,117.9,117.26666666666667,0.6003430531732443,1.148220260827152,0.34999999999998516,3.0
IPS,34.56,34.56,36.42,35.61333333333334,-3.6252091466815317,4.715491883752443,-0.6499999999999992,3.0
ITP,30.74,30.74,32.08,31.61333333333333,-3.9975015615240617,3.0861252914172543,-0.6400000000000061,3.0
ITXT,2.5,2.5,2.5,2.5,0.0,0.0,0.0,1.0
IVA,4.805,4.785,4.805,4.796666666666667,0.10416666666666445,0.5165222928142192,0.0024999999999997364,3.0
JBOG,3.8,3.8,3.94,3.893333333333333,-3.55329949238579,2.5125621666527067,-0.06999999999999947,3.0
JCQ,18.52,18.52,19.74,19.233333333333334,-4.732510288065852,5.461377659113692,-0.4600000000000009,3.0
JDEP,31.28,31.22,31.28,31.25,0.19218449711723984,,0.0,2.0
JEN,62.6,61.2,62.6,61.900000000000006,2.2875816993464024,,0.0,2.0
KBC,99.3,99.3,101.6,100.44999999999999,-2.2637795275590524,,0.0,2.0
KBCA,64.3,64.3,66.6,65.44999999999999,-3.453453453453449,,0.0,2.0
KENDR,13.8,13.08,13.8,13.440000000000001,5.504587155963308,,0.0,2.0
KER,236.45,233.05,236.45,234.83333333333334,1.4589143960523394,0.1553577512144287,1.6999999999999786,3.0
KEYW,0.77,0.77,0.775,0.7725,-0.6451612903225812,,0.0,2.0
KIN,33.0,33.0,34.75,33.875,-5.0359712230215825,,0.0,2.0
KOF,26.95,26.95,29.05,28.253333333333334,-6.293463143254528,5.824622818871201,-0.9050000000000045,3.0
KPN,3.995,3.995,4.068,4.031499999999999,-1.7944936086528886,,0.0,2.0
LACR,8.18,8.02,8.4,8.200000000000001,1.9950124688279323,5.202327589171435,0.07999999999999942,3.0
LAT,0.0129,0.0129,0.0131,0.013,-1.5267175572519123,0.004152124375717724,-9.999999999999958e-05,3.0
LBIRD,16.55,16.55,16.65,16.613333333333333,-0.5408653846153837,0.46718315537722765,-0.04500000000000237,3.0
LEBL,0.3,0.3,0.38,0.35333333333333333,-21.052631578947373,14.886458551295737,-0.039999999999999994,3.0
LHYFE,3.12,3.12,3.19,3.1633333333333336,-1.8867924528301903,1.7740055974051732,-0.02999999999999991,3.0
LI,32.7,32.7,33.26,33.059999999999995,-1.6837041491280673,1.0218099666771567,-0.27999999999999814,3.0
LIGHT,22.16,22.16,22.62,22.39,-2.033598585322727,,0.0,2.0
LIN,60.0,60.0,62.6,61.53333333333333,-3.225806451612903,3.621162110394681,-0.9999999999999912,3.0
LNA,29.0,29.0,30.3,29.866666666666664,-4.290429042904292,3.033791470437338,-0.65,3.0
LOCAL,4.12,4.12,4.555,4.391666666666667,-8.444444444444441,7.6170725724084605,-0.19000000000000045,3.0
LOTB,8550.0,8320.0,8550.0,8435.0,2.7644230769230766,,0.0,2.0
LOUP,87.8,87.8,90.7,89.63333333333334,-3.1973539140022114,1.7998310245976832,-1.4499999999999953,3.0
LPE,92.6,92.5,92.8,92.63333333333333,0.10810810810810198,0.3817256318754041,0.049999999999991745,3.0
LR,128.35,128.35,131.2,130.11666666666667,-2.1722560975609713,1.1088923752105218,-1.4250000000000127,3.0
LSS,22.55,22.55,23.475,23.141666666666666,-3.9403620873269465,2.3426375638965933,-0.4624999999999999,3.0
LTA,28.7,28.7,28.85,28.783333333333335,-0.519930675909886,0.1229743523510769,-0.07499999999999925,3.0
LVIDE,0.514,0.514,0.524,0.519,-1.9083969465648873,,0.0,2.0
MAAT,4.23,4.23,4.61,4.48,-8.242950108459866,5.534212603674942,-0.19000000000000003,3.0
MALT,880.0,880.0,890.0,885.0,-1.1235955056179776,,0.0,2.0
MAU,4.786,4.786,5.125,4.988666666666666,-6.614634146341472,2.7970388234414365,-0.16950000000000023,3.0
MBWS,2.94,2.94,2.98,2.966666666666667,-1.342281879194632,0.9491366190423444,-0.020000000000000157,3.0
MC,520.8,512.3,520.8,515.4,1.6591840718329105,0.950721774372996,4.249999999999967,3.0
MCC,464.0,464.0,464.0,464.0,0.0,,0.0,2.0
MDM,1.81,1.81,1.992,1.9273333333333333,-8.585858585858583,6.889063328208475,-0.08500000000000002,3.0
MEDCL,17.1,17.1,17.32,17.19666666666667,-0.40768782760629163,1.5159129304619534,-0.035000000000001745,3.0
MELE,65.15,65.15,68.75,66.95,-5.2363636363636274,,0.0,2.0
MEMS,3.7,3.7,4.0,3.891666666666667,-7.499999999999996,4.449991968080435,-0.15000000000000005,3.0
MERY,10.78,10.78,10.94,10.853333333333333,-1.4625228519195625,0.25496237413345135,-0.07999999999999945,3.0
MF,80.8,80.8,82.85,81.97000000000001,-1.7748601993678677,2.256794410592386,-0.7300000000000044,3.0
MHM,0.405,0.373,0.405,0.38433333333333336,8.000000000000007,6.443455251477202,0.01500000000000001,3.0
MIKO,50.2,50.2,50.4,50.3,-0.39682539682538837,,0.0,2.0
ML,30.65,30.65,31.19,30.916666666666668,-0.8411517308314511,1.8647677568968006,-0.1300000000000042,3.0
MMB,20.7,20.56,20.7,20.62,0.6809338521400806,0.20568630634037283,0.06999999999999884,3.0
MMT,12.8,12.8,13.2,13.06,-2.8831562974203266,2.2500477885735446,-0.18999999999999884,3.0
MONT,66.0,66.0,68.5,67.60000000000001,-3.64963503649635,2.1747249627541003,-1.2499999999999971,3.0
MOP,240.0,240.0,240.0,240.0,0.0,,0.0,2.0
MOPF,7750.0,7750.0,7750.0,7750.0,0.0,,0.0,2.0
MORE,0.75,0.75,0.75,0.75,0.0,,0.0,2.0
MOUR,580.0,580.0,584.0,582.0,-0.684931506849315,,0.0,2.0
MRN,23.05,23.05,24.2,23.716666666666665,-3.556485355648527,4.247799908767003,-0.42500000000000093,3.0
MT,27.89,27.89,28.54,28.25333333333333,-1.5531238969290424,2.1345919839684946,-0.2200000000000004,3.0
MTRK,3.9,3.9,4.5,4.2,-13.333333333333336,,0.0,2.0
MTU,17.88,17.88,19.04,18.63333333333333,-5.795574288724981,4.531535674121666,-0.5500000000000025,3.0
NACON,0.845,0.78,0.845,0.8023333333333333,8.333333333333325,5.515330877718398,0.032499999999999946,3.0
NAI,9.2,9.2,9.4,9.3,-2.1276595744680966,,0.0,2.0
NAITR,0.04,0.04,0.04,0.04,0.0,0.0,0.0,1.0
NAIW,0.038,0.038,0.038,0.038,0.0,0.0,0.0,1.0
NANO,7.37,7.37,7.814999999999999,7.661666666666666,-5.694177863083795,3.762431696834673,-0.22249999999999967,3.0
NEDAP,93.2,91.3,93.2,92.25,2.0810514786418466,,0.0,2.0
NEDSE,0.29,0.1,0.29,0.195,189.99999999999997,,0.0,2.0
NEX,128.3,128.3,132.6,130.65,-2.098435711560473,3.129364890362875,-1.3749999999999971,3.0
NEXTA,42.0,41.9,42.0,41.95,0.2386634844868769,,0.0,2.0
NK,21.06,21.06,22.06,21.680000000000003,-3.92335766423359,3.6569990823437775,-0.430000000000002,3.0
NN,57.36,57.36,58.8,58.08,-2.448979591836731,,0.0,2.0
NOKIA,3.752,3.634,3.752,3.685333333333334,3.2471106219042345,0.879420576644809,0.05899999999999948,3.0
NR21,40.0,40.0,40.0,40.0,0.0,0.0,0.0,1.0
NRG,7.3,7.16,7.3,7.213333333333334,1.955307262569828,0.9842782025977875,0.06999999999999976,3.0
NRO,39.45,39.45,41.0,40.416666666666664,-3.3088235294117507,3.0198295341921835,-0.6749999999999954,3.0
NRP,6.38,6.38,7.2,6.79,-11.388888888888893,,0.0,2.0
NSE,0.0285,0.0285,0.0285,0.0285,0.0,,0.0,2.0
NSI,21.35,21.35,21.55,21.450000000000003,-0.9280742459396718,,0.0,2.0
NXFIL,2.93,2.93,3.08,3.005,-4.870129870129867,,0.0,2.0
NXI,8.25,8.25,9.1,8.74,-6.989853438556926,8.438378618852816,-0.30999999999999983,3.0
NYR,0.08,0.0736,0.08,0.07680000000000001,8.695652173913047,,0.0,2.0
NYXH,5.06,5.06,5.39,5.225,-6.122448979591839,,0.0,2.0
OBEL,18.75,18.55,18.75,18.65,1.078167115902961,,0.0,2.0
OCI,4.812,4.812,4.938,4.875,-2.551640340218701,,0.0,2.0
ODET,1422.0,1422.0,1480.0,1457.3333333333333,-3.2653061224489797,3.2521191637031635,-23.999999999999947,3.0
ONTEX,6.52,6.48,6.52,6.5,0.6172839506172707,,0.0,2.0
ONWD,5.36,5.17,5.36,5.263333333333333,1.9011406844106566,3.8085301365877156,0.05000000000000063,3.0
OPM,13.14,13.14,13.77,13.556666666666667,-4.505813953488366,3.286517638466317,-0.3099999999999995,3.0
OPTI,0.0066,0.006,0.0066,0.0063,9.999999999999998,,0.0,2.0
OR,399.6,399.6,402.35,400.9166666666667,-0.29940119760478756,0.7567535086468945,-0.6000000000000247,3.0
ORA,13.525,13.525,13.7975,13.685833333333333,-1.9749954701938692,0.7608186477194171,-0.13624999999999976,3.0
OREGE,0.341,0.322,0.341,0.33233333333333337,5.9006211180124275,1.1532202311537265,0.009500000000000041,3.0
ORIA,172.0,172.0,172.0,172.0,0.0,0.0,-4.169654332994457e-15,3.0
OSE,6.06,6.06,6.23,6.153333333333333,-2.7287319422151013,0.5796424649689574,-0.08500000000000038,3.0
OVH,9.975,9.975,10.46,10.271666666666668,-3.901734104046253,3.8236263138632127,-0.20250000000000004,3.0
OXUR,0.0232,0.0232,0.0238,0.0235,-2.5210084033613582,,0.0,2.0
PAR,36.5,36.5,37.2,36.96666666666667,-1.8817204301075343,1.3305772764263057,-0.35000000000000225,3.0
PARP,19.15,19.15,19.5,19.349999999999998,-1.288659793814433,1.6336540490537756,-0.12499999999999993,3.0
PARRO,7.72,7.72,8.28,8.086666666666666,-6.5375302663438255,4.953576999363948,-0.27000000000000013,3.0
PAT,23.9,23.9,24.5,24.266666666666666,-2.0491803278688527,2.0214879375172474,-0.2500000000000002,3.0
PAY,6.8,6.7,6.8,6.75,1.4925373134328304,,0.0,2.0
PBH,2.78,2.78,2.82,2.8,-1.4184397163120581,,0.0,2.0
PERR,81.0,81.0,83.8,82.86666666666666,-3.3412887828162257,2.362647956231895,-1.4000000000000103,3.0
PEUG,75.7,75.7,77.8,76.93333333333334,-2.0698576972833225,2.3660212369622555,-0.8000000000000085,3.0
PHARM,1.248,1.236,1.248,1.242,0.9708737864077679,,0.0,2.0
PHIA,23.23,23.23,23.61,23.42,-1.6094875052943627,,0.0,2.0
PHXM,0.1005,0.1005,0.1005,0.1005,0.0,,0.0,2.0
PIG,2.45,2.45,2.61,2.5300000000000002,-6.130268199233705,,0.0,2.0
PLNW,17.6,17.6,18.58,18.23333333333333,-4.967602591792647,3.958710995673975,-0.45999999999999813,3.0
PLX,16.62,16.62,17.54,17.200000000000003,-4.701834862385322,4.114335051004999,-0.4100000000000006,3.0
PNL,0.948,0.948,0.9665,0.9572499999999999,-1.914123124676676,,0.0,2.0
PORF,12.0,12.0,12.0,12.0,0.0,,0.0,2.0
POXEL,0.316,0.316,0.328,0.322,-3.658536585365857,,0.0,2.0
PPLAA,0.3,0.3,0.3,0.3,0.0,0.0,0.0,1.0
PPLAB,0.3,0.3,0.3,0.3,0.0,0.0,0.0,1.0
PRC,4.08,4.08,4.28,4.196666666666667,-3.5460992907801496,4.14006091368805,-0.07500000000000029,3.0
PREVA,4.86,4.76,4.86,4.8100000000000005,2.100840336134465,,0.0,2.0
PROAC,0.057,0.057,0.0605,0.059,-5.785123966942143,1.8022653565904716,-0.00175,3.0
PROX,7.23,7.23,7.43,7.33,-2.691790040376841,,0.0,2.0
PRX,52.0,52.0,52.4,52.2,-0.7633587786259515,,0.0,2.0
PSAT,4.57,4.57,4.8,4.71,-3.991596638655452,3.982427372333893,-0.0949999999999999,3.0
PUB,81.2,78.7,81.2,79.69333333333333,3.176620076238882,1.3726627131378204,1.2499999999999938,3.0
PVL,1.375,1.28,1.47,1.375,-6.462585034013604,14.387533544710331,-0.047500000000000014,3.0
QDT,15.94,15.94,16.06,16.02,-0.7471980074719753,0.528348777972508,-0.059999999999997666,3.0
QEV,6.9,6.9,6.9,6.9,0.0,,0.0,2.0
QEVT,0.01,0.01,0.01,0.01,0.0,0.0,0.0,1.0
QFG,4.2005,4.2005,4.22,4.21025,-0.4620853080568686,,0.0,2.0
QRF,10.6,10.6,10.65,10.625,-0.46948356807512404,,0.0,2.0
RAND,38.94,38.94,40.12,39.53,-2.941176470588235,,0.0,2.0
RBO,33.2,32.8,33.2,33.06666666666667,1.2195121951219685,0.8623253429104403,0.20000000000000412,3.0
RBT,812.0,812.0,831.5,823.1666666666666,-2.3451593505712567,0.7307666114161231,-9.749999999999972,3.0
RCO,53.7,53.7,54.65,54.15,-0.7393715341959308,1.948058476461606,-0.2000000000000079,3.0
RECT,9.06,9.06,10.36,9.71,-12.54826254826254,,0.0,2.0
REINA,26.0,26.0,26.2,26.1,-0.7633587786259515,,0.0,2.0
REN,39.3,39.3,40.52,39.91,-3.0108588351431536,,0.0,2.0
RET,67.5,65.7,67.5,66.6,2.739726027397256,,0.0,2.0
RF,54.55,54.55,56.3,55.56999999999999,-2.3451485857500938,2.754910384895374,-0.6550000000000038,3.0
RI,99.26,99.01,100.4,99.55666666666667,0.2524997475002525,1.7955963872747454,0.1249999999999855,3.0
RMS,2047.0,2047.0,2125.0,2095.3333333333335,-3.1693472090823085,2.9634341894072653,-33.49999999999995,3.0
RNO,32.56,32.56,33.88,33.32666666666667,-2.9218843172331455,3.471766212642181,-0.48999999999999944,3.0
ROU,13.2,13.2,13.7,13.45,-3.649635036496351,,0.0,2.0
RUI,28.66,28.16,28.66,28.326666666666668,1.7755681818181819,1.2555163018227096,0.24999999999999892,3.0
RXL,27.57,27.57,27.76,27.663333333333338,-0.6844380403458259,0.024643334594733557,-0.09500000000000092,3.0
S30,1.383,1.383,1.742,1.611,-19.028103044496486,15.979996869927774,-0.16249999999999976,3.0
SABE,18.4,18.4,19.4,19.066666666666666,-5.154639175257732,3.6448803153945777,-0.500000000000001,3.0
SACI,26.6,26.6,26.6,26.600000000000005,0.0,0.0,-6.710700625853145e-16,3.0
SAF,281.6,281.6,287.8,285.6666666666667,-2.086230876216968,1.572474546720122,-3.000000000000017,3.0
SAMS,137.0,137.0,144.6,141.86666666666667,-5.2558782849239245,3.1439193273710364,-3.799999999999995,3.0
SAN,86.12,84.6,86.12,85.36,1.7966903073286176,0.005655713706671021,0.7600000000000026,3.0
SAVE,61.0,61.0,62.6,61.86666666666667,-1.6129032258064515,2.4915985621733605,-0.5000000000000042,3.0
SBMO,22.52,22.52,23.16,22.84,-2.763385146804838,,0.0,2.0
SBT,9.52,9.5,9.52,9.513333333333334,0.0,0.2974164303000377,3.733798321629172e-16,3.0
SCHP,90.6,90.6,92.4,91.66666666666667,-1.9480519480519602,0.7699252266448632,-0.9000000000000155,3.0
SCR,27.22,27.22,28.04,27.72,-2.4372759856630815,2.4226792396182293,-0.34000000000000047,3.0
SDG,33.2,33.1,33.2,33.16666666666667,0.0,0.4266113965772673,-5.881006681352777e-16,3.0
