symbol_1,symbol_2,correlation
ARTO,PLX,0.9987156246037663
SGRO,SHUR,0.9986960934994452
ARTO,RECT,0.9986660732168021
AALB,SGRO,0.9986404208031938
COH,SAN,0.99863309767336
ARTO,COFA,0.9985024133712594
PAY,PREVA,0.9984164677317648
COH,GAM,0.9984128447030076
ERA,SGRO,0.9983735797581648
FORE,PORF,0.9983603858458189
FORE,MCC,0.9983603858458179
SOLB,XFAB,0.9983483836786224
CLEX,LBIRD,0.9983374884595255
AC,ARTO,0.998331376921056
AGS,ARTO,0.9982211666911955
ARTO,VGP,0.9982211666911955
MTRK,SGRO,0.998188085789332
FMONC,FORE,0.9980924103019639
ARTO,BAR,0.9977884233893365
AREIT,CAF,0.9977846986880498
ABI,BON,0.9977717155315529
ARTO,HEIO,0.9977670755751729
CV,EXO,0.9977149372834383
AZRNW,EXO,0.9977149372834382
ARTO,MDM,0.9977093549382798
CABLE,MEDCL,0.9977059630288811
GREEN,PAR,0.9977011463845921
ARTO,SOI,0.9976280646501297
ABEO,CLEX,0.9976086055845831
APAM,CLEX,0.9974762776982126
SGRO,SHELL,0.99745970384616
FER,SGRO,0.9973580414379651
HEIA,KIN,0.9972793268820653
GREEN,LACR,0.9972366095703717
DISL,VVY,0.997176464952738
DISL,NACON,0.9971764649527374
ALX,DISL,0.9971764649527365
CABLE,PRX,0.9971606028688297
ARTO,BPOST,0.9971143380985393
DKUPL,GREEN,0.9971052959506507
ARTO,AUB,0.9969745105064135
BTLS,CABLE,0.9969412417863464
ARTO,KBC,0.9969151597447743
ARTO,GLO,0.9967216674241078
KBCA,SGRO,0.9967164109013149
CABLE,KBCA,0.9967000241872995
AFMBS,WHA,0.996683241277638
PHIA,SGRO,0.9966807272197545
EXO,PLX,0.9966507449959888
ARTO,VLK,0.9966158955401234
ARTO,GRVO,0.9965576489929333
ADYEN,SGRO,0.9964167451417275
BPOST,SGRO,0.9963440370921705
PLNW,SGRO,0.9962915662282172
CLEX,FOU,0.9962709627733761
MELE,SGRO,0.9960950387328138
ARTO,SIFG,0.9960784162656536
ARTO,RMS,0.9960181413884408
CABLE,INGA,0.9959292158480552
AFMBS,NANO,0.9959151953871176
BANI,GREEN,0.995870594885822
AALB,INPST,0.995821660920877
EBUS,SGRO,0.9957673731493721
AFMBS,EN,0.9957383917885072
AZRNW,PLX,0.9956057134076118
ARTO,INEA,0.9955849673999584
ASML,LIGHT,0.9954495106244511
ARTO,HCO,0.9953472794926931
ARTO,FFARM,0.9952991058747503
ES,GREEN,0.9952991058747462
ARTO,CDA,0.9951805191476724
ARTO,EDEN,0.9951355775968111
HEIA,MEMS,0.99512226526412
ARTO,STLAP,0.995106821048177
ARTO,MF,0.9950853763040445
FPG,GREEN,0.9950820986458974
HEIO,PSAT,0.9950779693247583
BREB,XIOR,0.9950609784763385
FCMC,SPEL,0.9950371902100177
FCMC,PHXM,0.9950371902099853
HEIA,SGRO,0.9949703001914963
AGS,SGRO,0.9949703001914929
AFMBS,AYV,0.9948501655906301
ENRGY,LIN,0.9947732264541304
MIKO,STF,0.9947726355052288
ENRGY,EXM,0.9946910176909611
NXI,ROU,0.9946245836165367
NAI,SGRO,0.9945354782202086
FOU,SGRO,0.9945354782202066
LVIDE,SGRO,0.9945354782202066
BREB,SGRO,0.9945354782202059
SGRO,SOLV,0.9945354782202057
NRP,SGRO,0.994535478220205
HOLCO,SGRO,0.9945354782202043
NXFIL,SGRO,0.9945354782202033
FAST,SGRO,0.9945354782202007
SGRO,TINC,0.9945354782201998
MIKO,SGRO,0.9945354782201857
AGFB,SGRO,0.9944931222606135
ARTO,VK,0.9944769267248272
AGS,AUB,0.9944528423019996
COVH,TFG,0.9944280294889445
LOCAL,MIKO,0.9943873716251679
AJAX,TFG,0.9943666022701428
EKOP,TRIO,0.9943325424644871
TUB,UCB,0.9943165261670561
ARTO,GET,0.9941272972711256
ENRGY,HWK,0.9940126213130935
CDA,COFA,0.9940084772351648
AFMBS,KOF,0.9939688176300372
MIKO,SBMO,0.9939097798186142
AAA,NXFIL,0.9939097195715749
COTY,HWK,0.9938152706093418
CHSR,FCMC,0.993803880116353
AGS,CDA,0.9936229728116056
ARTO,SOP,0.9935135737308766
CLEX,KEYW,0.9933992677987221
DEME,UBI,0.9933209367002526
ALLFG,FFARM,0.993306650323313
COTY,EXM,0.9932478545184105
ABI,TRIO,0.9932211399040718
ARG,ARTO,0.9932110552499082
CABLE,LIGHT,0.9932017965193728
SGRO,SIP,0.993093097933144
MIKO,NXFIL,0.9930659906169926
BUR,MOUR,0.9930639663795071
DBG,MAU,0.9929575988548277
CABLE,WAVE,0.9929440000842091
AREIT,MIKO,0.9928752273264481
HEIO,VIRP,0.9927680036499661
ARTO,MTU,0.9927191833295307
BRNL,TRIO,0.9926871223968923
CHSR,COTY,0.9926746810220809
HOLCO,TFG,0.9926429919465078
GBT,VIRP,0.9926385053680621
SGRO,WKL,0.9925991259767177
ENRGY,PHXM,0.9925845820062997
ENRGY,SPEL,0.992584582006263
HYDRA,NOKIA,0.9925342405420085
ASRNL,MIKO,0.9924427676753225
AFMBS,VIE,0.9924305055638974
DBG,HCO,0.992419855418442
SGRO,TOM2,0.99238341621189
GREEN,UMI,0.9922153572367635
AGFB,ARTO,0.9922153572367622
CIV,SGRO,0.9921394986080356
CHSR,ENRGY,0.992122689109993
GAM,LAT,0.9920959309930443
DIE,VLTSA,0.9920059561734521
CVC,DPT,0.9919940817047151
APAM,EXM,0.9919778785610466
GBT,KIN,0.991934231243056
SEQUA,SGRO,0.9919021371501301
PSAT,VLK,0.9918624472705945
LAT,PAT,0.9918088789974316
PAY,SELER,0.9917790736823155
FCMC,LIN,0.9917663935898002
LTA,SBMO,0.9917119313485074
SAF,SAMS,0.9916762189460844
KIN,VIRP,0.9916052448025778
CABLE,DEC,0.9916039677923962
CLEX,MEDCL,0.9915924995809583
NYXH,SGRO,0.9915724857308509
ARTO,GBT,0.9914907881841284
SMCP,TFG,0.9914817944147011
COH,LAT,0.9914486922668158
AGS,KIN,0.9914216909494097
AVTRI,AVTX,0.9913680974109388
ADYEN,ARTO,0.991306828571433
CLEX,FCMC,0.991240707161882
CLEX,SEFER,0.9912407071618686
BAIN,SGRO,0.9912326561557057
BON,TRIO,0.9912259479294273
ABI,BRNL,0.9911019007726791
HEIA,VIRP,0.9910971464313693
JBOG,RAND,0.9910937294489859
ALTA,ARTO,0.9910672618316253
CLEX,ENRGY,0.9909724870261567
CAF,MIKO,0.9908964369112344
DPT,MIKO,0.9908301680443088
TRI,WAVE,0.9908121559763627
ACKB,LR,0.9907968916815229
AAA,TRIO,0.9907937964171705
ARGX,CLEX,0.9907431430548466
EKOP,LOCAL,0.9907339236678211
ARTO,BASS,0.9906801321840809
CLEX,GLE,0.9905932211695464
ARTO,VIRP,0.9905211130872968
HEIO,SHUR,0.9904804871780934
ACA,ACKB,0.9904672934466473
SGRO,TRIO,0.99046431405624
BUR,LAT,0.9904503834612962
AFMBS,SPA,0.9904176655925925
BANQ,TFG,0.9903924732219498
BON,BRNL,0.9902967644263326
PREVA,SELER,0.9902085595161797
ARTO,CO,0.9901697242172094
AGFB,MAAT,0.9901614232003192
ABO,LAT,0.9901610820005294
ARTO,DBG,0.9900644091935522
AAA,EKOP,0.9899779249092718
AZE,SGRO,0.9899053352557504
GBT,HEIO,0.9898305682813073
TFG,TNG,0.9897932863335324
ABI,UBI,0.9897481518029831
ARTO,PEUG,0.9897475249773012
ASML,CABLE,0.989726633095239
BON,EKOP,0.9897105056666463
AGS,HEIA,0.9897064642441448
ARTO,EMEIS,0.9896998162782336
CNDF,SGRO,0.9896963516956491
FREY,SGRO,0.9896453599031733
CABLE,LOUP,0.9896055937036441
ALLFG,ARTO,0.9895784740114364
ARTO,HDF,0.9895537512932986
MAU,SAMS,0.9895244705790561
LTA,NXFIL,0.9895236850247329
APAM,HWK,0.9894866358684857
LAT,SAN,0.9894593429134957
BASS,HCO,0.9894310110207047
KIN,SGRO,0.9894184265434924
AREIT,CVC,0.9893131393535344
ASRNL,STF,0.9892395724589605
FCMC,HWK,0.9891302263784659
HEIO,MEMS,0.9890812987752731
AVTX,VIL,0.9890035931015286
GBT,HEIA,0.9889703750950448
AREIT,STF,0.9889508530066647
CDA,HEIA,0.9889159535399716
GLPG,SRP,0.9888112770691606
DSFIR,ECMPA,0.9887790625629076
BOI,CFI,0.9887788789251324
ARTO,ETL,0.9887241613199141
HCO,VIRP,0.9886981000736709
COH,MOUR,0.9886207258911266
ARTO,WAVE,0.9885564981373355
ARTO,FERGR,0.9885224678702876
ARTO,DSFIR,0.9884558237214129
CABLE,LVIDE,0.9882972534748662
DEME,MDM,0.9882642091597824
LOCAL,NXFIL,0.9881843796770097
HOMI,MAAT,0.9881794458584132
ELI,SGRO,0.9881670893675356
BFIT,GBLB,0.9881019349808736
CAF,CVC,0.9880510125357362
HOMI,TKO,0.9879872832737802
MIKO,VLTSA,0.9878761418940327
ABI,EKOP,0.9878475440928789
CLEX,WHA,0.9878291611472103
DEME,SOI,0.9878254674904935
CRI,PAY,0.9878238933767457
AREIT,TKO,0.9877312947051163
AVTRI,NXFIL,0.9877118152926369
LOCAL,STF,0.9877070057432904
AELIS,AFMBS,0.9876853515178018
JEN,LAT,0.9876779035648259
AFMBS,HO,0.9876276939779848
HEIO,VLK,0.987599254962674
CRAP,MELE,0.9875946727978343
SBMO,STF,0.9875858865845035
GET,HCO,0.9875483822089497
KIN,MEMS,0.9875451531350254
CABLE,ML,0.9875336239605323
AALB,SCR,0.9875202123227064
AGS,TRI,0.9874402910227947
CABLE,RBT,0.9874393345320184
AGFB,SOI,0.9873003528334453
BFIT,ICAD,0.9872282882520141
COH,SBT,0.9871955432398632
CABLE,KBC,0.9871032414024067
CLARI,GET,0.9869903302376858
JBOG,STLAP,0.9869624594387455
STLAP,TRIO,0.9869464460501579
AED,COFB,0.9869143981873074
ASRNL,VLTSA,0.9868591063588326
EKOP,LTA,0.9868513358761728
ARTO,SMCP,0.9868348688357645
HEIA,HEIO,0.9867310733935833
ARCAD,DEC,0.9866935042260477
EKOP,MIKO,0.986689799757437
AKZA,CLEX,0.9866660700434203
CABLE,SCHP,0.9866293967203648
ELI,HEIA,0.986599145884647
CLARI,CO,0.9865751481947801
BON,CO,0.9865119263358498
ARTO,CLARI,0.9864063118168613
ABI,STLAP,0.986344801871789
CVC,TKO,0.9863131089750256
FCMC,HYDRA,0.9862892018492393
ABI,MDM,0.9862564207818294
GREEN,PARP,0.9862413826124558
DISL,MHM,0.9862413826124556
DISL,OBEL,0.9862413826124515
NXFIL,TRIO,0.9862274790371554
HEIO,KIN,0.9862037124440518
ADYEN,TITAN,0.98613855387887
BN,SELER,0.9861367484058969
DSFIR,XIOR,0.9860294556539342
EXE,EXO,0.9859967139812772
AVTRI,EXE,0.9859776674671856
BRNL,DBG,0.9859192309384849
ELI,SOP,0.9859136234696377
FNAC,MIKO,0.9859113078184493
CVC,PAT,0.985873650090976
BASS,GET,0.9857807390649792
ARTO,S30,0.9857556656423397
BIM,PORF,0.9856732339563297
BN,PAY,0.9855969892294447
ARGX,BOI,0.9855918018360762
EKOP,MAU,0.9854966411974371
SHELL,VLTSA,0.9854371950118571
AFMBS,CENER,0.9853862962919305
BASS,VIRP,0.9853529591417002
AM,CLEX,0.9853292781643376
CO,GET,0.9852969869073318
ARTO,SOLB,0.9852230030975794
DBG,SAMS,0.9852039556120201
AGS,WAVE,0.9851943791965552
AGS,GBT,0.9851858873297434
CDI,IMMOU,0.9851691949144118
AREIT,LOCAL,0.9851620332976334
DIE,STF,0.9851247096971204
ARGX,TUB,0.9850241413901878
EKOP,NXFIL,0.9849966579924408
BASS,CLARI,0.9849937136735742
LOCAL,SBMO,0.9849806521707817
BESI,SGRO,0.9849587133328683
FORSE,NN,0.9848991369769223
BASS,HEIO,0.9848686714299598
CAF,STF,0.9848641707253174
ASML,FDJU,0.984852413975178
ABN,AIR,0.9846453057168055
PBH,PIG,0.9846397171503337
CDA,KIN,0.9846102201061713
CDI,CGM,0.9845949190044458
SBMO,VLTSA,0.9845225259466044
AUB,KIN,0.9845027646739809
VIRP,WAVE,0.9844898224549161
CRAP,SGRO,0.9844557997899068
AGN,OPM,0.9844123248880159
AMUN,ARTO,0.984355023354958
AREIT,SBMO,0.984347519823407
SBMO,SHELL,0.9842800952776626
GBT,SHUR,0.9842745025095408
BRNL,SGRO,0.984262626136335
GET,VIRP,0.9842541518120604
MIKO,RF,0.9842456666261945
CAT31,DIEG,0.9842452888834222
HCO,MAU,0.9841658070244196
ARVEN,SGRO,0.984143896557057
GREEN,QRF,0.9841108417256789
AGS,VIRP,0.9840423771715201
ARGX,CFI,0.9839462005380848
ARTO,XFAB,0.9838389755794826
AZRNW,MDM,0.9838034050404794
CVC,LAT,0.9837582402711311
GET,PERR,0.9836931622775158
CRI,SELER,0.9836872559572882
HCO,HEIO,0.983680288514585
CRI,PREVA,0.983615514638727
ARGX,HWK,0.9835760220797598
SAF,TRI,0.9835498710386031
KIN,VLK,0.9834062724049412
PVL,RET,0.9834027712282332
ECT,VACBS,0.9833917933922761
ITP,SGRO,0.9833805849350439
CABLE,HEIJM,0.98336406372418
DBG,GET,0.9833592610887657
BN,CRI,0.9833514170804679
SBMO,SIGHT,0.983287675631537
ARTO,SHUR,0.9832532222461541
MAU,TRIO,0.9832511071377912
HYDRA,LIN,0.9832022041436974
AREIT,NXFIL,0.983198628520724
BEKB,SGRO,0.9831869733281636
CAF,SBMO,0.9831080331890582
CRLO,MDM,0.9830880111413111
MTU,S30,0.9830754432998783
CAF,LOCAL,0.9830487028647538
CLEX,HO,0.9829984097150111
CVC,GAM,0.9829819353493097
NXFIL,TKO,0.9829503878883756
PERR,VIRP,0.982941485783473
MIKO,TKO,0.9829222827288769
CLEX,TUB,0.9829168924693845
EXM,FCMC,0.9828330174983021
HYDRA,PHXM,0.9827470368218367
HYDRA,SPEL,0.9827470368218099
ELI,KIN,0.9827408324912188
HCO,SAMS,0.982630810204202
EKI,SGRO,0.9826150591951118
AGN,SAMS,0.9825362213204467
AGN,LOUP,0.9825294245944746
LNA,SHUR,0.9824935619314702
AZE,XIOR,0.9824146901781995
CBDG,NSI,0.9823627370596083
COFA,HEIA,0.9823115069870201
ARTO,TRIO,0.9822882827315687
AGS,IPS,0.9822637237905745
BUR,CVC,0.9822430556194379
AGN,ELIOR,0.9822414846300735
ARTO,WLN,0.9822211623339036
AUB,CDA,0.9821995641051563
BASS,LNA,0.9821815669308773
AFMBS,GLE,0.982166508440149
ARTO,TRI,0.9821183278184766
HDF,MDM,0.9820694325465491
ARVEN,CCN,0.9820651495583302
BRNL,MAU,0.9820513998560453
MDM,SOI,0.9819968099397721
AJAX,CLEX,0.9819805060620109
BVI,CLEX,0.9819805060620092
ARTO,SOLV,0.9819805060619671
ARTO,TITAN,0.9819805060619652
CLEX,UCB,0.9819805060619191
CLEX,EFG,0.9819805060619043
CMO,SHUR,0.9818672134844478
LOUP,SGRO,0.9818484255679976
AFMBS,LBIRD,0.9817963865494509
ABO,CVC,0.9817793005380981
MEMS,TERBS,0.9817737193531224
CAF,LAT,0.9817483663817355
CLARI,VIRP,0.9816770651918075
BASS,COFA,0.9816730688542884
HOMI,LHYFE,0.9816726748436151
CVC,SAN,0.9816490347070407
ARTO,AYV,0.9816376356901744
HCO,WAVE,0.9816106325902622
AVTX,BUR,0.9815493131028032
AGS,OPM,0.98154719222931
CLARI,COFA,0.9815153529294189
MIKO,SHELL,0.9814638887801996
ERA,NYXH,0.9814615261121733
AGS,COFA,0.981430590165592
AGN,SAF,0.9814284084591721
CHSR,HYDRA,0.9813903865188565
DPT,NXFIL,0.9813888837205366
CLARI,PERR,0.981346462999193
SHELL,SIGHT,0.9812382092288928
LOCAL,TRIO,0.981214193296016
DPT,SBMO,0.981119345571934
HDP,SGRO,0.9811116503956304
AREIT,LAT,0.9811092837935911
ACKB,CLEX,0.9810826335574744
CLEX,ELIS,0.9810826335573658
DBG,TRIO,0.9810725569878905
BON,GET,0.9810596480937384
ARGX,HYDRA,0.9810541444632034
CGM,POXEL,0.9810193695109931
ABI,DEME,0.9810063542771678
GNFT,UMG,0.9810040849520262
DIE,FNAC,0.9809512610279609
AREIT,VLTSA,0.9809361763587148
EKOP,SBMO,0.9808999286733402
ARTO,CRSU,0.9807816525981747
AM,HO,0.9807301445595861
AGFB,STLAP,0.9807173425082611
KBC,SGRO,0.9806935033512443
ALLFG,SOI,0.980690999774112
PSAT,SHUR,0.9806514217377496
BN,PREVA,0.9805713481688995
CAF,NXFIL,0.9805548640384849
CDA,PERR,0.9805157745954578
CLEX,TFI,0.9804762196931505
MONT,SHUR,0.9804236198739483
ARTO,BESI,0.9804072343679071
CABLE,MF,0.980285368051566
RF,SHELL,0.9802506090717993
ABI,DBG,0.9802392044161534
AZE,DSFIR,0.9802370095670903
EBUS,FDE,0.9801999350432936
STF,VLTSA,0.9801656658916728
HCO,VGP,0.980152350953366
ENRGY,FCMC,0.9801381812420508
AFMBS,CFI,0.9801104538660773
CLARI,GBT,0.9800868304192754
GBT,WAVE,0.9800862043919675
CDA,TRI,0.9800835740375027
MDM,PLX,0.9800825964064481
ARTO,MAU,0.9800734694968124
EKI,HEIA,0.9799386983024545
ABI,CO,0.9799219982700188
INCLU,VANTI,0.97989952920583
COBS3,IDIP,0.9798845765178091
CBE,ECT,0.9798763672964198
BRNL,EKOP,0.9797601908802914
CAF,TKO,0.9797475651969046
CVC,JEN,0.9797295691556505
CLARI,EMEIS,0.9797179751473238
LOCAL,VLTSA,0.9796825807235594
SAF,SHELL,0.9796493488995112
EKOP,RF,0.979604356004743
EKI,HEIO,0.9795804304802693
EC,TWEKA,0.9795583266328692
BASS,GBT,0.9795354983828565
HEIA,VLK,0.9794807422865196
SOI,STLAP,0.9794638448763382
HEIO,LNA,0.9794052726959236
ALTA,VU,0.9793884682832131
AAA,LHYFE,0.9793301567014072
CO,PERR,0.9793293122368386
BON,LTA,0.9793273945404075
HDF,PLX,0.979304022220759
ARTO,ATE,0.9793003740305617
AUB,WAVE,0.9792934115466074
ELI,MEMS,0.9792762548989551
COFA,WAVE,0.9792525702957315
ARTO,SAMS,0.9792484632444854
CFEB,GREEN,0.9792452482695713
ECMPA,XIOR,0.97923500707339
AUB,HEIA,0.9792337908918226
MEMS,VLK,0.9791702413431035
FNAC,SBMO,0.9791363717604525
FFARM,SOI,0.9791165562077027
SGRO,VLK,0.9790816580902332
EQS,FORSE,0.9790744076319857
CAF,PAT,0.979030682661792
RF,SBMO,0.9790247293644224
GBT,VLK,0.9789943206667234
MEMS,SHUR,0.9789882092942751
AVTRI,VRLA,0.9789650434203573
AAA,BON,0.9789560563569344
AREIT,PAT,0.9789299626869228
GET,KIN,0.9788268429399731
CGM,LR,0.9787846099955685
DBG,EKOP,0.9787423902260699
AAA,ABI,0.9787011484389501
